OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
3206,42838,0.360000000000000,2524,1.000000000000000,ST. JOHN'S,410900,15156,1994,100,2524.000000000000000,0.000000000000000,24.000000000000000,675.000000000000000,30,334109.000000000000000,0.466142262588258,-82.412974000000006,29.677077000000001,06221-010-024,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.616095611860750,301370.478317123022862,316526.478317123022862,-94373.521682876977138,-32738.521682876977138,94373.521682876977138,32738.521682876977138,0.770324843799277
3207,42839,0.360000000000000,1551,1.000000000000000,ST. JOHN'S,348800,8706,1994,100,1551.000000000000000,0.000000000000000,276.000000000000000,528.000000000000000,30,287774.000000000000000,0.466142262588258,-82.413587000000007,29.677686000000001,06221-010-025,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.335658890259269,227671.456908977648709,236377.456908977648709,-112422.543091022351291,-60102.543091022351291,112422.543091022351291,60102.543091022351291,0.677687663156473
3208,42840,0.320000000000000,1928,1.000000000000000,ST. JOHN'S,382600,2920,2000,100,1928.000000000000000,0.000000000000000,56.000000000000000,520.000000000000000,24,322290.000000000000000,0.414348677856229,-82.413585999999995,29.677389000000002,06221-010-026,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.541488935269681,279704.490921525808517,282624.490921525808517,-99975.509078474191483,-42585.509078474191483,99975.509078474191483,42585.509078474191483,0.738694435236607
3209,42846,0.320000000000000,2642,1.000000000000000,ST. JOHN'S,392000,4965,2009,100,1692.000000000000000,840.000000000000000,126.000000000000000,0.000000000000000,15,328235.000000000000000,0.414348677856229,-82.413591999999994,29.675708000000000,06221-010-032,HighSprings_A,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.736550256379354,339948.786185110337101,344913.786185110337101,-47086.213814889662899,11713.786185110337101,47086.213814889662899,11713.786185110337101,0.879882107615077
3210,42849,0.350000000000000,1724,1.000000000000000,ST. JOHN'S,317500,6260,2007,100,1724.000000000000000,0.000000000000000,166.000000000000000,440.000000000000000,17,263615.000000000000000,0.453193866405251,-82.413596999999996,29.674852000000001,06221-010-035,HighSprings_A,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.588526342256023,293175.399576324329246,299435.399576324329246,-18064.600423675670754,29560.399576324329246,18064.600423675670754,29560.399576324329246,0.943103620712832
3211,42851,0.420000000000000,1878,1.000000000000000,ST. JOHN'S,350600,2842,1994,100,1878.000000000000000,0.000000000000000,12.000000000000000,529.000000000000000,30,295168.000000000000000,0.543832639686301,-82.406017000000006,29.674403000000002,06221-020-001,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.442281065870013,253287.646829901641468,256129.646829901641468,-94470.353170098358532,-41880.353170098358532,94470.353170098358532,41880.353170098358532,0.730546625299206
3212,42852,0.540000000000000,2169,1.000000000000000,ST. JOHN'S,422300,5190,2000,100,2169.000000000000000,0.000000000000000,30.000000000000000,528.000000000000000,24,353764.999999999941792,0.699213393882387,-82.406003999999996,29.674710000000001,06221-020-002,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.650821830405210,312019.770073785330169,317209.770073785330169,-105090.229926214669831,-41745.229926214611623,105090.229926214669831,41745.229926214611623,0.751147928187983
3213,42855,0.500000000000000,2160,1.000000000000000,ST. JOHN'S,419500,9290,2010,100,2160.000000000000000,0.000000000000000,32.000000000000000,528.000000000000000,14,347285.000000000000000,0.647419809150358,-82.406615000000002,29.675471999999999,06221-020-005,HighSprings_A,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.786911576566116,357507.484501690487377,366797.484501690487377,-52702.515498309512623,10222.484501690487377,52702.515498309512623,10222.484501690487377,0.874368258645269
3214,42866,0.310000000000000,2129,1.000000000000000,ST. JOHN'S,402900,18772,2000,100,2129.000000000000000,0.000000000000000,301.000000000000000,506.000000000000000,24,323693.000000000000000,0.401400281673222,-82.408895999999999,29.675277000000001,06221-020-016,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.608851547000624,299195.219396107422654,317967.219396107422654,-84932.780603892577346,-24497.780603892577346,84932.780603892577346,24497.780603892577346,0.789196374773163
3215,42871,0.300000000000000,2270,1.000000000000000,ST. JOHN'S,421300,24544,1999,100,2270.000000000000000,0.000000000000000,334.000000000000000,576.000000000000000,25,333561.000000000000000,0.388451885490215,-82.408946999999998,29.674952000000001,06221-020-021,HighSprings_A,True,False,False,0.750000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.632462673757434,306343.614385725522880,330887.614385725522880,-90412.385614274477120,-27217.385614274477120,90412.385614274477120,27217.385614274477120,0.785396663626218
3216,42872,0.390000000000000,2225,1.000000000000000,ST. JOHN'S,362400,3040,1994,100,2225.000000000000000,0.000000000000000,429.000000000000000,586.000000000000000,30,305000.000000000000000,0.504987451137279,-82.409374000000000,29.675000000000001,06221-020-022,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.563255030268811,285859.305591362295672,288899.305591362295672,-73500.694408637704328,-19140.694408637704328,73500.694408637704328,19140.694408637704328,0.797183514324951
3217,42876,0.330000000000000,2141,1.000000000000000,ST. JOHN'S,136200,0,1994,100,1791.000000000000000,0.000000000000000,378.000000000000000,528.000000000000000,30,115770.000000000000000,0.427297074039236,-82.408609999999996,29.674464000000000,06221-020-026,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.523621519939690,274751.276951350038871,274751.276951350038871,138551.276951350038871,158981.276951350038871,138551.276951350038871,158981.276951350038871,2.017263413739721
3218,42881,0.370000000000000,2153,1.000000000000000,ST. JOHN'S,425000,21514,2005,100,2153.000000000000000,0.000000000000000,500.000000000000000,429.000000000000000,19,339736.000000000000000,0.479090658771265,-82.407573999999997,29.674441999999999,06221-020-031,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.704380795460297,329186.847957419871818,350700.847957419871818,-74299.152042580128182,-10549.152042580128182,74299.152042580128182,10549.152042580128182,0.825178465782164
3219,42889,0.310000000000000,1581,1.000000000000000,ST. JOHN'S,254800,5760,1994,100,1581.000000000000000,0.000000000000000,30.000000000000000,483.000000000000000,30,210820.000000000000000,0.401400281673222,-82.415164000000004,29.675160999999999,06224-003-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.318456540560108,223788.466920869832393,229548.466920869832393,-25251.533079130167607,12968.466920869832393,25251.533079130167607,12968.466920869832393,0.900896651965737
3220,42893,0.300000000000000,1912,1.000000000000000,ST. JOHN'S,349500,37702,2000,100,1912.000000000000000,0.000000000000000,75.000000000000000,504.000000000000000,24,259373.000000000000000,0.388451885490215,-82.414271999999997,29.675850000000001,06224-007-000,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.532525835510484,277208.673505425162148,314910.673505425162148,-34589.326494574837852,17835.673505425162148,34589.326494574837852,17835.673505425162148,0.901031969972604
3221,42894,0.300000000000000,1581,1.000000000000000,ST. JOHN'S,187800,3180,1994,100,1581.000000000000000,0.000000000000000,30.000000000000000,520.000000000000000,30,156450.000000000000000,0.388451885490215,-82.414272999999994,29.676124000000002,06224-008-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.317313626918802,223532.842135611863341,226712.842135611863341,38912.842135611863341,67082.842135611863341,38912.842135611863341,67082.842135611863341,1.207203632245005
3222,42908,0.310000000000000,1738,1.000000000000000,ST. JOHN'S,318900,8754,1995,100,1738.000000000000000,0.000000000000000,54.000000000000000,616.000000000000000,29,262311.000000000000000,0.401400281673222,-82.415839000000005,29.676005000000000,06224-022-000,HighSprings_A,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.400563084401762,242938.373800916480832,251692.373800916480832,-67207.626199083519168,-19372.626199083519168,67207.626199083519168,19372.626199083519168,0.789251720918521
3223,42923,0.300000000000000,1568,1.000000000000000,ST. JOHN'S,351100,4733,2015,100,3136.000000000000000,0.000000000000000,40.000000000000000,1120.000000000000000,9,293702.000000000000000,0.388451885490215,-82.415261000000001,29.676409000000000,06224-037-000,HighSprings_A,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.636654883118696,307630.566655585425906,312363.566655585425906,-38736.433344414574094,13928.566655585425906,38736.433344414574094,13928.566655585425906,0.889671223741343
3224,42925,0.300000000000000,1643,1.000000000000000,ST. JOHN'S,299000,2000,2000,100,1643.000000000000000,0.000000000000000,32.000000000000000,546.000000000000000,24,252149.999999999970896,0.388451885490215,-82.415253000000007,29.675861999999999,06224-039-000,HighSprings_A,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.437847566024974,252167.181713205500273,254167.181713205500273,-44832.818286794499727,17.181713205529377,44832.818286794499727,17.181713205529377,0.850057463923764
3226,42950,0.140000000000000,1634,1.000000000000000,ST. JOHN'S,311600,4938,2005,100,1186.000000000000000,448.000000000000000,56.000000000000000,462.000000000000000,19,259921.999999999970896,0.181277546562100,-82.416661000000005,29.674827000000001,06228-020-003,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.447161141230600,254526.730586314020911,259464.730586314020911,-52135.269413685979089,-5395.269413685949985,52135.269413685979089,5395.269413685949985,0.832685271458004
3227,42951,0.140000000000000,1518,1.000000000000000,ST. JOHN'S,348800,6903,2015,100,1518.000000000000000,0.000000000000000,50.000000000000000,440.000000000000000,9,289577.000000000000000,0.181277546562100,-82.416646999999998,29.674963999999999,06228-020-004,HighSprings_A,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.537343348682572,278547.351902809750754,285450.351902809750754,-63349.648097190249246,-11029.648097190249246,63349.648097190249246,11029.648097190249246,0.818378302473652
3228,42957,0.230000000000000,1453,1.000000000000000,ST. JOHN'S,309200,2276,2009,100,1453.000000000000000,0.000000000000000,32.000000000000000,468.000000000000000,15,260543.999999999970896,0.297813112209165,-82.416216000000006,29.676617000000000,06228-020-010,HighSprings_A,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.470234849236029,260467.884690056467662,262743.884690056438558,-46456.115309943561442,-76.115309943503235,46456.115309943561442,76.115309943503235,0.849753831468488
3229,42965,0.210000000000000,1502,1.000000000000000,ST. JOHN'S,313200,456,2012,100,1502.000000000000000,0.000000000000000,159.000000000000000,400.000000000000000,12,265764.000000000000000,0.271916319843150,-82.416916000000001,29.677629000000000,06228-020-018,HighSprings_A,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.530522637874885,276653.925566479156259,277109.925566479156259,-36090.074433520843741,10889.925566479156259,36090.074433520843741,10889.925566479156259,0.884769877287609
3230,42971,0.230000000000000,1678,1.000000000000000,ST. JOHN'S,312400,3512,2003,100,1542.000000000000000,0.000000000000000,172.000000000000000,380.000000000000000,21,262028.000000000000000,0.297813112209165,-82.416797000000003,29.676573000000001,06228-020-024,HighSprings_A,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.477657644869531,262408.477970657346305,265920.477970657346305,-46479.522029342653695,380.477970657346305,46479.522029342653695,380.477970657346305,0.851217919240260
3231,42972,0.130000000000000,1502,1.000000000000000,ST. JOHN'S,308100,310,2005,100,1502.000000000000000,0.000000000000000,159.000000000000000,400.000000000000000,19,261574.999999999970896,0.168329150379093,-82.416516999999999,29.676352000000001,06228-020-025,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.394639351992051,241503.525905763672199,241813.525905763672199,-66286.474094236327801,-20071.474094236298697,66286.474094236327801,20071.474094236298697,0.784854027607153
3463,45287,2.250000000000000,2881,1.150000000000000,ST. JOHN'S,696300,5145,2007,100,5762.000000000000000,0.000000000000000,200.000000000000000,1104.000000000000000,17,586710.000000000000000,2.913389141176611,-82.421181000000004,29.668064999999999,06337-006-000,HighSprings_A,False,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.150385507655582,514209.221664068871178,519354.221664068871178,-176945.778335931128822,-72500.778335931128822,176945.778335931128822,72500.778335931128822,0.745877095596824
3464,45291,1.000000000000000,2661,1.150000000000000,ST. JOHN'S,643400,3588,2015,100,2660.500000000000000,0.000000000000000,638.500000000000000,759.000000000000000,9,543302.000000000000000,1.294839618300716,-82.418199999999999,29.668354999999998,06337-009-001,HighSprings_A,False,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.144325070639839,511102.313184275175445,514690.313184275175445,-128709.686815724824555,-32199.686815724824555,128709.686815724824555,32199.686815724824555,0.799953859471985
3465,45303,2.270000000000000,4088,1.150000000000000,ST. JOHN'S,782800,64835,2004,100,2966.000000000000000,1122.000000000000000,60.000000000000000,648.000000000000000,20,600545.000000000000000,2.939285933542625,-82.419238000000007,29.666708000000000,06337-014-001,HighSprings_A,False,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.298523148755217,596314.295655287918635,661149.295655287918635,-121650.704344712081365,-4230.704344712081365,121650.704344712081365,4230.704344712081365,0.844595421123260
3466,45310,2.250000000000000,3945,1.150000000000000,ST. JOHN'S,849700,43571,2007,100,2619.000000000000000,1126.000000000000000,595.000000000000000,582.000000000000000,17,678674.000000000000000,2.913389141176611,-82.418707999999995,29.664985999999999,06337-020-000,HighSprings_A,False,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.332532002767339,616943.053453972213902,660514.053453972213902,-189185.946546027786098,-61730.946546027786098,189185.946546027786098,61730.946546027786098,0.777349715727871
3468,45448,1.060000000000000,3160,1.150000000000000,ST. JOHN'S,458000,21614,1994,100,2830.000000000000000,0.000000000000000,442.000000000000000,598.000000000000000,30,367686.000000000000000,1.372529995398759,-82.409312000000000,29.668863000000002,06341-020-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.989405475834365,437750.974295247637201,459364.974295247637201,1364.974295247637201,70064.974295247637201,1364.974295247637201,70064.974295247637201,1.002980293221065
3469,45455,1.080000000000000,2928,1.150000000000000,ST. JOHN'S,590400,3336,2005,100,1679.000000000000000,1249.000000000000000,512.000000000000000,864.000000000000000,19,498504.000000000000000,1.398426787764773,-82.411101000000002,29.667701999999998,06341-027-000,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.124410518689738,501024.619054858863819,504360.619054858863819,-86039.380945141136181,2520.619054858863819,86039.380945141136181,2520.619054858863819,0.854269341217579
3470,45470,1.000000000000000,3021,1.150000000000000,ST. JOHN'S,477300,16752,1994,100,3021.000000000000000,0.000000000000000,416.000000000000000,460.000000000000000,30,388953.000000000000000,1.294839618300716,-82.412803999999994,29.665865000000000,06342-009-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.951907036353052,421639.952769545605406,438391.952769545605406,-38908.047230454394594,32686.952769545605406,38908.047230454394594,32686.952769545605406,0.918483035343695
3471,45481,1.000000000000000,2419,1.150000000000000,ST. JOHN'S,538500,47304,2005,100,2155.000000000000000,0.000000000000000,724.000000000000000,594.000000000000000,19,410421.000000000000000,1.294839618300716,-82.414893000000006,29.667100999999999,06342-021-000,HighSprings_A,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.998409039351449,441710.089323637832422,489014.089323637832422,-49485.910676362167578,31289.089323637832422,49485.910676362167578,31289.089323637832422,0.908104158446867
3472,45482,1.000000000000000,3539,1.150000000000000,ST. JOHN'S,580100,8235,1994,100,3539.000000000000000,0.000000000000000,742.000000000000000,514.000000000000000,30,484850.000000000058208,1.294839618300716,-82.414856999999998,29.666642000000000,06342-022-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.052787374470093,466394.617985713353846,474629.617985713353846,-105470.382014286646154,-18455.382014286704361,105470.382014286646154,18455.382014286704361,0.818185861033810
3473,45565,1.970000000000000,2704,1.150000000000000,ST. JOHN'S,686800,20874,2018,100,2704.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,6,562906.000000000000000,2.550834048052410,-82.410816999999994,29.672464999999999,06349-016-000,HighSprings_A,False,False,False,0.940000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.083496310985888,480939.283305393822957,501813.283305393822957,-184986.716694606177043,-81966.716694606177043,184986.716694606177043,81966.716694606177043,0.730654169052699
3474,45577,1.430000000000000,3778,1.000000000000000,ST. JOHN'S,664600,5935,1994,100,3778.000000000000000,0.000000000000000,921.000000000000000,1147.000000000000000,30,558975.000000000000000,1.851620654170024,-82.406349000000006,29.669699000000001,06350-001-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.004910411311037,444591.166240908496547,450526.166240908496547,-214073.833759091503453,-114383.833759091503453,214073.833759091503453,114383.833759091503453,0.677890710564112
3475,45604,1.680000000000000,2377,1.000000000000000,ST. JOHN'S,488800,21300,2012,100,2377.000000000000000,0.000000000000000,268.000000000000000,480.000000000000000,12,394180.000000000000000,2.175330558745203,-82.406075000000001,29.662941000000000,06350-029-000,HighSprings_A,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.981798088097664,434433.467680542788003,455733.467680542788003,-33066.532319457211997,40253.467680542788003,33066.532319457211997,40253.467680542788003,0.932351611457739
3476,45614,2.470000000000000,3590,1.150000000000000,ST. JOHN'S,841500,26344,2018,100,3590.000000000000000,0.000000000000000,565.000000000000000,729.000000000000000,6,688931.000000000000000,3.198253857202769,-82.407758999999999,29.661669000000000,06350-039-000,HighSprings_A,True,False,False,0.940000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.484801013518169,718413.806019171839580,744757.806019171839580,-96742.193980828160420,29482.806019171839580,96742.193980828160420,29482.806019171839580,0.885036014283032
3477,45618,1.320000000000000,2380,1.150000000000000,ST. JOHN'S,420700,12467,1994,100,7140.000000000000000,0.000000000000000,576.000000000000000,1320.000000000000000,30,345128.000000000000000,1.709188296156945,-82.406977999999995,29.660782000000001,06350-043-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.855754794526412,382986.413838246546220,395453.413838246546220,-25246.586161753453780,37858.413838246546220,25246.586161753453780,37858.413838246546220,0.939989098736027
3478,45629,0.230000000000000,1472,1.000000000000000,ST. JOHN'S,269700,80,2015,100,1104.000000000000000,0.000000000000000,368.000000000000000,0.000000000000000,9,229165.000000000029104,0.297813112209165,-82.402079000000001,29.664550999999999,06351-006-000,HighSprings_A,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.446408860739108,254335.327095913380617,254415.327095913380617,-15284.672904086619383,25170.327095913351513,15284.672904086619383,25170.327095913351513,0.943327130500235
3479,45634,0.230000000000000,848,1.000000000000000,ST. JOHN'S,172200,0,2005,100,848.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19,146370.000000000000000,0.297813112209165,-82.402080999999995,29.663727000000002,06351-011-000,HighSprings_A,True,False,True,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.940766449561618,153394.214113664027536,153394.214113664027536,-18805.785886335972464,7024.214113664027536,18805.785886335972464,7024.214113664027536,0.890791022727433
3480,45639,0.230000000000000,1104,1.000000000000000,ST. JOHN'S,216100,145,1994,100,1104.000000000000000,0.000000000000000,60.000000000000000,0.000000000000000,30,183540.000000000000000,0.297813112209165,-82.401768000000004,29.663176000000000,06351-016-000,HighSprings_A,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.955645489243629,155693.636892360169441,155838.636892360169441,-60261.363107639830559,-27846.363107639830559,60261.363107639830559,27846.363107639830559,0.721141309080797
