OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Duck_Pond,EastMidtownEastA,Gainesvilleish_Region,Haile,HAWTHORNE_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,SouthNewmansLake,Springtree_A,Springtree_B,Springtree_C,Thornebrooke,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,West_Outer_Gainesville,West_of_Waldo_rd,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
350,6163,4.370000000000000,2943,1.150000000000000,SUWANNEE,568300,36586,2004,100,2023.000000000000000,920.000000000000000,436.000000000000000,0.000000000000000,20,446468.999999999941792,5.658449131974129,-82.611553999999998,29.766473999999999,01662-004-000,HighSprings_B,False,False,False,0.800000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.005738157986670,444959.327451868331991,481545.327451868331991,-86754.672548131668009,-1509.672548131609801,86754.672548131668009,1509.672548131609801,0.847343528861285
351,6188,6.580000000000000,2142,1.150000000000000,SUWANNEE,596700,4592,2021,100,1488.000000000000000,654.000000000000000,314.000000000000000,0.000000000000000,3,502602.999999999941792,8.520044688418709,-82.616390999999993,29.762298000000001,01663-003-000,HighSprings_B,False,False,False,0.970000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.074102079543096,476442.383896496146917,481034.383896496146917,-115665.616103503853083,-26160.616103503794875,115665.616103503853083,26160.616103503794875,0.806157841287910
352,6229,12.369999999999999,3208,1.000000000000000,SUWANNEE,588300,36916,2007,100,1712.000000000000000,1496.000000000000000,680.000000000000000,0.000000000000000,17,463139.000000000000000,16.017166078379855,-82.613645000000005,29.746233000000000,01681-010-006,HighSprings_B,False,False,False,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.054315328841254,467107.792391174996737,504023.792391174996737,-84276.207608825003263,3968.792391174996737,84276.207608825003263,3968.792391174996737,0.856746204982449
353,6307,5.000000000000000,2512,1.150000000000000,SUWANNEE,779600,60306,2015,100,2512.000000000000000,0.000000000000000,1158.000000000000000,774.000000000000000,9,602354.000000000000000,6.474198091503579,-82.594874000000004,29.755814999999998,01721-003-000,HighSprings_B,False,False,False,0.910000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.223399980155484,553158.567636566818692,613464.567636566818692,-166135.432363433181308,-49195.432363433181308,166135.432363433181308,49195.432363433181308,0.786896572135155
354,6353,7.500000000000000,2166,1.150000000000000,SUWANNEE,577500,28740,2000,100,1518.000000000000000,648.000000000000000,232.000000000000000,0.000000000000000,24,462134.999999999941792,9.711297137255368,-82.605553000000000,29.746815999999999,01722-003-004,HighSprings_B,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.801180839674988,362645.422980959236156,391385.422980959236156,-186114.577019040763844,-99489.577019040705636,186114.577019040763844,99489.577019040705636,0.677723676157505
355,6396,5.000000000000000,1425,1.000000000000000,SUWANNEE,325700,10096,2005,100,1425.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19,266749.000000000000000,6.474198091503579,-82.582674999999995,29.750843000000000,01726-003-000,HighSprings_B,False,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.422914938675248,248429.638281063875183,258525.638281063875183,-67174.361718936124817,-18319.361718936124817,67174.361718936124817,18319.361718936124817,0.793753878664611
356,6406,5.000000000000000,1560,1.000000000000000,SUWANNEE,405900,21204,2013,100,3120.000000000000000,0.000000000000000,624.000000000000000,0.000000000000000,11,323810.999999999941792,6.474198091503579,-82.587407999999996,29.755769999999998,01726-020-000,HighSprings_B,False,False,False,0.890000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.631994538061342,306200.237567083444446,327404.237567083444446,-78495.762432916555554,-17610.762432916497346,78495.762432916555554,17610.762432916497346,0.806613051409420
358,6592,2.100000000000000,2842,1.150000000000000,SUWANNEE,486200,5217,2008,100,1577.000000000000000,1045.000000000000000,756.000000000000000,750.000000000000000,16,408052.999999999941792,2.719163198431503,-82.606088000000000,29.736001999999999,01751-015-000,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.181614540785686,530520.851048875250854,535737.851048875250854,49537.851048875250854,122467.851048875309061,49537.851048875250854,122467.851048875309061,1.101887805530389
621,11560,1.110000000000000,1566,1.000000000000000,SUWANNEE,186400,4334,1994,100,1566.000000000000000,0.000000000000000,84.000000000000000,0.000000000000000,30,154106.000000000000000,1.437271976313795,-82.552660000000003,29.878492000000001,02863-001-034,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.268235748031191,212827.178760041308124,217161.178760041308124,30761.178760041308124,58721.178760041308124,30761.178760041308124,58721.178760041308124,1.165027783047432
622,11573,5.010000000000000,2119,1.150000000000000,SUWANNEE,566100,7305,2000,100,1459.000000000000000,398.000000000000000,314.000000000000000,832.000000000000000,24,473880.000000000000000,6.487146487686585,-82.554766000000001,29.868478000000000,02864-010-006,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.954317183900413,422657.392865448375233,429962.392865448375233,-136137.607134551624767,-51222.607134551624767,136137.607134551624767,51222.607134551624767,0.759516680560764
623,11578,5.010000000000000,1847,1.150000000000000,SUWANNEE,509500,22171,2010,100,1847.000000000000000,0.000000000000000,20.000000000000000,485.000000000000000,14,410904.000000000000000,6.487146487686585,-82.550709999999995,29.869512000000000,02864-010-011,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.988179497262525,437214.629821553593501,459385.629821553593501,-50114.370178446406499,26310.629821553593501,50114.370178446406499,26310.629821553593501,0.901640097785189
624,11582,5.360000000000000,1200,1.000000000000000,SUWANNEE,315900,15504,2008,100,1200.000000000000000,0.000000000000000,50.000000000000000,0.000000000000000,16,253011.000000000000000,6.940340354091837,-82.552115999999998,29.866119000000001,02865-000-000,HighSprings_B,False,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.395429633001186,241694.456990594131639,257198.456990594131639,-58701.543009405868361,-11316.543009405868361,58701.543009405868361,11316.543009405868361,0.814176818583710
625,11587,3.030000000000000,1508,1.000000000000000,SUWANNEE,244700,58981,1994,100,1508.000000000000000,0.000000000000000,552.000000000000000,0.000000000000000,30,149013.999999999970896,3.923364043451169,-82.556967999999998,29.858629000000001,02866-002-001,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.286923905113024,216841.923756364034489,275822.923756364034489,31122.923756364034489,67827.923756364063593,31122.923756364034489,67827.923756364063593,1.127188082371737
626,11603,2.840000000000000,1696,1.150000000000000,SUWANNEE,354100,4716,2016,100,860.000000000000000,836.000000000000000,152.500000000000000,0.000000000000000,8,296269.000000000000000,3.677344515974033,-82.556473999999994,29.865727000000000,02866-011-000,HighSprings_B,False,False,False,0.920000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.799347917814828,361981.331057915638667,366697.331057915638667,12597.331057915638667,65712.331057915638667,12597.331057915638667,65712.331057915638667,1.035575631341191
627,11608,5.690000000000000,1832,1.000000000000000,SUWANNEE,292800,1371,2008,100,1832.000000000000000,0.000000000000000,442.000000000000000,0.000000000000000,16,247508.999999999970896,7.367637428131074,-82.541735000000003,29.861170000000001,02867-010-005,HighSprings_B,False,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.667909722944106,317397.345236132619902,318768.345236132619902,25968.345236132619902,69888.345236132649006,25968.345236132619902,69888.345236132649006,1.088689703675316
628,11617,6.740000000000000,2655,1.150000000000000,SUWANNEE,697500,67873,2016,100,2654.500000000000000,0.000000000000000,629.500000000000000,690.000000000000000,8,525002.000000000000000,8.727219027346825,-82.545741000000007,29.859064000000000,02867-010-020,HighSprings_B,False,False,False,0.920000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.286902100030686,589424.608402782003395,657297.608402782003395,-40202.391597217996605,64422.608402782003395,40202.391597217996605,64422.608402782003395,0.942362162584634
629,11633,5.140000000000000,1200,1.000000000000000,SUWANNEE,421300,40107,2019,100,2400.000000000000000,0.000000000000000,1696.000000000000000,0.000000000000000,5,317998.000000000000000,6.655475638065679,-82.541869000000005,29.862002000000000,02867-011-004,HighSprings_B,False,False,False,0.950000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.561173224782356,285264.821135832287837,325371.821135832287837,-95928.178864167712163,-32733.178864167712163,95928.178864167712163,32733.178864167712163,0.772304346394095
630,11634,6.280000000000000,2582,1.150000000000000,SUWANNEE,580700,2382,2014,100,2582.000000000000000,0.000000000000000,309.000000000000000,536.000000000000000,10,491212.999999999941792,8.131592802928495,-82.541588000000004,29.860340999999998,02867-011-006,HighSprings_B,False,False,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.228343230232738,555899.738333027227782,558281.738333027227782,-22418.261666972772218,64686.738333027285989,22418.261666972772218,64686.738333027285989,0.961394417656324
634,11847,5.000000000000000,6483,1.150000000000000,SUWANNEE,1106700,24316,2008,100,6482.500000000000000,0.000000000000000,740.500000000000000,1388.000000000000000,16,916379.000000000000000,6.474198091503579,-82.525433000000007,29.848088000000001,02920-003-000,HighSprings_B,False,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.705257495433548,895607.461925617419183,919923.461925617419183,-186776.538074382580817,-20771.538074382580817,186776.538074382580817,20771.538074382580817,0.831231103212811
635,11958,5.010000000000000,2505,1.000000000000000,SUWANNEE,494600,18680,1994,100,1791.000000000000000,714.000000000000000,0.000000000000000,0.000000000000000,30,401730.000000000000000,6.487146487686585,-82.495355000000004,29.836205000000000,02963-000-000,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.588028636905065,293029.520916492270771,311709.520916492270771,-182890.479083507729229,-108700.479083507729229,182890.479083507729229,108700.479083507729229,0.630225476984416
636,11975,1.090000000000000,2208,1.000000000000000,SUWANNEE,255000,19724,2000,100,4416.000000000000000,0.000000000000000,1040.000000000000000,0.000000000000000,24,197026.000000000000000,1.411375183947780,-82.500680000000003,29.836981000000002,02966-000-000,HighSprings_B,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.533840297700866,277573.293412635568529,297297.293412635568529,42297.293412635568529,80547.293412635568529,42297.293412635568529,80547.293412635568529,1.165871738873081
637,12001,5.200000000000000,2072,1.000000000000000,SUWANNEE,318700,3223,1999,100,2072.000000000000000,0.000000000000000,268.000000000000000,0.000000000000000,25,267672.000000000000000,6.733166015163722,-82.466672000000003,29.841412999999999,02974-010-004,HighSprings_B,True,False,False,0.750000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.649524894469383,311615.362723187019583,314838.362723187019583,-3861.637276812980417,43943.362723187019583,3861.637276812980417,43943.362723187019583,0.987883158842758
638,12007,5.630000000000000,1467,1.000000000000000,SUWANNEE,377400,1,2009,100,1467.000000000000000,0.000000000000000,492.000000000000000,0.000000000000000,15,320789.000000000000000,7.289947051033030,-82.463644000000002,29.838259999999998,02975-001-001,HighSprings_B,False,False,False,0.850000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.548904304945246,281786.312319717544597,281787.312319717544597,-95612.687680282455403,-39002.687680282455403,95612.687680282455403,39002.687680282455403,0.746654245680227
639,12021,2.710000000000000,1597,1.000000000000000,SUWANNEE,335000,1402,1999,100,3194.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,25,283348.000000000000000,3.509015365594940,-82.460958000000005,29.840876999999999,02975-006-007,HighSprings_B,False,False,False,0.750000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.374095963626806,236592.838959922199138,237994.838959922199138,-97005.161040077800862,-46755.161040077800862,97005.161040077800862,46755.161040077800862,0.710432355104245
640,12115,2.980000000000000,2502,1.000000000000000,SUWANNEE,638400,34093,2004,100,2110.000000000000000,392.000000000000000,648.000000000000000,697.000000000000000,20,508546.999999999941792,3.858622062536133,-82.494195000000005,29.825071000000001,03012-002-005,HighSprings_B,False,False,False,0.800000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.887553713977560,395360.669248231977690,429453.669248231977690,-208946.330751768022310,-113186.330751767964102,208946.330751768022310,113186.330751767964102,0.672703115990338
674,12465,0.280000000000000,1935,1.000000000000000,SUWANNEE,208300,1605,1994,100,1935.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,175450.000000000000000,0.362555093124200,-82.534625000000005,29.806353999999999,03042-009-000,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.253447170998367,209702.926196938380599,211307.926196938380599,3007.926196938380599,34252.926196938380599,3007.926196938380599,34252.926196938380599,1.014440356202297
675,12494,0.400000000000000,1877,1.000000000000000,SUWANNEE,311200,1792,2006,100,2954.000000000000000,0.000000000000000,1228.000000000000000,0.000000000000000,18,262728.000000000000000,0.517935847320286,-82.527946000000000,29.810727000000000,03043-004-000,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.499194217271370,268121.152060350577813,269913.152060350577813,-41286.847939649422187,5393.152060350577813,41286.847939649422187,5393.152060350577813,0.867330180142515
676,12500,0.230000000000000,1477,1.000000000000000,SUWANNEE,217600,408,2006,100,1477.000000000000000,0.000000000000000,214.000000000000000,400.000000000000000,18,184552.000000000000000,0.297813112209165,-82.528408999999996,29.810358000000001,03043-010-000,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.427995447737477,249694.998926044354448,250102.998926044354448,32502.998926044354448,65142.998926044354448,32502.998926044354448,65142.998926044354448,1.149370399476307
677,12506,0.230000000000000,1432,1.000000000000000,SUWANNEE,210000,260,1995,100,1368.000000000000000,0.000000000000000,124.000000000000000,0.000000000000000,29,178240.000000000000000,0.297813112209165,-82.527150000000006,29.810075000000001,03043-016-000,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.107138939196332,181160.551003721076995,181420.551003721076995,-28579.448996278923005,2920.551003721076995,28579.448996278923005,2920.551003721076995,0.863907385732005
678,12509,0.230000000000000,1620,1.000000000000000,SUWANNEE,247000,420,2004,100,1620.000000000000000,0.000000000000000,144.000000000000000,0.000000000000000,20,209530.000000000000000,0.297813112209165,-82.528411000000006,29.810082999999999,03043-019-000,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.322829500391631,224769.227748419012642,225189.227748419012642,-21810.772251580987358,15239.227748419012642,21810.772251580987358,15239.227748419012642,0.911697278333680
679,12544,0.230000000000000,2268,1.000000000000000,SUWANNEE,285700,7252,1994,100,1740.000000000000000,0.000000000000000,804.000000000000000,0.000000000000000,30,235593.000000000000000,0.297813112209165,-82.527163000000002,29.808458000000002,03043-055-000,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.377984050850927,237514.523187627521111,244766.523187627521111,-40933.476812372478889,1921.523187627521111,40933.476812372478889,1921.523187627521111,0.856725667440068
680,12558,0.230000000000000,1476,1.000000000000000,SUWANNEE,262200,7648,2010,100,1476.000000000000000,0.000000000000000,156.000000000000000,0.000000000000000,14,215222.000000000000000,0.297813112209165,-82.527641000000003,29.807911000000001,03043-068-000,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.353106314151127,231678.592773382901214,239326.592773382901214,-22873.407226617098786,16456.592773382901214,22873.407226617098786,16456.592773382901214,0.912763511721521
681,12559,0.230000000000000,2108,1.000000000000000,SUWANNEE,295600,5840,2000,100,1520.000000000000000,0.000000000000000,696.000000000000000,0.000000000000000,24,245420.000000000000000,0.297813112209165,-82.527168000000003,29.807908000000001,03043-069-000,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.430369987205744,250288.614058381703217,256128.614058381703217,-39471.385941618296783,4868.614058381703217,39471.385941618296783,4868.614058381703217,0.866470277599397
682,12562,0.230000000000000,1844,1.000000000000000,SUWANNEE,208100,340,1994,100,1844.000000000000000,0.000000000000000,102.000000000000000,0.000000000000000,30,176545.000000000000000,0.297813112209165,-82.527169999999998,29.807632999999999,03043-072-000,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.240267293158510,206957.201153683563462,207297.201153683563462,-802.798846316436538,30412.201153683563462,802.798846316436538,30412.201153683563462,0.996142244851915
683,12580,0.600000000000000,1508,1.000000000000000,SUWANNEE,255400,4939,2004,100,1508.000000000000000,0.000000000000000,36.000000000000000,0.000000000000000,20,212151.000000000000000,0.776903770980430,-82.527029999999996,29.805612000000000,03044-001-001,HighSprings_B,False,False,False,0.800000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.295584099193469,218727.971884666418191,223666.971884666418191,-31733.028115333581809,6576.971884666418191,31733.028115333581809,6576.971884666418191,0.875751651858522
826,15155,5.000000000000000,1881,1.150000000000000,SUWANNEE,405600,6818,1998,100,1881.000000000000000,0.000000000000000,1140.000000000000000,625.000000000000000,26,337942.000000000000000,6.474198091503579,-82.539849000000004,29.795629000000002,03877-012-000,HighSprings_B,False,False,False,0.740000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.801563846340429,362784.345197521790396,369602.345197521790396,-35997.654802478209604,24842.345197521790396,35997.654802478209604,24842.345197521790396,0.911248385595468
827,15241,6.850000000000000,1455,1.000000000000000,SUWANNEE,371800,5861,2014,100,1455.000000000000000,0.000000000000000,48.000000000000000,357.000000000000000,10,310169.000000000000000,8.869651385359903,-82.555301000000000,29.779872000000001,03885-003-006,HighSprings_B,False,False,False,0.900000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.737777497491706,340366.241418328252621,346227.241418328252621,-25572.758581671747379,30197.241418328252621,25572.758581671747379,30197.241418328252621,0.931219046310727
906,16179,1.170000000000000,1184,1.000000000000000,SUWANNEE,274800,4627,2008,100,1184.000000000000000,0.000000000000000,108.000000000000000,0.000000000000000,16,228953.000000000000000,1.514962353411837,-82.510751999999997,29.757242999999999,03981-003-002,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.322266106903793,224642.629894791083643,229269.629894791083643,-45530.370105208916357,-4310.370105208916357,45530.370105208916357,4310.370105208916357,0.834314519267799
908,16340,5.960000000000000,2239,1.150000000000000,SUWANNEE,578200,25938,2002,100,2238.500000000000000,0.000000000000000,1175.500000000000000,0.000000000000000,22,465531.999999999941792,7.717244125072266,-82.540699000000004,29.744928000000002,03992-010-006,HighSprings_B,False,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.844133506419979,378561.380477515805978,404499.380477515805978,-173700.619522484194022,-86970.619522484135814,173700.619522484194022,86970.619522484135814,0.699583847245790
909,16372,7.000000000000000,1539,1.150000000000000,SUWANNEE,450000,22063,1999,100,1539.000000000000000,0.000000000000000,30.000000000000000,0.000000000000000,25,360437.000000000000000,9.063877328105011,-82.534458000000001,29.747803999999999,04000-001-000,HighSprings_B,False,False,False,0.750000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.561931069029528,285481.089377921365667,307544.089377921365667,-142455.910622078634333,-74955.910622078634333,142455.910622078634333,74955.910622078634333,0.683431309728714
910,16376,8.000000000000000,2438,1.150000000000000,SUWANNEE,352800,36999,1994,100,2438.000000000000000,0.000000000000000,90.000000000000000,0.000000000000000,30,262881.000000000000000,10.358716946405726,-82.535027999999997,29.745804000000000,04000-007-000,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.773622821605228,352788.082084736088291,389787.082084736088291,36987.082084736088291,89907.082084736088291,36987.082084736088291,89907.082084736088291,1.104838668040635
911,16425,2.500000000000000,1920,1.000000000000000,SUWANNEE,488000,24828,2009,100,1920.000000000000000,0.000000000000000,204.000000000000000,570.000000000000000,15,389972.000000000000000,3.237099045751790,-82.524289999999993,29.747513999999999,04007-010-001,HighSprings_B,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.827006119614069,372132.822631991410162,396960.822631991410162,-91039.177368008589838,-17839.177368008589838,91039.177368008589838,17839.177368008589838,0.813444308672114
917,16626,5.000000000000000,1144,1.000000000000000,SUWANNEE,322900,1382,2012,100,1144.000000000000000,0.000000000000000,264.000000000000000,0.000000000000000,12,273082.999999999941792,6.474198091503579,-82.478519000000006,29.733622000000000,04045-000-000,HighSprings_B,False,False,False,0.880000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.427374105625418,249539.901097437250428,250921.901097437250428,-71978.098902562749572,-23543.098902562691364,71978.098902562749572,23543.098902562691364,0.777088575712101
