#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,A4601155,SLD,1825 SE 47TH TER,GAINESVILLE,32641,MCNEIL GARDENS,"1,183",16190-011-000,"$225,000",3,2,0,1971,,Single Family Residence,Fee Simple,"$2,148.63",7,7,7,Conventional,04/04/2024,$185.88,$190.19,1.02,FLATFEE.COM,Cliff Glansen,278017259,261021636.0,Sarasota - Manatee,Sarasota - Manatee,True
1,GC519368,SLD,715 NW 24TH AVE,GAINESVILLE,32609,OAK PARK,"1,089",08696-001-000,"$225,000",3,1,0,1980,,Single Family Residence,Fee Simple,"$3,732.00",5,5,37,FHA,03/22/2024,$206.61,$206.61,1.0,PEPINE REALTY,Betsy Pepine,259503892,25950341.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518479,SLD,701 NE 20TH ST,GAINESVILLE,32641,DAVIS REP,"1,219",10934-000-000,"$225,000",3,2,0,2007,,Single Family Residence,Fee Simple,"$3,308.00",89,89,90,Conventional,05/10/2024,$192.78,$184.58,0.96,WATSON REALTY CORP,Jesse Whitfield,259504186,259504874.0,Gainesville-Alachua,Gainesville-Alachua,True
1,J969872,SLD,514 NW 32ND AVE,GAINESVILLE,32609,,"1,120",08257-001-000,"$225,000",3,1,0,1954,,Single Family Residence,Fee Simple,"$4,636.00",106,106,106,Conventional,03/29/2024,$204.58,$200.89,0.98,STELLAR NON-MEMBER OFFICE,Stellar Non-Member Agent,123456789,259500037.0,For Future Use,Other,True
1,GC515395,SLD,4002 NW 6TH ST,GAINESVILLE,32609,OAK HILL,"1,583",08047-002-000,"$225,000",3,1,1,1950,,Single Family Residence,Fee Simple,$649.26,115,115,154,Conventional,03/11/2024,$157.86,$142.14,0.9,MILLER REAL ESTATE,Phimetto Lewis,259506240,259506015.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC525856,SLD,2630 NW 47TH AVE,GAINESVILLE,32605,SPRINGTREE IV,972,06076-200-062,"$226,000",2,1,0,1981,,Single Family Residence,Fee Simple,"$2,303.95",9,9,10,Conventional,12/04/2024,$239.71,$232.51,0.97,PEPINE REALTY,Sarah Connol Pegg,259505981,259504874.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518445,SLD,2745 NW 42 PL,GAINESVILLE,32605,SPRINGTREE,897,06076-060-003,"$226,000",2,1,0,1979,,Single Family Residence,Fee Simple,"$2,304.78",64,38,54,Conventional,03/22/2024,$249.61,$251.95,1.01,"CAMPUS TO COAST REALTY, INC",Jennifer Lee,259503897,259500046.0,Gainesville-Alachua,Gainesville-Alachua,True
1,T3430553,SLD,13844 SW 167TH TER,ARCHER,32618,WHISPERING OAKS,"1,277",04962-007-000,"$226,000",4,2,0,1967,,Single Family Residence,Fee Simple,"$1,237.00",265,265,293,USDA,01/25/2024,$179.72,$176.98,0.98,JPT REALTY LLC,Yaimin Gonzalez,261561464,657007716.0,Tampa,Tampa,True
1,GC522838,SLD,2571 SE 27TH ST,GAINESVILLE,32641,LAKEVIEW ESTATES,"1,548",16206-012-000,"$228,000",3,2,0,1975,,Single Family Residence,Fee Simple,"$2,697.00",71,71,73,Conventional,10/08/2024,$142.76,$147.29,1.03,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Mary Beth Warren,259507364,55055.0,Gainesville-Alachua,Gainesville-Alachua,True
1,O6160431,SLD,12008 SW 8TH AVE,GAINESVILLE,32607,,"2,483",04329-001-000,"$229,000",3,3,0,1979,,Single Family Residence,Fee Simple,"$2,987.00",64,64,71,Cash,03/09/2024,$94.60,$92.23,0.97,BEYCOME OF FLORIDA LLC,Steven Koleno,364512302,55055.0,Orlando Regional,Orlando Regional,True
1,GC519731,SLD,8593 NW 41ST TER,GAINESVILLE,32653,TURKEY CREEK FOREST UNIT 1 REP,"1,152",05977-337-000,"$229,500",2,2,0,1983,Community,Single Family Residence,Fee Simple,"$3,200.78",9,9,9,Cash,04/15/2024,$199.22,$199.22,1.0,BOSSHARDT REALTY SERVICES LLC,Ciara Hudleston,259505711,259500004.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518180,SLD,15332 NW 134TH TER,ALACHUA,32615,WELLS ADD TO ALACHUA,"1,243",03268-000-000,"$229,900",3,2,0,2023,,Single Family Residence,Fee Simple,$377.93,242,242,244,FHA,10/18/2024,$184.96,$184.96,1.0,ROYAL REALTY SERVICES OF FLORIDA CORP,Niya Dix,259505003,259500060.0,Gainesville-Alachua,Gainesville-Alachua,True
1,J984375,SLD,512 SE 13TH ST,GAINESVILLE,32641,C F GOODMAN ADDN-RE-S/D ROBERTSON ADD,"1,265",11864-001-001,"$230,000",3,2,0,2024,,Single Family Residence,Fee Simple,$36.23,0,0,-76,Conventional,12/31/2024,$181.82,$181.82,1.0,STELLAR NON-MEMBER OFFICE,Non-Member Agent,123456789,259504926.0,For Future Use,Other,True
1,GC523502,SLD,15626 NW 140TH ST,ALACHUA,32615,,"1,285",03522-000-000,"$230,000",3,2,0,2006,,Single Family Residence,Fee Simple,"$1,642.00",20,20,20,Conventional,09/13/2024,$186.77,$178.99,0.96,FLORIDA HOMES REALTY & MORTGAGE LLC,Dawne Nuri,259504003,264000921.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC521777,SLD,2120 NW 10TH ST,GAINESVILLE,32609,OAK PARK,936,08741-001-000,"$230,000",2,1,0,1938,,Single Family Residence,Fee Simple,"$2,791.66",15,15,16,Cash,07/08/2024,$224.36,$245.73,1.1,CMP REAL ESTATE,Chris Martin,259500583,259506860.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC521472,SLD,6406 NW 27TH ST,GAINESVILLE,32653,NORTHWOOD PINES,"1,052",06014-026-030,"$230,000",3,2,0,1983,,Single Family Residence,Fee Simple,"$2,838.62",7,7,7,Conventional,06/11/2024,$218.54,$218.63,1.0,BHHS FLORIDA REALTY,Jeff Tice,259500527,259504926.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC520814,SLD,3435 NW 17TH TER,GAINESVILLE,32605,MEADOW WOOD,"1,712",08986-014-000,"$230,000",4,2,0,1958,,Single Family Residence,Fee Simple,"$3,945.38",45,45,59,Conventional,07/16/2024,$153.04,$134.35,0.88,SUSKIN REALTY INC,Marc Suskin,259500193,259500054.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC520278,SLD,2837 NE 15TH ST,GAINESVILLE,32609,CAROL ESTATES NORTH,"1,161",08197-003-023,"$230,000",3,2,0,1964,,Single Family Residence,Fee Simple,$871.22,30,30,40,FHA,05/23/2024,$198.11,$198.11,1.0,PAIS REALTY,Jonathan Varol,259505302,261560737.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC519871,SLD,24339 NW 187TH RD,HIGH SPRINGS,32643,G M WHETSTONE ESTATE ADD TO H S,"1,371",00838-000-000,"$230,000",3,2,0,1942,,Single Family Residence,Fee Simple,"$1,227.28",69,69,82,Cash,06/14/2024,$171.41,$167.76,0.98,"SPLASH REALTY, LLC",Richard Bertocci,279557659,259508075.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC519525,SLD,431 SE 6TH TER,GAINESVILLE,32601,EASTVIEW-REPLAT,765,12025-000-000,"$230,000",2,1,0,1955,,Single Family Residence,Fee Simple,"$2,531.82",4,4,4,Cash,03/01/2024,$294.12,$300.65,1.02,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,259504926.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518862,SLD,3301 NW 6TH ST,GAINESVILLE,32609,PINE HAVEN,"1,183",08349-000-000,"$230,000",3,1,0,1948,,Single Family Residence,Fee Simple,"$2,633.50",4,4,4,Cash,02/29/2024,$194.42,$194.42,1.0,FLORIDA HOMES REALTY & MORTGAGE LLC,Dawne Nuri,259504003,25950341.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518610,SLD,7054 NW 52ND TER Unit#A,GAINESVILLE,32653,BLUES CREEK UNIT 1-A REP,"1,400",06007-110-005,"$230,000",2,2,1,1996,Community,Single Family Residence,Fee Simple,"$1,614.00",67,67,68,Conventional,04/25/2024,$167.14,$164.29,0.98,BHHS FLORIDA REALTY,Sarah Garrigues-Jones,259507879,259504921.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518487,SLD,4620 NW 30TH ST,GAINESVILLE,32605,NORTHWOOD,"1,789",06083-010-043,"$230,000",4,2,0,1971,,Single Family Residence,Fee Simple,"$3,226.32",19,19,25,Cash,04/10/2024,$134.15,$128.56,0.96,EXP REALTY LLC,Marina Underhill,259506755,261021636.0,Gainesville-Alachua,Sarasota - Manatee,True
1,GC517766,SLD,3301 NW 5TH ST,GAINESVILLE,32609,PINE HAVEN,"1,664",08347-000-000,"$230,000",3,1,1,1940,,Single Family Residence,Fee Simple,"$1,422.90",78,78,139,Cash,06/15/2024,$156.25,$138.22,0.88,FIRST CHOICE REALTY OF NORTH FLORIDA LLC,Dawn Johnson,259503557,259506015.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC517392,SLD,6613 NW 26TH TER,GAINESVILLE,32653,NORTHWOOD PINES,"1,055",06014-015-002,"$230,000",3,2,0,1985,,Single Family Residence,Fee Simple,"$2,294.00",22,22,26,Conventional,01/08/2024,$227.39,$218.01,0.96,WATSON REALTY CORP,"Azar Rosemaryam, PLLC",259506789,271500120.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC515321,SLD,2267 NW 42ND AVE,GAINESVILLE,32605,HANCOCK VILLAGE,"1,659",07915-010-016,"$230,000",4,2,0,1989,,Single Family Residence,Fee Simple,"$1,499.77",292,292,301,Conventional,07/17/2024,$156.12,$138.64,0.89,BOSSHARDT REALTY SERVICES LLC,Amy Yang,259506118,259500004.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC519460,SLD,3135 NW 68TH AVE,GAINESVILLE,32653,NORTHWOOD OAKS,"1,749",06014-003-044,"$230,500",3,2,0,1981,,Single Family Residence,Fee Simple,"$1,782.79",0,0,6,Cash,03/29/2024,$131.45,$131.79,1.0,"CAMPUS TO COAST REALTY, INC",Jennifer Lee,259503897,259506544.0,Gainesville-Alachua,Gainesville-Alachua,True
1,O6155155,SLD,1121 NW 22ND AVE,GAINESVILLE,32609,OAK PARK,806,08738-000-000,"$230,500",2,1,0,1958,,Single Family Residence,Fee Simple,"$1,042.76",33,33,34,Cash,01/08/2024,$297.75,$285.98,0.96,ROBERT SLACK LLC,Marlon Vega,261233250,260031891.0,Orlando Regional,Ocala - Marion,True
1,OM669927,SLD,1309 SE 19TH TER,GAINESVILLE,32641,LINCOLN ESTATES 4TH ADD,"1,092",16107-600-032,"$231,000",3,2,0,1999,,Single Family Residence,Fee Simple,"$3,400.97",51,51,52,VA,03/25/2024,$210.62,$211.54,1.0,RABELL REALTY GROUP LLC,Jacquelyn Mercier,279527078,259500046.0,Ocala - Marion,Gainesville-Alachua,True
1,GC517305,SLD,23108 NW 184TH RD,HIGH SPRINGS,32643,,"1,140",01418-001-000,"$231,850",3,2,0,2023,,Single Family Residence,Fee Simple,$231.46,67,67,81,USDA,02/27/2024,$203.38,$203.38,1.0,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC522118,SLD,2041 NE 16TH TER,GAINESVILLE,32609,CAROL ESTATES EAST,"1,118",10625-024-000,"$232,000",3,2,0,1960,,Single Family Residence,Fee Simple,$849.95,7,7,7,Conventional,07/10/2024,$212.88,$207.51,0.97,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Zoma De Las Estrellas,259506610,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,OM670487,SLD,4526 NW 35TH TER,GAINESVILLE,32605,CAPRI CLUSTER,"1,950",06067-010-057,"$232,000",4,2,0,1996,,Single Family Residence,Fee Simple,"$2,479.70",2,2,2,Cash,01/23/2024,$115.38,$118.97,1.03,RE/MAX FOXFIRE  - HWY200/103 S,Mary Mannis,308003828,271500596.0,Ocala - Marion,Ocala - Marion,True
1,V4936958,SLD,2736 NW 54TH AVE,GAINESVILLE,32653,NORTHWOOD OAKS,"1,324",06014-010-005,"$233,000",3,2,0,1975,,Single Family Residence,Fee Simple,"$1,485.31",8,8,11,Conventional,09/25/2024,$177.49,$175.98,0.99,"KARIZA CAPITAL REALTY, LLC",Melchire St. Ville,278043780,259500037.0,West Volusia,West Volusia,True
1,GC520878,SLD,1110 NE 21 CT,GAINESVILLE,32641,CEDAR GROVE,"1,397",10848-020-114,"$233,000",3,2,1,2005,,Single Family Residence,Fee Simple,"$3,872.00",112,112,113,FHA,09/09/2024,$173.23,$166.79,0.96,GORE-RABELL REAL ESTATE INC,Martha McCullough,259503852,261018453.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC519484,SLD,2119 NW 7TH TER,GAINESVILLE,32609,GAINESVILLE TOWN OF PINE PARK,"1,133",09320-011-000,"$233,000",3,1,0,1948,,Single Family Residence,Fee Simple,"$3,461.29",35,35,36,Conventional,05/14/2024,$209.18,$205.65,0.98,BHGRE THOMAS GROUP,Jennifer Springfield,259505382,55055.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518572,SLD,23110 NW 184TH RD,HIGH SPRINGS,32643,,"1,140",01418-000-000,"$233,700",3,2,0,2024,,Single Family Residence,Fee Simple,$266.37,6,6,6,Conventional,03/15/2024,$205.00,$205,1.0,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,55055.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC517941,SLD,2901 NE 13TH DR,GAINESVILLE,32609,HIGHLAND COURT MANOR,"1,520",08203-106-000,"$234,000",4,1,1,1963,,Single Family Residence,Fee Simple,"$2,460.11",67,67,68,Conventional,03/18/2024,$151.25,$153.95,1.02,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,271515849.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC521839,SLD,3417 NW 3RD ST,GAINESVILLE,32609,PINE HAVEN EXT,"1,157",08380-000-000,"$234,500",2,1,0,1950,,Single Family Residence,Fee Simple,"$3,165.00",6,6,6,Conventional,06/17/2024,$206.57,$202.68,0.98,UNIVERSITY REALTY,Eric Leightman,259503308,259500054.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC520739,SLD,20209 NW 49TH TER,LA CROSSE,32658,ORIGINAL LACROSSE,"1,414",05567-001-000,"$234,900",4,2,0,1957,,Single Family Residence,Fee Simple,$629.09,8,8,33,Conventional,09/06/2024,$159.05,$166.12,1.04,RE/MAX PROFESSIONALS,Danette Drageset,259505294,259506796.0,Gainesville-Alachua,Gainesville-Alachua,True
1,J982236,SLD,3325 NW 57TH ST,GAINESVILLE,32606,,"1,528",06123-000-000,"$235,000",3,1,0,1983,,Single Family Residence,Fee Simple,"$3,871.00",0,0,-45,Cash,10/30/2024,$153.80,$153.8,1.0,STELLAR NON-MEMBER OFFICE,Non-Member Agent,123456789,25950341.0,For Future Use,Other,True
1,GC523423,SLD,1108 NE 15TH PL,GAINESVILLE,32601,PINE VIEW-REPL PT,"1,415",10572-006-000,"$235,000",4,2,0,1958,,Single Family Residence,Fee Simple,"$3,573.29",20,20,20,Conventional,08/19/2024,$175.97,$166.08,0.94,CMP REAL ESTATE,Chris Martin,259500583,270534868.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC523401,SLD,8204 SW 13TH RD,GAINESVILLE,32607,WESTWOOD,"1,317",06668-020-099,"$235,000",3,2,0,1978,,Single Family Residence,Fee Simple,"$3,898.00",53,53,54,VA,09/30/2024,$182.16,$178.44,0.98,"GATOR HOMES REALTY, LLC",Katie Heysel,259505865,271515849.0,Gainesville-Alachua,Gainesville-Alachua,True
1,J976444,SLD,7944 NW 47TH WAY,GAINESVILLE,32653,BLUES CREEK UNIT 6H,"1,380",06006-068-188,"$235,000",3,2,0,2004,Community,Single Family Residence,Fee Simple,"$1,916.60",0,0,-11,Conventional,05/24/2024,$170.29,$170.29,1.0,STELLAR NON-MEMBER OFFICE,Non-Member Agent,123456789,259500046.0,For Future Use,Other,True
1,GC522212,SLD,3333 NW 4TH ST,GAINESVILLE,32609,PINE HAVEN EXT,"1,398",08368-000-000,"$235,000",3,2,0,1950,,Single Family Residence,Fee Simple,$839.87,78,78,87,Cash,09/11/2024,$171.60,$168.1,0.98,ENGEL & VOLKERS GAINESVILLE,Kimberley Brown,259504994,259506708.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC521684,SLD,3105 NW 4TH TER,GAINESVILLE,32609,HAVEN ESTATES,"1,100",08413-000-000,"$235,000",3,1,0,1948,,Single Family Residence,Fee Simple,$705.37,7,7,7,FHA,06/03/2024,$226.36,$213.64,0.94,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,259500060.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC519671,SLD,5324 NW 8TH AVE,GAINESVILLE,32605,KINGSWOOD COURT,"1,756",06365-010-007,"$235,000",3,2,0,1986,,Single Family Residence,Fee Simple,$733.73,7,7,7,Cash,04/08/2024,$145.22,$133.83,0.92,BHHS FLORIDA REALTY,Tony Miller,259500377,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518986,SLD,5222 SW 97TH WAY,GAINESVILLE,32608,HAILE PLANTATION,"1,088",06860-150-032,"$235,000",2,2,0,1995,,Single Family Residence,Fee Simple,"$1,894.00",42,42,54,Conventional,05/31/2024,$215.99,$215.99,1.0,WATSON REALTY CORP,Vanessa Alfonzo Perez,259507998,259500060.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518336,SLD,15324 NW 134TH TER,ALACHUA,32615,WELLS ADDN PB,"1,243",03268-001-000,"$235,000",3,2,0,2023,,Single Family Residence,Fee Simple,$342.08,233,233,233,FHA,09/17/2024,$184.63,$189.06,1.02,MILLER REAL ESTATE,"Anthony Thomas, Jr.",259506924,261021797.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC517091,SLD,8462 NW 37TH DR,GAINESVILLE,32653,TURKEY CREEK FOREST,"1,056",05979-094-000,"$235,000",2,2,0,1984,Community,Single Family Residence,Fee Simple,"$1,438.00",56,56,56,Cash,02/01/2024,$227.18,$222.54,0.98,"CAMPUS TO COAST REALTY, INC",Martha Osmun,259506747,259500046.0,Gainesville-Alachua,Gainesville-Alachua,True
1,O6217769,SLD,818 SW 2ND ST,GAINESVILLE,32601,BEVILLES ADD TO GV,"1,205",12885-000-000,"$237,000",3,2,0,2024,,Single Family Residence,Fee Simple,$0.00,90,90,90,FHA,10/31/2024,$190.04,$196.68,1.03,KELLER WILLIAMS REALTY PARTNERS SW,Ben Zuber,264000563,259506015.0,Orlando Regional,Orlando Regional,True
1,S5105536,SLD,901 SE 19TH TER,GAINESVILLE,32641,LINCOLN ESTATES 2ND ADD,"1,262",16116-010-000,"$237,500",3,2,0,1968,,Single Family Residence,Fee Simple,$427.00,14,14,14,FHA,07/16/2024,$188.19,$188.19,1.0,407HUB REAL ESTATE LLC,Daniella Padron Porras,272562782,259505695.0,Osceola,Osceola,True
1,GC521088,SLD,4031 NW 20TH DR,GAINESVILLE,32605,HAZEL HEIGHTS ADD #2,"1,344",07918-025-006,"$238,000",3,2,0,1971,,Single Family Residence,Fee Simple,"$1,170.36",3,3,3,Cash,07/30/2024,$180.06,$177.08,0.98,BOSSHARDT REALTY SERVICES LLC,Jill Dumas,259506726,259504874.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC520101,SLD,14355 NW 144TH ST,ALACHUA,32615,TOMPSETT'S SURV/ALACHUA,"1,120",03720-000-000,"$239,000",3,2,0,2005,,Single Family Residence,Fee Simple,"$1,675.75",14,14,20,VA,04/24/2024,$213.39,$213.39,1.0,FLORIDA HOMES REALTY & MORTGAG,Debra Revennaugh,259506476,259500046.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC518752,SLD,1101 NW 25TH AVE,GAINESVILLE,32609,OAK PARK,895,08652-000-000,"$239,000",2,1,0,1949,,Single Family Residence,Fee Simple,"$2,959.88",69,11,24,Cash,02/14/2024,$267.04,$267.04,1.0,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Skye Maze,259505968,259504926.0,Gainesville-Alachua,Gainesville-Alachua,True
1,T3478423,SLD,1510 SE 14TH AVE,GAINESVILLE,32641,LINCOLN ESTATES,"1,639",16106-097-000,"$239,000",4,2,0,1961,,Single Family Residence,Fee Simple,"$2,766.44",99,99,99,FHA,03/18/2024,$145.82,$145.82,1.0,EXP REALTY LLC,"Ana Vega, PA",270521476,259507809.0,Tampa,Sarasota - Manatee,True
1,GC525823,SLD,25737 NW 6TH AVE,NEWBERRY,32669,HOLTS ADD TO NB KIRBYS,"1,215",02357-004-000,"$239,500",3,2,0,2002,,Single Family Residence,Fee Simple,"$1,673.87",5,5,12,FHA,12/27/2024,$197.12,$197.12,1.0,PROPERTUNITY REAL ESTATE PROS,"Chuck Brown, III",264000342,261010944.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC520791,SLD,3820 NW 15TH AVE,GAINESVILLE,32605,FERNWOOD MANOR,969,06398-020-000,"$239,500",3,1,0,1960,,Single Family Residence,Fee Simple,"$3,228.00",5,5,5,Cash,04/23/2024,$256.97,$247.16,0.96,BOSSHARDT REALTY SERVICES LLC,Ken Cornell,259503253,259506860.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC522233,SLD,23133 NW 180TH AVE,HIGH SPRINGS,32643,G M WHETSTONE ESTATE ADD TO H S,"1,200",00409-008-000,"$239,650",3,2,0,2024,,Single Family Residence,Fee Simple,$183.00,0,0,6,Cash,08/02/2024,$199.71,$199.71,1.0,"FLA HOMES, INC.",Bill Herring,259500270,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,U8252016,SLD,11325 NW 34TH AVE,GAINESVILLE,32606,WELLINGTON PLACE UNIT 2 PH 2,"1,911",04211-322-073,"$239,900",4,2,0,1999,Community,Single Family Residence,Fee Simple,"$3,321.00",8,8,14,Cash,09/24/2024,$130.77,$125.54,0.96,CENTURY 21 RE CHAMPIONS,Kenneth Clark,260054641,259500054.0,Pinellas Suncoast,Pinellas Suncoast,True
1,A4598533,SLD,17282 NW 242ND ST,HIGH SPRINGS,32643,SOUTHSIDE TERRACE,"1,232",01488-244-000,"$239,900",3,1,1,1976,,Single Family Residence,Fee Simple,"$2,254.22",6,6,6,USDA,03/22/2024,$194.72,$194.72,1.0,FLATFEE.COM,Cliff Glansen,278017259,259505695.0,Sarasota - Manatee,Sarasota - Manatee,True
1,GC517788,SLD,18119 NW 250TH TER,HIGH SPRINGS,32643,AVONDALE,"1,008",01442-001-005,"$239,900",3,1,0,1965,,Single Family Residence,Fee Simple,"$2,537.42",109,109,118,VA,05/15/2024,$233.04,$238,1.02,RE/MAX PROFESSIONALS,Daniel Drageset,259506396,55055.0,Gainesville-Alachua,Gainesville-Alachua,True
1,O6160020,SLD,12005 HIGHWAY 441 S,MICANOPY,32667,LEITNER TR E LEVY GRANT,"1,520",16398-000-000,"$239,900",3,1,0,1948,,Single Family Residence,Fee Simple,$967.00,19,19,21,Conventional,01/26/2024,$157.83,$157.83,1.0,TOP FLORIDA HOMES,Ana Santos Dos Santos,279585985,270531437.0,Orlando Regional,Orlando Regional,True
1,GC526734,SLD,24506 SW 4TH AVE,NEWBERRY,32669,NOT IN SUBDIVISION,"1,262",01937005000,"$240,000",4,2,0,1955,Private,Single Family Residence,Fee Simple,"$2,864.00",4,4,6,Cash,12/31/2024,$189.78,$190.17,1.0,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Shannon Bass,259505422,259504783.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC525403,SLD,2915 NE 13TH DR,GAINESVILLE,32609,HIGHLAND COURT MANOR,"1,389",08203-086-000,"$240,000",3,2,0,1962,,Single Family Residence,Fee Simple,$884.30,30,30,30,Cash,12/23/2024,$179.27,$172.79,0.96,SUSKIN REALTY INC,Samuel Suskin,259504892,259500054.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC523871,SLD,2112 NE 3RD PL,GAINESVILLE,32641,AVONDALE ESTATES,"1,560",11127-012-000,"$240,000",4,2,0,2006,,Single Family Residence,Fee Simple,"$3,072.41",35,35,36,FHA,10/18/2024,$155.13,$153.85,0.99,WATSON REALTY CORP- TIOGA,Austin Davies,259507280,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC523372,SLD,10314 SW 122ND ST,ARCHER,32618,UNIVERSITY COUNTRY ESTATE,"1,196",04626-001-046,"$240,000",3,1,0,1974,,Single Family Residence,Fee Simple,"$1,905.98",6,6,6,Conventional,08/23/2024,$200.67,$200.67,1.0,BOSSHARDT REALTY SERVICES LLC,Kevin Banes,259505057,259500060.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC523368,SLD,25246 SW 17TH AVE,NEWBERRY,32669,REPLAT SYLVANIA TERRACE,"1,435",02534-004-012,"$240,000",3,2,0,1994,Private,Single Family Residence,Fee Simple,"$2,218.93",0,0,0,Cash,09/16/2024,$167.25,$167.25,1.0,BOSSHARDT REALTY SERVICES LLC,Todd Loeffler,259500605,259500004.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC522866,SLD,2837 NE 16TH TER,GAINESVILLE,32609,CAROL ESTATES NORTH,"1,260",08197-003-075,"$240,000",3,2,0,1965,,Single Family Residence,Fee Simple,"$2,730.00",2,2,2,FHA,07/15/2024,$190.48,$190.48,1.0,SUSKIN REALTY INC,Samuel Suskin,259504892,260033462.0,Gainesville-Alachua,Gainesville-Alachua,True
1,OM680054,SLD,104 SE 39TH ST,GAINESVILLE,32641,PENNINGTON SUB,"1,298",10893-005-000,"$240,000",4,2,0,1957,,Single Family Residence,Fee Simple,$824.30,1,1,1,FHA,07/11/2024,$192.53,$184.9,0.96,RABELL REALTY GROUP LLC,Jacquelyn Mercier,279527078,259505695.0,Ocala - Marion,Gainesville-Alachua,True
1,GC522076,SLD,22754 NW 197 PL,HIGH SPRINGS,32643,BAILEY ESTATES OF HIGH SPRINGS,"1,615",00236-100-037,"$240,000",3,2,0,2020,,Single Family Residence,Fee Simple,"$4,894.00",87,87,95,FHA,09/25/2024,$142.41,$148.61,1.04,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Gabriel Shapiro,259507083,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC521953,SLD,4225 NW 10TH ST,GAINESVILLE,32609,MAGNOLIA HEIGHTS,"1,857",08136-000-000,"$240,000",3,2,0,1948,,Single Family Residence,Fee Simple,$907.61,48,48,48,Cash,08/07/2024,$148.03,$129.24,0.87,BHHS FLORIDA REALTY,Jeff Tice,259500527,259506003.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC521940,SLD,2042 NE 9TH TER,GAINESVILLE,32609,CAROL ESTATES,"1,304",10604-008-000,"$240,000",3,2,0,1956,,Single Family Residence,Fee Simple,"$2,869.00",124,124,129,Cash,10/18/2024,$191.72,$184.05,0.96,PEPINE REALTY,Betsy Pepine,259503892,264000445.0,Gainesville-Alachua,Gainesville-Alachua,True
