OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,sum_us_area,total_porch_area,total_garage_area,effective_age,has_canal,has_lake,number_of_baths,MISC_Val,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Archer_1,Buck_Bay,CarolEstates,Duck_Pond,EastGNV,EastMidtownEastA,Gainesvilleish_Region,Golfview,HSBUI,HaileLike,Hawthorne_1,HighSpringsAGNV,HighSprings_A,HighSprings_B,HighSprings_E,HighSprings_F,High_Springs_Main,Ironwood,Lugano,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,Newmans_Lake,Real_Tioga,Springtree_A,Springtree_B,SummerCreek,TC_Forest,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_C,WildsPlantation,swNewberry_A,swNewberry_B,built_before_1984,built_pre_1970_with_effective_le_1994,era_1900s,era_1910s,era_1920s,era_1930s,era_1940s,era_1950s,era_1960s,era_1970s,era_1980s,era_1990s,era_2000s,era_2010s,era_2020s,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1974,31491,0.110000000000000,1537,1.000000000000000,GAINESVILLE,321100,2012,100,1537.000000000000000,2012,2022,0,0.000000000000000,63.000000000000000,400.000000000000000,9,0,0,2.000000000000000,1284,271651.000000000000000,0.133111508337451,-82.395184999999998,29.728414000000001,06009-010-197,HighSprings_B,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.497064124632258,267550.637008628982585,268834.637008628982585,-52265.362991371017415,-4100.362991371017415,52265.362991371017415,4100.362991371017415,0.837230261627621
2010,30859,0.350000000000000,2327,1.150000000000000,GAINESVILLE,477900,2010,100,2326.500000000000000,1995,2023,0,0.000000000000000,323.500000000000000,539.000000000000000,12,0,0,2.500000000000000,2191,404023.999999999941792,0.423536617437343,-82.396614000000000,29.726915999999999,06006-061-012,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.930339306532369,412643.501437407976482,414834.501437407976482,-63065.498562592023518,8619.501437408034690,63065.498562592023518,8619.501437408034690,0.868036203049609
2067,106700,0.150000000000000,2608,1.000000000000000,GAINESVILLE,535600,2017,100,1772.000000000000000,2017,2024,0,836.000000000000000,214.000000000000000,426.000000000000000,6,0,0,3.500000000000000,1362,453897.999999999941792,0.181515693187433,-82.402007999999995,29.731422999999999,06009-040-121,HighSprings_B,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.905005989659712,402321.174298908037599,403683.174298908037599,-131916.825701091962401,-51576.825701091904193,131916.825701091962401,51576.825701091904193,0.753702715270553
2111,31318,0.160000000000000,1991,1.000000000000000,GAINESVILLE,392700,2009,100,1991.000000000000000,2009,2023,0,0.000000000000000,255.000000000000000,442.000000000000000,13,0,0,2.000000000000000,815,332980.000000000000000,0.193616739399928,-82.395257999999998,29.728850000000001,06009-010-024,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.646792612002240,310765.103634084865917,311580.103634084865917,-81119.896365915134083,-22214.896365915134083,81119.896365915134083,22214.896365915134083,0.793430363213865
2153,30965,0.060000000000000,1343,1.000000000000000,GAINESVILLE,253000,2002,100,1342.500000000000000,2002,2024,0,0.000000000000000,207.500000000000000,446.000000000000000,21,0,0,2.000000000000000,208,214842.000000000000000,0.072606277274973,-82.394872000000007,29.726766999999999,06006-066-131,HighSprings_B,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.275325452178901,214341.421917395869968,214549.421917395869968,-38450.578082604130032,-500.578082604130032,38450.578082604130032,500.578082604130032,0.848021430503541
2154,31310,0.160000000000000,2448,1.000000000000000,GAINESVILLE,401000,2007,100,1460.000000000000000,2007,2024,0,988.000000000000000,250.000000000000000,420.000000000000000,16,0,0,2.500000000000000,880,339970.000000000000000,0.193616739399928,-82.393766999999997,29.729468000000001,06009-010-016,HighSprings_B,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.753900090730774,345898.303643286810257,346778.303643286810257,-54221.696356713189743,5928.303643286810257,54221.696356713189743,5928.303643286810257,0.864783799609194
2155,31311,0.140000000000000,2137,1.000000000000000,GAINESVILLE,420400,2013,100,1439.000000000000000,2013,2024,0,698.000000000000000,140.000000000000000,495.000000000000000,10,0,0,2.500000000000000,6605,350735.000000000000000,0.169414646974937,-82.393940000000001,29.729527000000001,06009-010-017,HighSprings_B,True,False,False,0.900000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.718312207015401,333804.979266823036596,340409.979266823036596,-79990.020733176963404,-16930.020733176963404,79990.020733176963404,16930.020733176963404,0.809728780368276
2156,31400,0.130000000000000,1543,1.000000000000000,GAINESVILLE,335000,2014,100,1543.000000000000000,2014,2024,0,0.000000000000000,187.000000000000000,324.000000000000000,9,0,0,2.000000000000000,1039,283711.000000000000000,0.157313600762442,-82.400313999999995,29.729212000000000,06009-010-106,HighSprings_B,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.515034771760487,272402.157008755195420,273441.157008755195420,-61558.842991244804580,-11308.842991244804580,61558.842991244804580,11308.842991244804580,0.816242259727627
2327,30741,0.440000000000000,2183,1.150000000000000,GAINESVILLE,416400,2000,100,2183.000000000000000,1992,2023,0,0.000000000000000,212.000000000000000,522.000000000000000,22,0,0,2.000000000000000,3055,350885.000000000000000,0.532446033349802,-82.396179000000004,29.724029000000002,06006-030-019,HighSprings_B,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.801466871121089,362749.165811865357682,365804.165811865357682,-50595.834188134642318,11864.165811865357682,50595.834188134642318,11864.165811865357682,0.878492232977582
2330,31366,0.130000000000000,1624,1.000000000000000,GAINESVILLE,334300,2012,100,1624.000000000000000,2012,2023,0,0.000000000000000,186.000000000000000,426.000000000000000,10,0,0,2.000000000000000,1014,283141.000000000000000,0.157313600762442,-82.398611000000002,29.729482999999998,06009-010-072,HighSprings_B,True,False,False,0.900000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.539469888933926,279140.324324940505903,280154.324324940505903,-54145.675675059494097,-4000.675675059494097,54145.675675059494097,4000.675675059494097,0.838032678208018
2500,31212,0.050000000000000,1038,1.000000000000000,GAINESVILLE,221900,2000,100,1038.000000000000000,1995,2022,0,0.000000000000000,378.000000000000000,338.000000000000000,21,0,0,2.000000000000000,223,188392.000000000000000,0.060505231062478,-82.397692000000006,29.721098999999999,06007-125-020,HighSprings_B,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.115726203959646,182722.923271106206812,182945.923271106206812,-38954.076728893793188,-5669.076728893793188,38954.076728893793188,5669.076728893793188,0.824452110279884
2501,31432,0.150000000000000,1836,1.000000000000000,GAINESVILLE,367000,2008,100,1836.000000000000000,2008,2022,0,0.000000000000000,193.000000000000000,440.000000000000000,13,0,0,2.000000000000000,932,311018.000000000000000,0.181515693187433,-82.401673000000002,29.728791000000001,06009-010-138,HighSprings_B,True,False,False,0.870000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.594836018904299,295031.089794939267449,295963.089794939267449,-71036.910205060732551,-15986.910205060732551,71036.910205060732551,15986.910205060732551,0.806438936770952
2502,31468,0.280000000000000,1682,1.000000000000000,GAINESVILLE,363800,2010,100,1682.000000000000000,2010,2022,0,0.000000000000000,114.000000000000000,400.000000000000000,11,0,0,2.000000000000000,968,308262.000000000000000,0.338829293949874,-82.399446999999995,29.728572000000000,06009-010-174,HighSprings_B,True,False,False,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.608680592763328,299144.075077366491314,300112.075077366491314,-63687.924922633508686,-9117.924922633508686,63687.924922633508686,9117.924922633508686,0.824936984819589
2503,31488,0.110000000000000,1462,1.000000000000000,GAINESVILLE,314700,2010,100,1462.000000000000000,2010,2022,0,0.000000000000000,141.000000000000000,380.000000000000000,11,0,0,2.000000000000000,1016,266479.000000000000000,0.133111508337451,-82.395657999999997,29.728415999999999,06009-010-194,HighSprings_B,True,False,False,0.890000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.455885003750197,256756.900495302252239,257772.900495302252239,-56927.099504697747761,-9722.099504697747761,56927.099504697747761,9722.099504697747761,0.819106769924697
2659,30811,0.670000000000000,2967,1.150000000000000,GAINESVILLE,623700,2000,100,2391.000000000000000,2000,2024,0,576.000000000000000,75.000000000000000,484.000000000000000,23,0,0,3.000000000000000,33405,496740.000000000000000,0.810770096237199,-82.399842000000007,29.725252000000001,06006-040-025,HighSprings_B,True,False,False,0.770000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,13.027921919620198,454940.499758390651550,488345.499758390651550,-135354.500241609348450,-41799.500241609348450,135354.500241609348450,41799.500241609348450,0.782981400927354
2721,31534,0.260000000000000,1697,1.150000000000000,GAINESVILLE,395000,2011,100,1697.000000000000000,2011,2024,0,0.000000000000000,268.000000000000000,480.000000000000000,12,0,0,2.000000000000000,4466,331284.000000000000000,0.314627201524883,-82.391935000000004,29.728221999999999,06009-030-004,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.708684030612490,330606.468663361272775,335072.468663361272775,-59927.531336638727225,-677.531336638727225,59927.531336638727225,677.531336638727225,0.848284730793320
2784,31213,0.050000000000000,1572,1.000000000000000,GAINESVILLE,304200,2008,100,960.000000000000000,1994,2023,0,612.000000000000000,124.000000000000000,400.000000000000000,14,0,0,2.500000000000000,135,258435.000000000000000,0.060505231062478,-82.398054999999999,29.720821000000001,06007-125-021,HighSprings_B,True,False,False,0.860000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.426537324196467,249331.178082366997842,249466.178082366997842,-54733.821917633002158,-9103.821917633002158,54733.821917633002158,9103.821917633002158,0.820072906253672
2870,30827,0.370000000000000,2291,1.150000000000000,GAINESVILLE,455400,2001,100,2290.500000000000000,2001,2023,0,0.000000000000000,303.500000000000000,440.000000000000000,21,0,0,2.000000000000000,1916,385174.000000000000000,0.447738709862334,-82.401577000000003,29.726922999999999,06006-040-041,HighSprings_B,True,False,False,0.790000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.823362491299385,370779.376167921291199,372695.376167921291199,-82704.623832078708801,-14394.623832078708801,82704.623832078708801,14394.623832078708801,0.818391252015637
2871,31344,0.130000000000000,1604,1.000000000000000,GAINESVILLE,324600,2012,100,1604.000000000000000,2012,2023,0,0.000000000000000,216.000000000000000,400.000000000000000,10,0,0,2.000000000000000,1090,274820.000000000000000,0.157313600762442,-82.397762000000000,29.728930999999999,06009-010-050,HighSprings_B,True,False,False,0.900000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.532369277319042,277165.277613928890787,278255.277613928890787,-46344.722386071109213,2345.277613928890787,46344.722386071109213,2345.277613928890787,0.857225131281358
2901,30849,0.350000000000000,2701,1.150000000000000,GAINESVILLE,548100,1998,100,2412.500000000000000,1995,2024,0,288.000000000000000,328.500000000000000,552.000000000000000,25,0,0,2.500000000000000,33823,432062.000000000000000,0.423536617437343,-82.395555000000002,29.724242000000000,06006-061-002,HighSprings_B,True,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.894666470027000,398182.797898533113766,432005.797898533113766,-116094.202101466886234,-33879.202101466886234,116094.202101466886234,33879.202101466886234,0.788187918077966
2959,31046,0.060000000000000,1380,1.000000000000000,GAINESVILLE,281900,2015,100,1379.500000000000000,2005,2023,0,0.000000000000000,204.500000000000000,412.000000000000000,7,0,0,2.000000000000000,200,239415.000000000000000,0.072606277274973,-82.394414999999995,29.728041000000001,06006-068-170,HighSprings_B,True,False,False,0.930000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.411082903014385,245507.531269345781766,245707.531269345781766,-36192.468730654218234,6092.531269345781766,36192.468730654218234,6092.531269345781766,0.871612384779517
3080,31018,0.060000000000000,1545,1.000000000000000,GAINESVILLE,257600,2005,100,1379.500000000000000,2005,2022,0,0.000000000000000,204.500000000000000,412.000000000000000,16,0,0,2.000000000000000,200,218760.000000000000000,0.072606277274973,-82.396631999999997,29.727499000000002,06006-067-221,HighSprings_B,True,False,False,0.840000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.398166518593463,242356.853105380985653,242556.853105380985653,-15043.146894619014347,23596.853105380985653,15043.146894619014347,23596.853105380985653,0.941602690626479
3205,30770,0.540000000000000,3008,1.150000000000000,GAINESVILLE,489300,1997,100,2216.000000000000000,1994,2022,0,792.000000000000000,75.000000000000000,441.000000000000000,24,0,0,3.000000000000000,7525,408380.000000000000000,0.653456495474757,-82.397383000000005,29.725693000000000,06006-032-046,HighSprings_B,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,13.007151783135583,445588.777946101094130,453113.777946101094130,-36186.222053898905870,37208.777946101094130,36186.222053898905870,37208.777946101094130,0.926044917118539
3206,31028,0.060000000000000,1545,1.000000000000000,GAINESVILLE,262700,2006,100,1544.500000000000000,2006,2022,0,0.000000000000000,39.500000000000000,412.000000000000000,15,0,0,2.000000000000000,224,223071.000000000000000,0.072606277274973,-82.396557999999999,29.728045999999999,06006-067-231,HighSprings_B,True,False,False,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.398564961814028,242453.437790937023237,242677.437790937023237,-20022.562209062976763,19382.437790937023237,20022.562209062976763,19382.437790937023237,0.923781643665539
3207,31070,0.060000000000000,1380,1.000000000000000,GAINESVILLE,261100,2004,100,1379.500000000000000,2004,2022,0,0.000000000000000,204.500000000000000,412.000000000000000,17,0,0,2.000000000000000,200,221735.000000000000000,0.072606277274973,-82.394355000000004,29.727620000000002,06006-068-194,HighSprings_B,True,False,False,0.830000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.326124477475339,225511.058689785189927,225711.058689785189927,-35388.941310214810073,3776.058689785189927,35388.941310214810073,3776.058689785189927,0.864462116774359
3209,31338,0.130000000000000,1882,1.000000000000000,GAINESVILLE,349500,2009,100,1882.000000000000000,2009,2022,0,0.000000000000000,174.000000000000000,399.000000000000000,12,0,0,2.000000000000000,934,296141.000000000000000,0.157313600762442,-82.397414999999995,29.729341999999999,06009-010-044,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.603727102168694,297665.931722075212747,298599.931722075212747,-50900.068277924787253,1524.931722075212747,50900.068277924787253,1524.931722075212747,0.854363180892919
3259,30973,0.060000000000000,1348,1.000000000000000,GAINESVILLE,246800,2002,100,1347.500000000000000,2002,2023,0,0.000000000000000,202.500000000000000,446.000000000000000,20,0,0,2.000000000000000,224,209556.000000000000000,0.072606277274973,-82.393675000000002,29.726768000000000,06006-066-139,HighSprings_B,True,False,False,0.800000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,12.286669634235317,216786.794179306656588,217010.794179306656588,-29789.205820693343412,7230.794179306656588,29789.205820693343412,7230.794179306656588,0.879298193595246
3319,106668,0.150000000000000,2074,1.000000000000000,GAINESVILLE,443700,2016,100,1436.000000000000000,2016,2024,0,638.000000000000000,285.000000000000000,399.000000000000000,7,0,0,3.500000000000000,1440,375705.000000000000000,0.181515693187433,-82.400306999999998,29.730245000000000,06009-040-089,HighSprings_B,True,False,False,0.930000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.769515965984279,351342.203406524786260,352782.203406524786260,-90917.796593475213740,-24362.796593475213740,90917.796593475213740,24362.796593475213740,0.795091736323022
3476,30817,0.480000000000000,2678,1.150000000000000,GAINESVILLE,555800,2003,100,2401.500000000000000,1996,2022,0,276.000000000000000,309.500000000000000,529.000000000000000,18,0,0,3.000000000000000,14283,458147.000000000000000,0.580850218199784,-82.399162000000004,29.727125999999998,06006-040-031,HighSprings_B,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.999610175100097,442240.961863630451262,456523.961863630451262,-99276.038136369548738,-15906.038136369548738,99276.038136369548738,15906.038136369548738,0.821381723396240
3477,31179,0.060000000000000,1605,1.000000000000000,GAINESVILLE,264500,2002,100,1196.500000000000000,1997,2022,0,408.000000000000000,93.500000000000000,260.000000000000000,19,0,0,3.000000000000000,298,224527.000000000000000,0.072606277274973,-82.400261999999998,29.720134999999999,06007-110-004,HighSprings_B,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.418799625287484,247409.373259795916965,247707.373259795916965,-16792.626740204083035,22882.373259795916965,16792.626740204083035,22882.373259795916965,0.936511808165580
3591,30776,0.950000000000000,2256,1.150000000000000,GAINESVILLE,454500,1999,100,2255.500000000000000,1994,2024,0,0.000000000000000,487.500000000000000,400.000000000000000,24,0,0,2.000000000000000,3531,382794.000000000000000,1.149599390187073,-82.398938999999999,29.724826000000000,06006-032-052,HighSprings_B,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.862360239368218,385524.583109821716789,389055.583109821716789,-65444.416890178283211,2730.583109821716789,65444.416890178283211,2730.583109821716789,0.856007883629971
3724,31483,0.110000000000000,1535,1.000000000000000,GAINESVILLE,330600,2013,100,1535.000000000000000,2013,2022,0,0.000000000000000,213.000000000000000,456.000000000000000,8,0,0,2.000000000000000,1148,279862.000000000000000,0.133111508337451,-82.396445000000000,29.728418000000001,06009-010-189,HighSprings_B,True,False,False,0.920000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.512749802154463,271780.436935614794493,272928.436935614794493,-57671.563064385205507,-8081.563064385205507,57671.563064385205507,8081.563064385205507,0.825554860664292
3770,30730,0.640000000000000,1950,1.150000000000000,GAINESVILLE,381200,1994,100,1950.000000000000000,1993,2024,0,0.000000000000000,85.000000000000000,554.000000000000000,29,0,0,2.000000000000000,3170,320850.000000000000000,0.774466957599712,-82.396246000000005,29.723365999999999,06006-030-008,HighSprings_B,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.694368669636775,325907.432172689063009,329077.432172689063009,-52122.567827310936991,5057.432172689063009,52122.567827310936991,5057.432172689063009,0.863267135815029
3810,106664,0.160000000000000,2232,1.000000000000000,GAINESVILLE,440700,2016,100,2232.000000000000000,2016,2023,0,0.000000000000000,318.000000000000000,440.000000000000000,6,0,0,2.000000000000000,1637,372957.999999999941792,0.193616739399928,-82.399964999999995,29.730689000000002,06009-040-085,HighSprings_B,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.769497710119243,351335.789409224467818,352972.789409224467818,-87727.210590775532182,-21622.210590775473975,87727.210590775532182,21622.210590775473975,0.800936667595245
3998,106692,0.260000000000000,2181,1.000000000000000,GAINESVILLE,421400,2016,100,2181.000000000000000,2016,2023,0,0.000000000000000,328.000000000000000,440.000000000000000,6,0,0,2.000000000000000,1667,356523.000000000000000,0.314627201524883,-82.401370000000000,29.732315000000000,06009-040-113,HighSprings_B,True,False,False,0.940000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,12.795614816768147,360632.537330106599256,362299.537330106599256,-59100.462669893400744,4109.537330106599256,59100.462669893400744,4109.537330106599256,0.859752105671824
4109,30886,0.060000000000000,1545,1.000000000000000,GAINESVILLE,282200,2010,100,1544.500000000000000,1999,2023,0,0.000000000000000,39.500000000000000,412.000000000000000,12,0,0,2.000000000000000,224,239646.000000000000000,0.072606277274973,-82.393180999999998,29.724812000000000,06006-063-055,HighSprings_B,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,0,False,False,False,False,False,False,False,False,False,True,False,False,False,12.424469139640276,248816.048066069924971,249040.048066069924971,-33159.951933930075029,9170.048066069924971,33159.951933930075029,9170.048066069924971,0.882494854947094
