OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,East_Outer_Gainesville,Haile,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
1269,20720,0.090000000000000,1664,1.000000000000000,SUWANNEE,252600,1752,2003,100,1047.000000000000000,617.000000000000000,214.000000000000000,400.000000000000000,21,212958.000000000000000,0.116535565647064,-82.466085000000007,29.669867000000000,04321-600-020,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.417985575419626,247208.051646221138071,248960.051646221138071,-3639.948353778861929,34250.051646221138071,3639.948353778861929,34250.051646221138071,0.985590069858358
1270,20723,0.070000000000000,1641,1.000000000000000,SUWANNEE,268000,3923,2003,100,1037.000000000000000,603.500000000000000,313.500000000000000,400.000000000000000,21,223877.000000000000000,0.090638773281050,-82.466384000000005,29.669875999999999,04321-600-023,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.394259956770425,241411.918000928562833,245334.918000928562833,-22665.081999071437167,17534.918000928562833,22665.081999071437167,17534.918000928562833,0.915428798510928
1271,20725,0.070000000000000,1825,1.000000000000000,SUWANNEE,302900,1280,2003,100,781.000000000000000,1044.000000000000000,272.000000000000000,411.000000000000000,21,256184.999999999970896,0.090638773281050,-82.466572999999997,29.669877000000000,04321-600-025,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.459997609372968,257815.014679767074995,259095.014679767074995,-43804.985320232925005,1630.014679767104099,43804.985320232925005,1630.014679767104099,0.855381362429076
1272,20727,0.070000000000000,1646,1.000000000000000,SUWANNEE,278000,208,2008,100,1037.000000000000000,608.500000000000000,205.500000000000000,400.000000000000000,16,236091.999999999970896,0.090638773281050,-82.466762000000003,29.669879000000002,04321-600-027,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.461631741205355,258236.662822618643986,258444.662822618643986,-19555.337177381356014,22144.662822618673090,19555.337177381356014,22144.662822618673090,0.929657060513017
1273,20731,0.070000000000000,2094,1.000000000000000,SUWANNEE,340500,2919,2004,100,1104.000000000000000,990.000000000000000,522.000000000000000,480.000000000000000,20,286506.000000000000000,0.090638773281050,-82.466747999999995,29.670517000000000,04321-601-030,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.568607105971525,287393.347728187975008,290312.347728187975008,-50187.652271812024992,887.347728187975008,50187.652271812024992,887.347728187975008,0.852606013886015
1274,20733,0.070000000000000,2092,1.000000000000000,SUWANNEE,327200,3168,2005,100,1138.000000000000000,954.000000000000000,435.000000000000000,480.000000000000000,19,274952.000000000000000,0.090638773281050,-82.466559000000004,29.670515999999999,04321-601-032,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.580447585983078,290816.448503300955053,293984.448503300955053,-33215.551496699044947,15864.448503300955053,33215.551496699044947,15864.448503300955053,0.898485478310822
1275,20736,0.070000000000000,1756,1.000000000000000,SUWANNEE,320400,2154,2009,100,1096.000000000000000,660.000000000000000,324.000000000000000,440.000000000000000,15,270186.000000000000000,0.090638773281050,-82.466275999999993,29.670513000000000,04321-601-035,HighSprings_B,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.521072750483393,274051.890954026021063,276205.890954026021063,-44194.109045973978937,3865.890954026021063,44194.109045973978937,3865.890954026021063,0.862065826947647
1276,20738,0.080000000000000,2100,1.000000000000000,SUWANNEE,385000,365,2005,100,2220.000000000000000,1980.000000000000000,1080.000000000000000,960.000000000000000,19,326885.000000000000000,0.103587169464057,-82.466189999999997,29.670846000000001,04321-601-037,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.613988660085377,300736.173712047573645,301101.173712047573645,-83898.826287952426355,-26148.826287952426355,83898.826287952426355,26148.826287952426355,0.782080970680643
1277,20760,5.000000000000000,1553,1.000000000000000,SUWANNEE,614400,527,1994,100,1241.000000000000000,0.000000000000000,327.000000000000000,0.000000000000000,30,521713.000000000000000,6.474198091503579,-82.470344999999995,29.656213000000001,04322-006-001,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.359802237204326,233235.100114815664710,233762.100114815664710,-380637.899885184364393,-288477.899885184364393,380637.899885184364393,288477.899885184364393,0.380472168155624
1282,20811,4.620000000000000,3597,1.000000000000000,SUWANNEE,486400,40682,1994,100,2707.000000000000000,0.000000000000000,1135.000000000000000,1380.000000000000000,30,372758.000000000000000,5.982159036549308,-82.461465000000004,29.658968000000002,04325-002-000,HighSprings_B,False,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.033575438613028,457519.798702146857977,498201.798702146857977,11801.798702146857977,84761.798702146857977,11801.798702146857977,84761.798702146857977,1.024263566410664
1912,30580,2.440000000000000,1440,1.000000000000000,SUWANNEE,229300,4435,2000,100,1440.000000000000000,0.000000000000000,80.000000000000000,0.000000000000000,24,190470.000000000000000,3.159408668653747,-82.401506999999995,29.739919000000000,05988-001-002,HighSprings_B,False,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.341252184531252,228948.458358004369074,233383.458358004369074,4083.458358004369074,38478.458358004369074,4083.458358004369074,38478.458358004369074,1.017808366149169
1913,30608,1.350000000000000,2252,1.150000000000000,SUWANNEE,549900,6088,2015,100,2252.000000000000000,0.000000000000000,1016.000000000000000,628.000000000000000,9,461326.999999999941792,1.748033484705967,-82.391559999999998,29.739909000000001,05988-050-022,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.121474144695640,499555.581270775350276,505643.581270775350276,-44256.418729224649724,38228.581270775408484,44256.418729224649724,38228.581270775408484,0.919519151247091
1914,30635,1.000000000000000,2073,1.000000000000000,SUWANNEE,473300,25526,2013,100,2073.000000000000000,0.000000000000000,78.000000000000000,374.000000000000000,11,376779.000000000000000,1.294839618300716,-82.408054000000007,29.735431999999999,05995-004-000,HighSprings_B,False,False,False,0.890000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.799830556336987,362156.079359325580299,387682.079359325580299,-85617.920640674419701,-14622.920640674419701,85617.920640674419701,14622.920640674419701,0.819104329937303
1916,30717,0.540000000000000,2548,1.150000000000000,SUWANNEE,511900,23787,2006,100,2548.000000000000000,0.000000000000000,184.000000000000000,484.000000000000000,18,411328.000000000000000,0.699213393882387,-82.402659999999997,29.718226999999999,06006-020-020,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.995465090012020,440411.629435814043973,464198.629435814043973,-47701.370564185956027,29083.629435814043973,47701.370564185956027,29083.629435814043973,0.906815060433315
1987,31132,0.480000000000000,2024,1.000000000000000,SUWANNEE,377300,3041,2006,100,4048.000000000000000,0.000000000000000,0.000000000000000,1120.000000000000000,18,317664.000000000000000,0.621523016784344,-82.397525999999999,29.720513000000000,06007-010-002,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.678983973192796,320931.817559104005340,323972.817559104005340,-53327.182440895994660,3267.817559104005340,53327.182440895994660,3267.817559104005340,0.858661058995770
1988,31134,0.340000000000000,1654,1.000000000000000,SUWANNEE,324000,10582,2005,100,1654.000000000000000,0.000000000000000,18.000000000000000,529.000000000000000,19,264818.000000000000000,0.440245470222243,-82.397373000000002,29.719887000000000,06007-010-004,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.523904158284306,274828.943172657978721,285410.943172657978721,-38589.056827342021279,10010.943172657978721,38589.056827342021279,10010.943172657978721,0.880897972755117
1989,31139,0.340000000000000,1611,1.150000000000000,SUWANNEE,358400,7984,2005,100,1611.000000000000000,0.000000000000000,15.000000000000000,462.000000000000000,19,296656.000000000000000,0.440245470222243,-82.397373999999999,29.718371999999999,06007-010-009,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.640148738018258,308707.263033336144872,316691.263033336144872,-41708.736966663855128,12051.263033336144872,41708.736966663855128,12051.263033336144872,0.883625175874264
2320,34070,0.420000000000000,1718,1.000000000000000,SUWANNEE,365000,7093,1994,100,2654.000000000000000,782.000000000000000,256.000000000000000,932.000000000000000,30,303157.000000000000000,0.543832639686301,-82.397570000000002,29.706341999999999,06023-010-001,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.432049027154875,250709.211641459143721,257802.211641459143721,-107197.788358540856279,-52447.788358540856279,107197.788358540856279,52447.788358540856279,0.706307429154683
2321,34071,0.670000000000000,1561,1.000000000000000,SUWANNEE,342200,3400,1994,100,1561.000000000000000,0.000000000000000,372.000000000000000,713.000000000000000,30,287470.000000000000000,0.867542544261480,-82.398297999999997,29.706153000000000,06023-010-002,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.403866625637841,243742.257837534561986,247142.257837534561986,-95057.742162465438014,-43727.742162465438014,95057.742162465438014,43727.742162465438014,0.722215832371521
2322,34075,0.430000000000000,1734,1.000000000000000,SUWANNEE,365300,21997,2010,100,1734.000000000000000,0.000000000000000,312.000000000000000,440.000000000000000,14,288508.000000000000000,0.556781035869308,-82.398881000000003,29.705486000000001,06023-010-006,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.657751452290713,314189.457977289275732,336186.457977289275732,-29113.542022710724268,25681.457977289275732,29113.542022710724268,25681.457977289275732,0.920302376067039
2323,34082,0.540000000000000,2060,1.000000000000000,SUWANNEE,297100,7346,1994,100,1285.000000000000000,375.000000000000000,565.000000000000000,294.000000000000000,30,245189.000000000000000,0.699213393882387,-82.399790999999993,29.705964999999999,06023-010-013,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.547362504903505,281352.188923354260623,288698.188923354260623,-8401.811076645739377,36163.188923354260623,8401.811076645739377,36163.188923354260623,0.971720595501024
2324,34094,0.350000000000000,1507,1.000000000000000,SUWANNEE,268300,1180,1994,100,1307.000000000000000,0.000000000000000,215.000000000000000,330.000000000000000,30,226875.000000000000000,0.453193866405251,-82.399024999999995,29.704222999999999,06023-010-025,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.314806523153477,222973.124034278473118,224153.124034278473118,-44146.875965721526882,-3901.875965721526882,44146.875965721526882,3901.875965721526882,0.835457040753926
2325,34095,0.350000000000000,1442,1.000000000000000,SUWANNEE,331800,3649,2005,100,1442.000000000000000,0.000000000000000,24.000000000000000,609.000000000000000,19,278381.000000000000000,0.453193866405251,-82.399371000000002,29.704222999999999,06023-010-026,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.445438671482957,254088.693354154209374,257737.693354154209374,-74062.306645845790626,-24292.306645845790626,74062.306645845790626,24292.306645845790626,0.776786297028795
2326,34099,0.420000000000000,2079,1.000000000000000,SUWANNEE,260000,3064,1994,100,1719.000000000000000,0.000000000000000,380.000000000000000,0.000000000000000,30,217936.000000000000000,0.543832639686301,-82.399364000000006,29.703672999999998,06023-010-030,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.417996592389908,247210.775144981889753,250274.775144981889753,-9725.224855018110247,29274.775144981889753,9725.224855018110247,29274.775144981889753,0.962595289019161
2327,34103,0.500000000000000,1338,1.000000000000000,SUWANNEE,326600,6950,2003,100,2676.000000000000000,0.000000000000000,84.000000000000000,1056.000000000000000,21,270660.000000000000000,0.647419809150358,-82.397594999999995,29.703648000000001,06023-010-034,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.417726387851770,247143.986695338535355,254093.986695338535355,-72506.013304661464645,-23516.013304661464645,72506.013304661464645,23516.013304661464645,0.777997509783645
2328,34125,0.430000000000000,1758,1.000000000000000,SUWANNEE,316900,8378,1994,100,1538.000000000000000,0.000000000000000,234.000000000000000,462.000000000000000,30,260987.000000000000000,0.556781035869308,-82.397570999999999,29.710844000000002,06023-020-013,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.433392652963350,251046.297416504094144,259424.297416504094144,-57475.702583495905856,-9940.702583495905856,57475.702583495905856,9940.702583495905856,0.818631421320619
2329,34140,0.330000000000000,1434,1.000000000000000,SUWANNEE,279500,3105,1994,100,994.000000000000000,440.000000000000000,0.000000000000000,441.000000000000000,30,234469.999999999970896,0.427297074039236,-82.398171000000005,29.710049000000001,06023-020-028,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.239999329277653,206901.751528471300844,210006.751528471300844,-69493.248471528699156,-27568.248471528670052,69493.248471528699156,27568.248471528670052,0.751365837311167
2330,34141,0.370000000000000,1344,1.000000000000000,SUWANNEE,292100,5974,1994,100,1344.000000000000000,0.000000000000000,0.000000000000000,273.000000000000000,30,242311.000000000000000,0.479090658771265,-82.398139000000000,29.709738999999999,06023-020-029,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.198263217999800,198444.197364881023532,204418.197364881023532,-87681.802635118976468,-43866.802635118976468,87681.802635118976468,43866.802635118976468,0.699822654450123
2331,34145,0.400000000000000,1862,1.000000000000000,SUWANNEE,409600,25457,2012,100,1862.000000000000000,0.000000000000000,112.000000000000000,414.000000000000000,12,322703.000000000000000,0.517935847320286,-82.398578000000001,29.709468000000001,06023-020-033,HighSprings_B,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.713051849194745,332053.655965631594881,357510.655965631594881,-52089.344034368405119,9350.655965631594881,52089.344034368405119,9350.655965631594881,0.872828749916093
2332,34151,0.350000000000000,1411,1.000000000000000,SUWANNEE,146400,6342,1994,100,2822.000000000000000,0.000000000000000,90.000000000000000,528.000000000000000,30,118098.000000000000000,0.453193866405251,-82.399173000000005,29.709900999999999,06023-020-039,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.275763717106996,214435.380833204952069,220777.380833204952069,74377.380833204952069,96337.380833204952069,74377.380833204952069,96337.380833204952069,1.508042218806045
2333,34152,0.370000000000000,1422,1.000000000000000,SUWANNEE,340400,8755,2003,100,1422.000000000000000,0.000000000000000,0.000000000000000,420.000000000000000,21,280585.000000000000000,0.479090658771265,-82.399163999999999,29.709599999999998,06023-020-040,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.378103790721074,237542.964848558476660,246297.964848558476660,-94102.035151441523340,-43042.035151441523340,94102.035151441523340,43042.035151441523340,0.723554538333016
2334,34161,0.400000000000000,2450,1.000000000000000,SUWANNEE,427200,3779,2003,100,4180.000000000000000,0.000000000000000,888.000000000000000,840.000000000000000,21,359340.999999999941792,0.517935847320286,-82.400246999999993,29.710304000000001,06023-020-049,HighSprings_B,True,False,False,0.790000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.794641530392530,360281.709350659977645,364060.709350659977645,-63139.290649340022355,940.709350660035852,63139.290649340022355,940.709350660035852,0.852202034996863
2335,34166,0.410000000000000,1544,1.000000000000000,SUWANNEE,240700,3220,1994,100,1340.000000000000000,0.000000000000000,236.000000000000000,252.000000000000000,30,201375.000000000000000,0.530884243503293,-82.400255000000001,29.708760999999999,06023-020-054,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.336856900479248,227944.373086695559323,231164.373086695559323,-9535.626913304440677,26569.373086695559323,9535.626913304440677,26569.373086695559323,0.960383768536334
2336,34167,0.410000000000000,1350,1.000000000000000,SUWANNEE,309000,3280,2005,100,1350.000000000000000,0.000000000000000,254.000000000000000,520.000000000000000,19,259370.000000000000000,0.530884243503293,-82.400256999999996,29.707636000000001,06023-020-055,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.432155218744871,250735.836264900543028,254015.836264900543028,-54984.163735099456972,-8634.163735099456972,54984.163735099456972,8634.163735099456972,0.822057722540131
2337,34172,0.450000000000000,1499,1.000000000000000,SUWANNEE,288100,8636,1994,100,1499.000000000000000,0.000000000000000,20.000000000000000,506.000000000000000,30,236249.000000000000000,0.582677828235322,-82.399238999999994,29.706661000000000,06023-020-060,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.318590019457776,223818.339952410577098,232454.339952410577098,-55645.660047589422902,-12430.660047589422902,55645.660047589422902,12430.660047589422902,0.806852967554358
2338,34178,0.360000000000000,1536,1.000000000000000,SUWANNEE,289700,3522,1995,100,1000.000000000000000,536.000000000000000,40.000000000000000,480.000000000000000,29,242723.000000000000000,0.466142262588258,-82.398893000000001,29.707294000000001,06023-020-066,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.338169668758111,228243.807730177097255,231765.807730177097255,-57934.192269822902745,-14479.192269822902745,57934.192269822902745,14479.192269822902745,0.800020047394467
2339,34185,0.350000000000000,1418,1.000000000000000,SUWANNEE,293700,2761,1994,100,1418.000000000000000,0.000000000000000,12.000000000000000,416.000000000000000,30,246884.000000000000000,0.453193866405251,-82.399647999999999,29.708824000000000,06023-020-073,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.257709544410510,210598.666006646526512,213359.666006646526512,-80340.333993353473488,-36285.333993353473488,80340.333993353473488,36285.333993353473488,0.726454429712790
2340,34191,0.350000000000000,1746,1.000000000000000,SUWANNEE,337100,10510,2000,100,1746.000000000000000,0.000000000000000,55.000000000000000,506.000000000000000,24,276025.000000000000000,0.453193866405251,-82.398568999999995,29.708217999999999,06023-020-079,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.496390096951268,267370.361235474469140,277880.361235474469140,-59219.638764525530860,-8654.638764525530860,59219.638764525530860,8654.638764525530860,0.824326197672722
2341,34198,0.430000000000000,1694,1.150000000000000,SUWANNEE,472800,14729,2010,100,1694.000000000000000,0.000000000000000,14.000000000000000,484.000000000000000,14,387151.000000000000000,0.556781035869308,-82.400193000000002,29.717620000000000,06023-030-001,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.756317132911747,346735.365633072156925,361464.365633072156925,-111335.634366927843075,-40415.634366927843075,111335.634366927843075,40415.634366927843075,0.764518539833063
2342,34202,0.480000000000000,1816,1.000000000000000,SUWANNEE,338000,7592,1996,100,1816.000000000000000,0.000000000000000,0.000000000000000,484.000000000000000,28,279708.000000000000000,0.621523016784344,-82.400132999999997,29.716405999999999,06023-030-005,HighSprings_B,True,False,False,0.720000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.448257004234224,254805.809902216278715,262397.809902216307819,-75602.190097783692181,-24902.190097783721285,75602.190097783692181,24902.190097783721285,0.776324881367504
2343,34204,0.670000000000000,1705,1.000000000000000,SUWANNEE,387000,3890,2002,100,1705.000000000000000,0.000000000000000,25.000000000000000,309.000000000000000,22,325060.000000000000000,0.867542544261480,-82.400019999999998,29.715786000000001,06023-030-007,HighSprings_B,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.541588982803091,279732.476065825147089,283622.476065825147089,-103377.523934174852911,-45327.523934174852911,103377.523934174852911,45327.523934174852911,0.732874615157171
2344,34216,0.400000000000000,1861,1.000000000000000,SUWANNEE,355200,4299,1995,100,1861.000000000000000,0.000000000000000,50.000000000000000,504.000000000000000,29,297621.000000000000000,0.517935847320286,-82.400217999999995,29.712221000000000,06023-030-019,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.468526445685550,260023.280321044265293,264322.280321044265293,-90877.719678955734707,-37597.719678955734707,90877.719678955734707,37597.719678955734707,0.744150563966904
2345,34218,0.650000000000000,1860,1.000000000000000,SUWANNEE,430400,15471,1995,100,1860.000000000000000,0.000000000000000,140.000000000000000,440.000000000000000,29,350369.000000000000000,0.841645751895465,-82.400216999999998,29.711428000000002,06023-030-021,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.509282795991751,270839.804018126160372,286310.804018126160372,-144089.195981873839628,-79529.195981873839628,144089.195981873839628,79529.195981873839628,0.665220269558843
2346,34234,0.450000000000000,1852,1.150000000000000,SUWANNEE,433100,16411,2007,100,1372.000000000000000,480.000000000000000,12.000000000000000,529.000000000000000,17,351724.000000000000000,0.582677828235322,-82.397806000000003,29.713477000000001,06023-030-037,HighSprings_B,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.775957333852897,353612.632269968278706,370023.632269968278706,-63076.367730031721294,1888.632269968278706,63076.367730031721294,1888.632269968278706,0.854360730246983
2347,34247,0.350000000000000,1824,1.150000000000000,SUWANNEE,373100,4041,2005,100,1318.000000000000000,506.000000000000000,234.000000000000000,506.000000000000000,19,313094.000000000000000,0.453193866405251,-82.396951999999999,29.713487000000001,06023-030-050,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.744278851322948,342586.291632303094957,346627.291632303094957,-26472.708367696905043,29492.291632303094957,26472.708367696905043,29492.291632303094957,0.929046613863048
2348,34264,0.350000000000000,1354,1.000000000000000,SUWANNEE,309200,1886,1994,100,1354.000000000000000,0.000000000000000,22.000000000000000,322.000000000000000,30,260934.000000000000000,0.453193866405251,-82.399499000000006,29.717327999999998,06023-030-067,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.228566242101216,204549.697009242430795,206435.697009242430795,-102764.302990757569205,-56384.302990757569205,102764.302990757569205,56384.302990757569205,0.667644556950978
