OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,Alachua_Main,Gainesvilleish_Region,Haile,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,High_Springs_Main,LACROSSE_1,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,Turkey_Creek,WaldoRural_A,WaldoRural_B,WaldoRural_C,West_Outer_Gainesville,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
5776,75859,0.290000000000000,1516,1.000000000000000,GAINESVILLE,180400,2095,1994,100,1516.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,151245.000000000000000,0.375503489307208,-82.308317000000002,29.678446000000001,08203-126-000,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.011024101936291,164558.943134805303998,166653.943134805303998,-13746.056865194696002,13313.943134805303998,13746.056865194696002,13313.943134805303998,0.923802345536615
5777,75893,0.260000000000000,1913,1.000000000000000,GAINESVILLE,250300,11280,1994,100,1913.000000000000000,0.000000000000000,192.000000000000000,0.000000000000000,30,201475.000000000000000,0.336658300758186,-82.306104000000005,29.677751000000001,08203-160-000,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.192733696883185,197349.924176603526575,208629.924176603526575,-41670.075823396473425,-4125.075823396473425,41670.075823396473425,4125.075823396473425,0.833519473338408
5778,75994,0.490000000000000,1512,1.000000000000000,GAINESVILLE,204500,4824,1994,100,1323.000000000000000,0.000000000000000,189.000000000000000,0.000000000000000,30,169001.000000000000000,0.634471412967351,-82.307961000000006,29.674081999999999,08230-022-003,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.094763408278423,178932.408663174748654,183756.408663174748654,-20743.591336825251346,9931.408663174748654,20743.591336825251346,9931.408663174748654,0.898564345541197
5779,76013,0.440000000000000,1653,1.000000000000000,GAINESVILLE,244500,1048,1994,100,1653.000000000000000,0.000000000000000,102.000000000000000,0.000000000000000,30,206776.999999999970896,0.569729432052315,-82.309734000000006,29.683153000000001,08231-003-013,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.136481587769504,186555.038619417377049,187603.038619417377049,-56896.961380582622951,-20221.961380582593847,56896.961380582622951,20221.961380582593847,0.767292591490460
5780,76018,0.230000000000000,1035,1.000000000000000,GAINESVILLE,204600,464,1994,100,1035.000000000000000,0.000000000000000,138.000000000000000,0.000000000000000,30,173446.000000000000000,0.297813112209165,-82.311533999999995,29.682919999999999,08231-003-018,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.800464218583420,133314.225524141918868,133778.225524141918868,-70821.774475858081132,-40131.774475858081132,70821.774475858081132,40131.774475858081132,0.653852519668338
5781,76023,0.250000000000000,1059,1.000000000000000,GAINESVILLE,257500,1990,2012,100,1974.000000000000000,0.000000000000000,144.000000000000000,220.000000000000000,12,216885.000000000000000,0.323709904575179,-82.309282999999994,29.682749999999999,08231-003-024,MidtownEast_C,True,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.188972558917619,196609.058007586689200,198599.058007586689200,-58900.941992413310800,-20275.941992413310800,58900.941992413310800,20275.941992413310800,0.771258477699366
5782,76024,0.240000000000000,1183,1.000000000000000,GAINESVILLE,174800,393,1994,100,952.000000000000000,0.000000000000000,331.000000000000000,0.000000000000000,30,148187.000000000000000,0.310761508392172,-82.308988999999997,29.682756999999999,08231-003-025,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.893994570916210,146384.876256791845663,146777.876256791845663,-28022.123743208154337,-1802.123743208154337,28022.123743208154337,1802.123743208154337,0.839690367601784
5783,76025,0.240000000000000,1396,1.000000000000000,GAINESVILLE,203800,764,1994,100,1252.000000000000000,0.000000000000000,236.000000000000000,0.000000000000000,30,172465.999999999970896,0.310761508392172,-82.308698000000007,29.682756000000001,08231-003-026,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.993510041045994,161701.939680878334912,162465.939680878334912,-41334.060319121665088,-10764.060319121635985,41334.060319121665088,10764.060319121635985,0.797183217276145
5784,76028,0.240000000000000,1252,1.000000000000000,GAINESVILLE,248700,843,2002,100,1252.000000000000000,0.000000000000000,92.000000000000000,0.000000000000000,22,210552.000000000000000,0.310761508392172,-82.307824999999994,29.682751000000000,08231-003-029,MidtownEast_C,True,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.041630472772335,169673.362847822019830,170516.362847822019830,-78183.637152177980170,-40878.637152177980170,78183.637152177980170,40878.637152177980170,0.685630731193494
5785,76037,0.220000000000000,1252,1.000000000000000,GAINESVILLE,242100,176,2009,100,1252.000000000000000,0.000000000000000,92.000000000000000,0.000000000000000,15,205609.000000000000000,0.284864716026157,-82.309787999999998,29.682583999999999,08231-003-038,MidtownEast_C,True,False,False,0.850000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.133293314880254,185961.197414378344547,186137.197414378344547,-55962.802585621655453,-19647.802585621655453,55962.802585621655453,19647.802585621655453,0.768844268543488
5786,76048,0.240000000000000,989,1.000000000000000,GAINESVILLE,193200,300,1998,100,1978.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26,163919.999999999970896,0.310761508392172,-82.308989999999994,29.682441000000001,08231-003-049,MidtownEast_C,True,False,True,0.740000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.795924249598963,132710.354889265756356,133010.354889265756356,-60189.645110734243644,-31209.645110734214541,60189.645110734243644,31209.645110734214541,0.688459393836779
5787,76080,0.220000000000000,1209,1.000000000000000,GAINESVILLE,188700,192,1999,100,989.000000000000000,0.000000000000000,220.000000000000000,0.000000000000000,25,160203.000000000000000,0.284864716026157,-82.306085999999993,29.681887000000000,08231-003-081,MidtownEast_C,True,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.976184887050144,158924.557433512702119,159116.557433512702119,-29583.442566487297881,-1278.442566487297881,29583.442566487297881,1278.442566487297881,0.843224999647656
5788,76087,0.240000000000000,1286,1.000000000000000,GAINESVILLE,156200,213,1994,100,1044.000000000000000,0.000000000000000,290.000000000000000,0.000000000000000,30,132557.000000000000000,0.310761508392172,-82.308121000000000,29.681667000000001,08231-003-088,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.944509126775717,153969.394830072647892,154182.394830072647892,-2017.605169927352108,21412.394830072647892,2017.605169927352108,21412.394830072647892,0.987083193534396
5789,76092,0.260000000000000,1385,1.000000000000000,GAINESVILLE,183600,2472,1994,100,1385.000000000000000,0.000000000000000,95.000000000000000,0.000000000000000,30,153588.000000000000000,0.336658300758186,-82.309794999999994,29.681656000000000,08231-003-093,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.986748619587654,160612.292648740782170,163084.292648740782170,-20515.707351259217830,7024.292648740782170,20515.707351259217830,7024.292648740782170,0.888258674557412
5790,76093,0.260000000000000,1633,1.000000000000000,GAINESVILLE,234500,843,1994,100,1633.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,30,198482.000000000000000,0.336658300758186,-82.310153999999997,29.681657999999999,08231-003-094,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.090856143792045,178234.636495272628963,179077.636495272628963,-55422.363504727371037,-20247.363504727371037,55422.363504727371037,20247.363504727371037,0.763657298487303
5791,76096,0.260000000000000,1270,1.000000000000000,GAINESVILLE,215700,432,1994,100,1270.000000000000000,0.000000000000000,195.000000000000000,0.000000000000000,30,182913.000000000000000,0.336658300758186,-82.311518000000007,29.681685999999999,08231-003-097,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.939338818219992,153175.379970379843144,153607.379970379843144,-62092.620029620156856,-29737.620029620156856,62092.620029620156856,29737.620029620156856,0.712134353131107
5792,76097,0.240000000000000,1286,1.000000000000000,GAINESVILLE,186600,5525,1994,100,1044.000000000000000,0.000000000000000,290.000000000000000,0.000000000000000,30,153085.000000000000000,0.310761508392172,-82.311815999999993,29.681685999999999,08231-003-098,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.944509126775717,153969.394830072647892,159494.394830072647892,-27105.605169927352108,884.394830072647892,27105.605169927352108,884.394830072647892,0.854739522133294
5793,76128,0.200000000000000,933,1.000000000000000,GAINESVILLE,181700,200,1994,100,2799.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,154245.000000000000000,0.258967923660143,-82.306392000000002,29.687875999999999,08231-005-024,MidtownEast_C,True,False,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.682603579059176,118492.337978687311988,118692.337978687311988,-63007.662021312688012,-35752.662021312688012,63007.662021312688012,35752.662021312688012,0.653232459981768
5794,76138,0.210000000000000,933,1.000000000000000,GAINESVILLE,157500,200,1994,100,933.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,133675.000000000000000,0.271916319843150,-82.310670000000002,29.687615000000001,08231-005-034,MidtownEast_C,True,False,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.686280039045872,118928.772092691331636,119128.772092691331636,-38371.227907308668364,-14746.227907308668364,38371.227907308668364,14746.227907308668364,0.756373156144072
5795,76141,0.230000000000000,936,1.000000000000000,GAINESVILLE,148000,2120,1994,100,936.000000000000000,0.000000000000000,63.000000000000000,0.000000000000000,30,123680.000000000000000,0.297813112209165,-82.311515000000000,29.687380000000001,08231-005-037,MidtownEast_C,True,False,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.731463437042677,124425.626271909757634,126545.626271909757634,-21454.373728090242366,745.626271909757634,21454.373728090242366,745.626271909757634,0.855038015350742
5796,76149,0.240000000000000,1153,1.000000000000000,GAINESVILLE,171000,9728,1994,100,933.000000000000000,0.000000000000000,220.000000000000000,0.000000000000000,30,135622.000000000000000,0.310761508392172,-82.307907000000000,29.687405999999999,08231-005-045,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.874541433564467,143564.750235355837503,153292.750235355837503,-17707.249764644162497,7942.750235355837503,17707.249764644162497,7942.750235355837503,0.896448831785707
5797,76188,0.210000000000000,1228,1.000000000000000,GAINESVILLE,191900,543,1994,100,975.000000000000000,0.000000000000000,298.000000000000000,0.000000000000000,30,162572.000000000000000,0.271916319843150,-82.311012000000005,29.686423000000001,08231-005-084,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.906122792402453,148171.074265979812481,148714.074265979812481,-43185.925734020187519,-14400.925734020187519,43185.925734020187519,14400.925734020187519,0.774956093100468
5798,76191,0.210000000000000,933,1.000000000000000,GAINESVILLE,162600,200,1994,100,1866.000000000000000,0.000000000000000,0.000000000000000,440.000000000000000,30,138010.000000000000000,0.271916319843150,-82.311013000000003,29.686184999999998,08231-005-087,MidtownEast_C,True,False,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.806001189153392,134054.429821031255415,134254.429821031255415,-28345.570178968744585,-3955.570178968744585,28345.570178968744585,3955.570178968744585,0.825673000129344
5799,76194,0.210000000000000,1129,1.000000000000000,GAINESVILLE,242900,200,2000,100,975.000000000000000,0.000000000000000,262.000000000000000,0.000000000000000,24,206265.000000000000000,0.271916319843150,-82.311014000000000,29.685946000000001,08231-005-090,MidtownEast_C,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.946967560797704,154348.384097841568291,154548.384097841568291,-88351.615902158431709,-51916.615902158431709,88351.615902158431709,51916.615902158431709,0.636263417446857
5800,76207,0.240000000000000,1129,1.000000000000000,GAINESVILLE,177300,3474,1999,100,975.000000000000000,0.000000000000000,262.000000000000000,0.000000000000000,25,147231.000000000000000,0.310761508392172,-82.310685000000007,29.684608999999998,08231-006-003,MidtownEast_C,True,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.941892166154261,153566.989755665068515,157040.989755665068515,-20259.010244334931485,6335.989755665068515,20259.010244334931485,6335.989755665068515,0.885735982829470
5801,76208,0.220000000000000,1173,1.000000000000000,GAINESVILLE,248500,200,2005,100,975.000000000000000,0.000000000000000,262.000000000000000,0.000000000000000,19,211025.000000000000000,0.284864716026157,-82.310683999999995,29.684350999999999,08231-006-004,MidtownEast_C,True,False,False,0.810000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.046951994387754,170578.690038419590564,170778.690038419590564,-77721.309961580409436,-40446.309961580409436,77721.309961580409436,40446.309961580409436,0.687238189289415
5802,76253,0.250000000000000,912,1.000000000000000,GAINESVILLE,185200,2880,1999,100,912.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25,154540.000000000000000,0.323709904575179,-82.314425000000000,29.679303000000001,08232-008-000,MidtownEast_C,True,False,True,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.764177511970443,128563.408371211742633,131443.408371211728081,-53756.591628788271919,-25976.591628788257367,53756.591628788271919,25976.591628788257367,0.709737626194448
5803,76399,0.120000000000000,1466,1.000000000000000,GAINESVILLE,283600,435,2021,100,1466.000000000000000,0.000000000000000,244.000000000000000,270.000000000000000,3,240625.000000000000000,0.155380754196086,-82.323342999999994,29.685323000000000,08247-089-000,MidtownEast_C,False,False,False,0.970000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.401790274320154,243236.688330889068311,243671.688330889068311,-39928.311669110931689,2611.688330889068311,39928.311669110931689,2611.688330889068311,0.859209056173798
5804,76435,0.280000000000000,1270,1.000000000000000,GAINESVILLE,263400,628,2006,100,1270.000000000000000,0.000000000000000,139.000000000000000,300.000000000000000,18,223262.000000000000000,0.362555093124200,-82.330247000000000,29.681902000000001,08255-000-000,MidtownEast_C,False,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.181998261764779,195242.618530303327134,195870.618530303327134,-67529.381469696672866,-28019.381469696672866,67529.381469696672866,28019.381469696672866,0.743624216136307
5805,76441,0.230000000000000,1120,1.000000000000000,GAINESVILLE,242300,4635,1999,100,2240.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,25,201319.999999999970896,0.297813112209165,-82.329603000000006,29.682341999999998,08257-001-000,MidtownEast_C,False,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.873327407229519,143390.564602166647092,148025.564602166647092,-94274.435397833352908,-57929.435397833323805,94274.435397833352908,57929.435397833323805,0.610918549740679
5806,76444,0.770000000000000,2754,1.000000000000000,GAINESVILLE,384700,2775,1994,100,1494.000000000000000,1260.000000000000000,0.000000000000000,0.000000000000000,30,324220.000000000000000,0.997026506091551,-82.330305999999993,29.682687999999999,08258-000-000,MidtownEast_C,False,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.401045065043476,243055.493616692750948,245830.493616692750948,-138869.506383307249052,-81164.506383307249052,138869.506383307249052,81164.506383307249052,0.639018699289557
5807,76452,0.290000000000000,1303,1.000000000000000,GAINESVILLE,298900,380,2000,100,1303.000000000000000,0.000000000000000,0.000000000000000,520.000000000000000,24,253685.000000000000000,0.375503489307208,-82.328875999999994,29.687184999999999,08259-006-000,MidtownEast_C,True,False,False,0.760000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.134305995245658,186149.612053527816897,186529.612053527816897,-112370.387946472183103,-67535.387946472183103,112370.387946472183103,67535.387946472183103,0.624053569934854
5808,76454,0.230000000000000,2493,1.000000000000000,GAINESVILLE,405000,16338,2015,100,915.000000000000000,1092.000000000000000,562.000000000000000,500.000000000000000,9,327912.000000000000000,0.297813112209165,-82.329228000000001,29.686795000000000,08259-008-000,MidtownEast_C,True,False,False,0.910000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.778812247038047,354623.608073681767564,370961.608073681767564,-34038.391926318232436,26711.608073681767564,34038.391926318232436,26711.608073681767564,0.915954587836251
5809,76504,0.210000000000000,1340,1.000000000000000,GAINESVILLE,214300,1292,1994,100,1340.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,180863.000000000000000,0.271916319843150,-82.335168999999993,29.682269000000002,08277-000-000,MidtownEast_C,False,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.857305811370299,141111.524605618673377,142403.524605618673377,-71896.475394381326623,-39751.475394381326623,71896.475394381326623,39751.475394381326623,0.664505481127479
5810,76505,0.240000000000000,1040,1.000000000000000,GAINESVILLE,194600,145,1994,100,1040.000000000000000,0.000000000000000,155.000000000000000,0.000000000000000,30,165265.000000000000000,0.310761508392172,-82.335543999999999,29.682265000000001,08278-000-000,MidtownEast_C,False,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.754639376465159,127342.982706271752249,127487.982706271752249,-67112.017293728247751,-37922.017293728247751,67112.017293728247751,37922.017293728247751,0.655128379785569
5811,76508,0.240000000000000,1060,1.000000000000000,GAINESVILLE,137700,0,1994,100,1060.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,30,117045.000000000000000,0.310761508392172,-82.335538999999997,29.682704999999999,08281-000-000,MidtownEast_C,False,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.722300744536783,123290.759675150649855,123290.759675150649855,-14409.240324849350145,6245.759675150649855,14409.240324849350145,6245.759675150649855,0.895357731845684
5812,76517,0.580000000000000,816,1.000000000000000,GAINESVILLE,163500,0,1994,100,816.000000000000000,0.000000000000000,44.000000000000000,0.000000000000000,30,138975.000000000000000,0.751006978614415,-82.334265000000002,29.682838000000000,08287-001-000,MidtownEast_C,False,False,True,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.660148503150719,115861.234900403098436,115861.234900403098436,-47638.765099596901564,-23113.765099596901564,47638.765099596901564,23113.765099596901564,0.708631406118673
5813,76521,0.240000000000000,816,1.000000000000000,GAINESVILLE,196000,1457,2012,100,1632.000000000000000,0.000000000000000,96.000000000000000,0.000000000000000,12,165143.000000000000000,0.310761508392172,-82.334658000000005,29.682535999999999,08290-000-000,MidtownEast_C,False,False,True,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.861901492182662,141761.520574645692250,143218.520574645692250,-52781.479425354307750,-23381.479425354307750,52781.479425354307750,23381.479425354307750,0.730706737625743
5814,76526,0.330000000000000,1458,1.000000000000000,GAINESVILLE,255400,2803,2002,100,1216.000000000000000,0.000000000000000,242.000000000000000,0.000000000000000,22,214287.000000000000000,0.427297074039236,-82.333010000000002,29.683482999999999,08291-001-000,MidtownEast_C,False,False,False,0.780000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.115267518269711,182639.130099812056869,185442.130099812056869,-69957.869900187943131,-31647.869900187943131,69957.869900187943131,31647.869900187943131,0.726085082614769
5815,76529,0.330000000000000,1720,1.000000000000000,GAINESVILLE,241600,4671,1994,100,1530.000000000000000,0.000000000000000,190.000000000000000,0.000000000000000,30,200689.000000000000000,0.427297074039236,-82.333354999999997,29.683841999999999,08293-001-000,MidtownEast_C,False,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.091767504200988,178397.146527833363507,183068.146527833363507,-58531.853472166636493,-22291.853472166636493,58531.853472166636493,22291.853472166636493,0.757732394568847
5816,76590,0.320000000000000,1074,1.000000000000000,GAINESVILLE,209200,5579,1999,100,1074.000000000000000,0.000000000000000,120.000000000000000,0.000000000000000,25,172241.000000000000000,0.414348677856229,-82.333517000000001,29.677085000000002,08311-000-000,MidtownEast_C,False,False,False,0.750000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.872854453960242,143322.763600471109385,148901.763600471109385,-60298.236399528890615,-28918.236399528890615,60298.236399528890615,28918.236399528890615,0.711767512430550
5817,76595,0.810000000000000,1364,1.000000000000000,GAINESVILLE,371300,1465,2012,100,1364.000000000000000,0.000000000000000,36.000000000000000,0.000000000000000,12,314140.000000000000000,1.048820090823580,-82.332626000000005,29.676145000000002,08314-001-000,MidtownEast_C,False,False,False,0.880000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.263097658259591,211736.458119600225473,213201.458119600225473,-158098.541880399774527,-102403.541880399774527,158098.541880399774527,102403.541880399774527,0.574202688175600
5818,76608,0.720000000000000,1240,1.000000000000000,GAINESVILLE,252200,6978,1995,100,2480.000000000000000,0.000000000000000,274.000000000000000,0.000000000000000,29,207392.000000000000000,0.932284525176515,-82.329708999999994,29.685866999999998,08324-000-000,MidtownEast_C,True,False,False,0.710000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.020466014596638,166120.052635453903349,173098.052635453903349,-79101.947364546096651,-41271.947364546096651,79101.947364546096651,41271.947364546096651,0.686352310211950
5819,76626,0.450000000000000,1584,1.000000000000000,GAINESVILLE,284200,3314,2006,100,624.000000000000000,672.000000000000000,336.000000000000000,0.000000000000000,18,238256.000000000000000,0.582677828235322,-82.328975000000000,29.683962000000001,08341-000-000,MidtownEast_C,True,False,False,0.820000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.302971064144188,220349.690160365862539,223663.690160365862539,-60536.309839634137461,-17906.309839634137461,60536.309839634137461,17906.309839634137461,0.786993983674757
5820,76640,0.230000000000000,1670,1.000000000000000,GAINESVILLE,205000,642,1994,100,1156.000000000000000,0.000000000000000,514.000000000000000,0.000000000000000,30,173608.000000000000000,0.297813112209165,-82.328512000000003,29.684370000000001,08353-000-000,MidtownEast_C,True,False,False,0.700000000000000,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.107996872243042,181316.041317789437016,181958.041317789437016,-23041.958682210562984,7708.041317789437016,23041.958682210562984,7708.041317789437016,0.887600201550192
