#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,GC441888,SLD,1589 NW 119th TER,Gainesville,32606,South Pointe,"2,335",04321-202-023,"$403,000",4,3,0,2020.0,Community,Single Family Residence,,"$1,098.00",93,93,6,VA,05/28/2021,$172.59,$172.59,1.0,Bosshardt Realty Services LLC,Trina Christensen,259500510,259504926.0,Gainesville-Alachua,Ocala - Marion,True
1,GC443923,SLD,12327 SW 4th PL,Newberry,32669,Amariah Park,"1,933",04340-010-046,"$403,760",3,2,0,2021.0,Community,Single Family Residence,,$0.00,157,157,1,Conventional,09/30/2021,$208.88,$208.88,1.0,G W Robinson Realty Inc,Christopher D Kobrin,259505688,259500047.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC436380,SLD,12316 SW 5TH AVE,Newberry,32669,Amariah Park,"1,945",04340-010-027,"$404,000",3,2,0,2020.0,Community,Single Family Residence,,$0.00,176,176,126,Conventional,01/05/2021,$209.77,$207.71,0.99,G W Robinson Realty Inc,Mark Deger,259505366,259504964.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC443693,SLD,810 SW 88th ST,Gainesville,32607,Cobblefield/Thornbury,"2,450",06672-100-051,"$404,250",3,3,0,2003.0,Community,Single Family Residence,,"$5,027.00",67,67,99,FHA,09/27/2021,$165.00,$165,1.0,Coldwell Banker M.M. Parrish Realtors,Cindy & Jim Fine Properties,259503772,259505610.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC500581,SLD,21018 NW 166TH PL,HIGH SPRINGS,32643,EDGEMOOR,"1,930",01516-010-022,"$404,500",4,2,0,2004.0,Private,Single Family Residence,Fee Simple,"$4,243.00",3,3,4,VA,12/10/2021,$204.66,$209.59,1.02,"FORRESTER REALTY, LLC",Brenda Forrester,259500800,261010896.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC440653,SLD,1459 SW 68th TER,Gainesville,32607,Grand Oaks (Gainesville),"1,900",06677-003-123,"$404,700",3,2,0,2021.0,Community,Single Family Residence,,$0.00,320,320,239,Conventional,11/23/2021,$210.00,$213,1.01,WATSON REALTY CORP-GVILLE,C. Allison Ables,259504715,259500056.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC445679,SLD,7983 SW 83rd TER,Gainesville,32608,LongLeaf,"2,246",07098-204-150,"$404,900",3,2,0,2006.0,Community,Single Family Residence,,"$4,272.00",44,44,3,Conventional,08/05/2021,$178.05,$180.28,1.01,Pepine Realty,Peter Min,259506036,259506269.0,Gainesville-Alachua,Ocala - Marion,True
1,GC501000,SLD,919 SW 6TH AVE,GAINESVILLE,32601,UNIVERSITY HEIGHTS,"2,868",13166-000-000,"$405,000",7,3,0,1946.0,,Single Family Residence,Fee Simple,"$6,165.16",0,0,3,Cash,12/06/2021,$139.47,$141.21,1.01,FLORIDA HOMES REALTY & MORTGAGE LLC,Ian Gray,259506275,259504837.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC444639,SLD,1402 NW 104th DR,Gainesville,32606,Broadmoor,"2,301",06306-070-099,"$405,000",4,3,0,2002.0,,Single Family Residence,,"$4,044.00",28,28,7,Cash,06/16/2021,$181.66,$176.01,0.97,Bosshardt Realty Services LLC,Amy Y Yang,259506118,259500004.0,Gainesville-Alachua,Ocala - Marion,True
1,GC443780,SLD,9804 NW 54TH PL,Gainesville,32653,Hammock (The),"2,394",06037-032-000,"$405,000",3,3,0,1981.0,Private,Single Family Residence,,"$4,602.00",62,62,9,VA,06/24/2021,$167.04,$169.17,1.01,"Campus To Coast Realty, Inc",Jennifer Lee,259503897,259500060.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC441606,SLD,3853 SW 91st DR,Gainesville,32608,HP/Colson Corner,"2,576",06860-345-011,"$405,000",4,3,0,2004.0,Community,Single Family Residence,,"$5,691.00",55,55,24,Conventional,04/15/2021,$162.66,$157.22,0.97,Florida Homes Realty & Mortgage,Heather Damron,259505195,259500004.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC441179,SLD,7226 SW 86th TER,Gainesville,32608,Mentone,"2,593",07061-080-009,"$405,000",4,3,0,2002.0,Community,Single Family Residence,,"$5,635.00",63,63,1,Conventional,03/31/2021,$156.19,$156.19,1.0,Bosshardt Realty Services LLC,Alexandra Douglass,259506232,259504926.0,Gainesville-Alachua,Ocala - Marion,True
1,GC440811,SLD,1394 SW 68th TER,Gainesville,32607,Grand Oaks (Gainesville),"1,750",06677-003-118,"$405,000",4,2,0,2021.0,Community,Single Family Residence,,$0.00,306,306,252,Conventional,11/17/2021,$225.77,$231.43,1.03,RABELL REALTY GROUP LLC,Kristen Rabell,259504030,259500004.0,Ocala - Marion,Gainesville-Alachua,True
1,GC440452,SLD,5135 SW 105th WAY,Gainesville,32608,HP/The Hamptons 32,"2,326",06860-320-022,"$405,000",3,2,1,1997.0,,Single Family Residence,,"$5,975.00",73,73,51,Cash,03/19/2021,$180.52,$174.12,0.96,Coldwell Banker M.M. Parrish Realtors,Russ Hyden,259500617,70002595.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC446625,SLD,111 NW 28th TER,Gainesville,32607,Black Pines,"2,108",06466-033-000,"$405,000",4,3,1,1980.0,,Single Family Residence,,"$4,925.00",61,61,27,Conventional,09/22/2021,$196.87,$192.13,0.98,Sage Real Estate,Megan Atwater,259505974,70002595.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC445210,SLD,15848 NW 205th ST,High Springs,32643,Weston Oaks,"1,881",01519-020-002,"$405,000",3,2,0,2008.0,Private,Single Family Residence,,"$3,268.00",44,44,8,Conventional,07/20/2021,$217.92,$215.31,0.99,TY Realty of North Florida,Tina Yakel,259503574,259500035.0,Ocala - Marion,Ocala - Marion,True
1,GC441220,SLD,202 NW 5th ST,Micanopy,32667,Smiths Addition,"1,910",16520-062-000,"$405,000",3,2,0,1928.0,,Single Family Residence,,"$4,139.00",144,144,143,Cash,07/28/2021,$219.90,$212.04,0.96,Sage Real Estate,Michelle Hazen,259504971,70002595.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC443564,SLD,4336 NW 10th PL,Gainesville,32605,Kelston Lane,"1,968",06375-300-006,"$405,900",3,2,0,1997.0,,Single Family Residence,,"$3,278.00",0,0,1,Cash,04/14/2021,$206.25,$206.25,1.0,Coldwell Banker M.M. Parrish Realtors,Jacqueline Knowles,259503594,259500037.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC444958,SLD,10226 SW 49th LN,Gainesville,32608,HP/Middleton Green 20,"2,699",06860-200-009,"$406,000",4,3,0,1999.0,,Single Family Residence,,"$6,792.00",24,24,1,Cash,06/21/2021,$148.17,$150.43,1.02,Bosshardt Realty Services LLC,Michele Loeffler,259500408,259500037.0,Gainesville-Alachua,Ocala - Marion,True
1,GC443266,SLD,5024 NW 75th LN,Gainesville,32653,Blues Creek,"2,383",06006-030-017,"$406,000",4,2,0,1993.0,Community,Single Family Residence,,"$3,388.00",44,44,4,Conventional,05/21/2021,$163.66,$170.37,1.04,Coldwell Banker M.M. Parrish Realtors,Kristin Kelly,259505056,259500037.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC441455,SLD,2049 NW 7th LN,Gainesville,32603,Murrey Hill Ct,"2,935",15452-000-000,"$407,000",3,4,0,1948.0,,Single Family Residence,,"$6,608.00",60,60,59,Cash,05/17/2021,$139.35,$138.67,1.0,Bosshardt Realty Services LLC,Nancy Turbyfill,259504752,259505695.0,Gainesville-Alachua,Ocala - Marion,True
1,GC444070,SLD,6711 NW 38TH TER,Gainesville,32653,Millhopper Stat-Montclaire,"2,533",06020-040-034,"$407,000",4,2,0,1997.0,,Single Family Residence,,"$7,227.00",16,16,0,Conventional,05/18/2021,$157.52,$160.68,1.02,Keller Williams Gainesville Realty Partners,Paul A Curlings - The Curlings Group,259505857,259505695.0,Ocala - Marion,Ocala - Marion,True
1,GC440022,SLD,13470 NW 7th RD,Newberry,32669,Arbor Greens,"2,543",04338-010-050,"$408,000",4,3,0,2007.0,Community,Single Family Residence,,"$7,335.00",62,62,15,Conventional,02/01/2021,$161.23,$160.44,1.0,Coldwell Banker M.M. Parrish Realtors,Lauretta Fogg,259500478,259500004.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC434338,SLD,6808 SW 77th ST,Gainesville,32608,Grand Preserve At Kanapaha,"2,570",07060-100-618,"$408,062",4,3,1,2020.0,Community,Single Family Residence,,$1.00,278,266,0,Conventional,01/22/2021,$158.78,$158.78,1.0,Skobel Realty LLC,Loree Skobel,259504735,259504945.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC436879,SLD,6211 SW 46th DR,Gainesville,32608,Finley Woods,"1,620",06985-030-081,"$408,129",4,2,0,2021.0,,Single Family Residence,,"$4,500.00",393,393,235,FHA,08/30/2021,$234.57,$251.93,1.07,Tommy Williams Realty LLC,Todd Louis,259502096,259504761.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC442666,SLD,14172 NW 30th AVE,Gainesville,32606,Turnberry Lake,"2,126",04222-100-035,"$408,400",3,2,0,2010.0,Community,Single Family Residence,,"$4,919.00",26,26,0,Conventional,04/14/2021,$192.80,$192.1,1.0,RE/MAX Professionals,Dada McGlynn-Multinational Team,275501157,259500046.0,Ocala - Marion,Ocala - Marion,True
1,GC437820,SLD,8983 SW 65 LN,Gainesville,32608,Eloise Gardens,"2,509",007054031099,"$408,500",4,3,0,2007.0,,Single Family Residence,,"$5,248.00",194,194,132,Conventional,03/19/2021,$165.40,$162.81,0.98,RE/MAX Professionals,Lynn Hughes,259505750,259500004.0,Gainesville-Alachua,Ocala - Marion,False
1,GC442149,SLD,3474 SW 109th WAY,Gainesville,32608,Oakmont,"1,940",04427-111-472,"$408,850",4,2,0,2021.0,Community,Single Family Residence,,$0.00,116,116,0,Conventional,06/29/2021,$217.58,$210.75,0.97,ICI Select Realty Inc.,Ali H Kargar,253004979,253001996.0,Gainesville-Alachua,Tampa,True
1,GC445299,SLD,16209 NW 204th ST,High Springs,32643,Weston Oaks,"2,166",01519-020-080,"$409,000",4,2,1,2018.0,,Single Family Residence,,"$5,342.00",54,54,53,Cash,08/26/2021,$193.40,$188.83,0.98,Florida Homes Realty & Mortgage,Melissa Westmoreland,282570058,259506003.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC444688,SLD,4307 NW 58th AVE,Gainesville,32653,Ashton,"2,244",06023-040-037,"$409,125",4,2,0,1993.0,Private,Single Family Residence,,"$5,845.00",15,15,42,FHA,07/13/2021,$182.32,$182.32,1.0,Florida Homes Realty & Mortgage,Xavrae Burse,259504882,259504964.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC445672,SLD,1761 SW 72ND CIR,Gainesville,32607,Grand Oaks (Gainesville),"2,028",06677-030-006,"$409,200",3,2,0,2019.0,,Single Family Residence,,$843.00,37,37,6,Conventional,07/28/2021,$204.64,$201.78,0.99,BHHS Florida Realty,Angelina Ballatore,259505380,259505695.0,Gainesville-Alachua,Ocala - Marion,True
1,GC441352,SLD,801 NW 37th TER,Gainesville,32605,Littlewood Estates,"2,498",06401-024-000,"$409,500",4,3,0,1962.0,,Single Family Residence,,"$5,888.00",116,116,28,Cash,06/01/2021,$170.10,$163.93,0.96,Sage Real Estate,Michelle Hazen,259504971,259504926.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC443963,SLD,16144 NW 205th ST,High Springs,32643,Weston Oaks,"2,052",01519-020-009,"$409,500",4,2,0,2021.0,,Single Family Residence,,$781.00,120,120,77,Conventional,08/27/2021,$199.56,$199.56,1.0,Coldwell Banker M.M. Parrish Realtors,Cindy & Jim Fine Properties,259503772,270534868.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC442869,SLD,7385 SW 37th RD,Gainesville,32608,Garison Way,"2,072",06840-020-059,"$410,000",3,2,0,2011.0,Community,Single Family Residence,,"$6,307.00",53,53,3,Conventional,05/17/2021,$188.18,$197.88,1.05,Coldwell Banker M.M. Parrish Realtors,Michele L Zopf,259506672,259505695.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC441282,SLD,1425 NW 104TH DR,Gainesville,32606,Broadmoor,"2,626",06306-070-091,"$410,000",4,3,0,2003.0,,Single Family Residence,,"$4,401.00",92,92,25,Conventional,05/06/2021,$155.75,$156.13,1.0,Bristol Park Realty,Richard Giambrone,259500340,70002595.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC440227,SLD,505 SW 28 ST,Gainesville,32607,Golfview (400),"1,913",06460-117-000,"$410,000",3,2,0,2005.0,,Single Family Residence,,"$6,177.00",91,91,36,Conventional,03/11/2021,$224.26,$214.32,0.96,BHGRE Thomas Group,Kim S Chalmers,259505909,259504926.0,Gainesville-Alachua,Ocala - Marion,True
1,GC439326,SLD,14914 SW 91 ST,Archer,32618,South Fork Ranch Estates,"2,385",07406-002-004,"$410,000",4,3,0,2005.0,,Single Family Residence,,"$4,900.00",88,88,32,Conventional,02/01/2021,$174.00,$171.91,0.99,Rabell Realty Group LLC,Nancy (Trey) Anderson,259505137,70002595.0,Ocala - Marion,Ocala - Marion,True
1,GC446735,SLD,316 SW 165TH ST,Newberry,32669,Marlboro Farms,"2,500",04360-010-000,"$411,000",4,2,1,1975.0,,Single Family Residence,,"$2,503.00",36,36,5,Conventional,09/02/2021,$159.96,$164.4,1.03,BHHS Florida Realty,Jeffrey Tice,259500527,259500056.0,Gainesville-Alachua,Ocala - Marion,True
1,GC443926,SLD,12439 SW 4th PL,Newberry,32669,Amariah Park,"2,011",04340-010-041,"$411,247",3,2,0,2021.0,Community,Single Family Residence,,$0.00,126,126,1,Conventional,08/30/2021,$204.50,$204.5,1.0,G W Robinson Realty Inc,Mark Deger,259505366,259500047.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC437944,SLD,11967 SW 29th PL,Gainesville,32608,Oakmont,"1,764",04427-111-372,"$411,941",3,2,0,2021.0,Community,Single Family Residence,,$0.00,241,241,131,Conventional,05/12/2021,$227.22,$233.53,1.03,Tommy Williams Realty LLC,Ashley Morrell,259503546,259504874.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC445093,SLD,1885 SW 65 DR,Gainesville,32607,Portofino,"2,849",06677-100-037,"$412,000",5,3,1,2006.0,Community,Single Family Residence,,"$5,641.00",22,22,11,Cash,06/25/2021,$140.37,$144.61,1.03,Keller Williams Gainesville Realty Partners,Darren Jones,259505414,259504874.0,Gainesville-Alachua,Ocala - Marion,True
1,GC441663,SLD,8551 SW 26TH LN,Gainesville,32608,HP/Market Square,"2,389",06860-366-007,"$412,000",3,3,0,2008.0,,Single Family Residence,,"$4,592.00",48,48,1,Conventional,04/06/2021,$171.54,$172.46,1.01,Bosshardt Realty Services LLC,Mitchell Martin,259500731,259504926.0,Gainesville-Alachua,Ocala - Marion,True
1,GC445718,SLD,102 SW 165 ST,Newberry,32669,Marlboro Farms,"2,141",04360-006-000,"$412,000",3,2,0,1997.0,,Single Family Residence,,"$3,725.00",37,37,4,Cash,07/30/2021,$186.78,$192.43,1.03,Watson Realty Corp - NW 23rd Ave.,Sherman Bryan,259505299,259500037.0,Ocala - Marion,Ocala - Marion,True
1,GC445461,SLD,14293 NW 159TH LN,Alachua,32615,Baywood Hills,"3,554",03067-060-027,"$412,000",5,4,0,2008.0,,Single Family Residence,,"$5,948.00",125,125,89,VA,10/17/2021,$112.55,$115.93,1.03,"HOMELISTER, INC.",Jennifer Stein,205558258,55055.0,Sarasota - Manatee,Sarasota - Manatee,True
1,GC440657,SLD,4727 NW 71st PL,Gainesville,32653,Sterling Place,"2,553",06008-020-031,"$412,900",4,2,1,1997.0,,Single Family Residence,,"$4,476.00",41,41,6,Conventional,02/18/2021,$161.73,$161.73,1.0,BHGRE Thomas Group,Ericka Gilchrist,259503978,259504926.0,Ocala - Marion,Ocala - Marion,True
1,GC445866,SLD,419 NW 4th AVE,Gainesville,32601,Brush Addn,"2,008",14500-000-000,"$413,000",3,2,1,1930.0,,Single Family Residence,,"$1,852.00",3,3,0,Conventional,06/28/2021,$205.68,$205.68,1.0,Coldwell Banker M.M. Parrish Realtors,Kristin Kelly,259505056,259505378.0,Gainesville-Alachua,Pinellas Suncoast,True
1,GC500143,SLD,3130 NW 31ST ST,GAINESVILLE,32605,CHATEAU FOREST,"2,200",1038258,"$413,900",4,2,1,1981.0,,Single Family Residence,Fee Simple,"$4,670.00",0,0,12,Conventional,11/19/2021,$181.82,$188.14,1.03,SUSKIN REALTY INC,Leslie Suskin,259500362,259500792.0,Gainesville-Alachua,Gainesville-Alachua,False
1,GC436541,SLD,1015 NW 22nd ST,Gainesville,32605,Florida Park,"2,040",09141-000-000,"$414,800",3,2,1,1958.0,Private,Single Family Residence,,"$5,699.00",238,238,267,Conventional,05/24/2021,$220.10,$203.33,0.92,Dawn Realty,Mike Hastings,259503533,259504044.0,Gainesville-Alachua,Ocala - Marion,True
1,GC444058,SLD,4949 SW 63rd LN,Gainesville,32608,Finley Woods,"2,074",06985-010-028,"$414,900",4,2,0,2016.0,,Single Family Residence,,"$5,192.00",54,54,12,Conventional,06/24/2021,$200.05,$200.05,1.0,Watson Realty Corp - NW 23rd Ave.,Jonathan Colon,259500568,25950341.0,Gainesville-Alachua,Ocala - Marion,True
1,GC500614,SLD,10204 SW 55TH LN,GAINESVILLE,32608,HAILE PLANTATION UNIT 12 PH III,"1,894",06860-123-079,"$415,000",3,2,0,1992.0,,Single Family Residence,Fee Simple,"$4,760.00",4,4,4,Conventional,12/22/2021,$215.95,$219.11,1.01,WATSON REALTY CORP,Lauren Traviesa,259505959,259505835.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC442682,SLD,4115 NW 37TH TER,Gainesville,32606,Breckenridge,"2,179",06074-030-007,"$415,000",3,2,0,2001.0,,Single Family Residence,,"$4,389.00",87,87,33,Conventional,07/01/2021,$187.24,$190.45,1.02,Bosshardt Realty Services LLC,Justin Johnson,259506475,259504044.0,Gainesville-Alachua,Ocala - Marion,True
1,GC441676,SLD,376 NW 136TH ST,Newberry,32669,Arbor Greens,"2,537",04338-010-002,"$415,000",4,4,0,2006.0,Private,Single Family Residence,,"$6,894.00",63,63,55,Conventional,06/03/2021,$165.55,$163.58,0.99,"Matchmaker Realty Of Alachua County, Inc",Gia Arvin,259503472,259504874.0,Gainesville-Alachua,Orlando Regional,True
1,GC441064,SLD,729 SW 132nd DR,Newberry,32669,Town Of Tioga,"2,181",04333-114-340,"$415,000",3,2,0,2015.0,Community,Single Family Residence,,"$6,259.00",75,67,27,Conventional,04/02/2021,$190.26,$190.28,1.0,Tioga Realty Inc,Tom & Trish Reilly,259503138,259500037.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC440273,SLD,5010 NW 53RD ST,Gainesville,32653,Hunters Glenn,"2,777",06055-028-000,"$415,000",4,2,1,1989.0,Private,Single Family Residence,,"$6,664.00",68,68,2,Conventional,02/23/2021,$149.44,$149.44,1.0,BHHS Florida Realty,Teiss Parr Trio Chelsea,259503915,259506003.0,Gainesville-Alachua,Ocala - Marion,True
1,GC440058,SLD,14907 NW 174th AVE,Alachua,32615,Dogwood Acres (Alachua),"2,236",03013-010-009,"$415,000",4,3,0,1995.0,,Single Family Residence,,"$5,167.00",45,45,5,Conventional,01/20/2021,$190.07,$185.6,0.98,Pepine Realty,Betsy Pepine,259503892,259505573.0,Ocala - Marion,Ocala - Marion,True
1,GC446764,SLD,1733 SW 72nd CIR,Gainesville,32607,Grand Oaks (Gainesville),"2,164",06677-003-011,"$415,000",4,3,1,2020.0,Community,Single Family Residence,,"$1,098.00",69,69,26,FHA,10/05/2021,$196.86,$191.77,0.97,"COLDWELL BANKER M.M. PARRISH, REALTORS",Meghan McGriff,259505817,25950341.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC445039,SLD,8718 SW 8th PL,Gainesville,32608,Cobblefield/Thornbury,"2,397",06672-100-049,"$415,000",4,3,0,2002.0,Community,Single Family Residence,,"$5,516.00",37,37,2,Conventional,07/08/2021,$173.13,$173.13,1.0,Florida Homes Realty & Mortgage,Lindsay A Akri,259506147,70002595.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC437480,SLD,1652 NW 119th TER,Gainesville,32606,South Pointe,"2,335",04321-202-019,"$415,365",4,3,0,2020.0,Community,Single Family Residence,,"$1,059.00",155,155,-2,Conventional,01/22/2021,$175.62,$177.89,1.01,Bosshardt Realty Services LLC,Trina Christensen,259500510,259500004.0,Gainesville-Alachua,Ocala - Marion,True
1,OM628651,SLD,1726 SW 72 CIR,GAINESVILLE,32607,GRAND OAKS AT TOWER PH I PB 35 PG 68,"1,982",06677-030-021,"$416,000",4,3,0,2020.0,,Single Family Residence,Fee Simple,$878.55,4,4,4,VA,12/03/2021,$207.87,$209.89,1.01,RABELL REALTY GROUP LLC,Jacquelyn Mercier,279527078,259500004.0,Ocala - Marion,Gainesville-Alachua,True
1,GC500159,SLD,4230 NW 55TH WAY,GAINESVILLE,32606,HUNTINGTON PH III,"2,481",06059-030-032,"$417,000",4,3,0,1992.0,Private,Single Family Residence,Fee Simple,"$6,328.00",0,0,2,Conventional,11/09/2021,$173.28,$168.08,0.97,BOSSHARDT REALTY SERVICES LLC,Carol Bosshardt,259500198,259500004.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC500632,SLD,421 SW 80TH DR,GAINESVILLE,32607,SUNNINGDALE,"3,140",06656-610-002,"$418,000",5,2,1,1977.0,Private,Single Family Residence,Fee Simple,"$4,561.95",3,3,17,Conventional,12/09/2021,$127.30,$133.12,1.05,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259507001.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC447797,SLD,11006 Palmetto BLVD,Alachua,32615,Turkey Creek,"2,350",05900-502-019,"$418,000",3,2,0,1999.0,Community,Single Family Residence,,"$5,691.00",63,63,20,Conventional,11/11/2021,$178.68,$177.87,1.0,RE/MAX PROFESSIONALS,"Dada McGlynn, X",275501157,259500025.0,Ocala - Marion,Gainesville-Alachua,True
1,GC448079,SLD,15835 NW 205th ST,High Springs,32643,Weston Oaks,"2,070",01519-020-105,"$420,000",4,3,0,2020.0,,Single Family Residence,,"$1,210.00",27,27,27,VA,11/30/2021,$202.90,$202.9,1.0,RABELL REALTY GROUP LLC,Kristen Rabell,259504030,259504926.0,Ocala - Marion,Gainesville-Alachua,True
1,GC444366,SLD,11146 NW 18th RD,Gainesville,32606,Ridgemont(350),"2,092",04321-053-045,"$420,000",3,2,0,2012.0,,Single Family Residence,,"$6,292.00",36,36,2,Cash,06/16/2021,$195.98,$200.76,1.02,Fontana Realty,Sharon H Harp,259506406,259504874.0,Gainesville-Alachua,Ocala - Marion,True
1,GC441932,SLD,8310 SW 28TH PL,GAINESVILLE,32608,NOT IN SUBDIVISION,"2,278",06850-021-000,"$420,000",4,3,1,1974.0,Private,Single Family Residence,,"$3,137.00",42,42,4,Conventional,04/08/2021,$175.55,$184.37,1.05,BHGRE THOMAS GROUP,Tiffany Thomas,259503896,259505695.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC441678,SLD,18275 NW 46th AVE,Alachua,32615,Out of Area,"3,392",04159-001-001,"$420,000",4,3,0,2005.0,Private,Single Family Residence,,"$5,660.00",64,64,68,Conventional,06/10/2021,$91.36,$123.82,1.36,BHHS Florida Realty,Mae Alden,259500512,259504182.0,Gainesville-Alachua,Ocala - Marion,True
1,GC439799,SLD,17959 NW 177th AVE,Alachua,32615,Meadowglen Farms,"2,694",03024-020-017,"$420,000",3,3,1,2000.0,Private,Single Family Residence,,"$4,898.00",50,50,8,Cash,01/12/2021,$163.33,$155.9,0.95,Horizon Realty Of Alachua Inc,Tina M Pelletier,259506665,259504964.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC438256,SLD,6742 SW 77th ST,Gainesville,32608,Grand Preserve At Kanapaha,"2,120",07060-100-622,"$420,000",4,3,0,2021.0,Community,Single Family Residence,,"$1,095.00",264,264,140,Conventional,06/15/2021,$198.11,$198.11,1.0,Skobel Realty LLC,Loree Skobel,259504735,259500060.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC446829,SLD,7611 NW 179TH ST,Alachua,32615,Southern Comfort,"2,072",04087-010-000,"$420,000",3,2,0,1993.0,,Single Family Residence,,"$2,230.00",48,48,21,Conventional,09/17/2021,$205.12,$202.7,0.99,"Charles Rutenberg Realty, Fort Lauderdale",Abraham Bezerra - Abraham Agape Group,278043896,259505695.0,Gainesville-Alachua,Lakeland,True
1,GC446399,SLD,5107 NW 78 PL,Gainesville,32653,Blues Creek,"3,008",06006-032-046,"$420,000",4,3,0,1993.0,Community,Single Family Residence,,"$4,587.00",46,46,2,Conventional,08/31/2021,$138.63,$139.63,1.01,Bosshardt Realty Services LLC,Ciara Hudleston,259505711,259505695.0,Ocala - Marion,Ocala - Marion,True
1,GC444937,SLD,8516 SW 20TH LN,Gainesville,32607,Avalon,"2,999",06668-007-025,"$420,000",4,3,1,1989.0,,Single Family Residence,,"$5,681.00",70,70,29,Conventional,08/05/2021,$146.68,$140.05,0.95,BHGRE Thomas Group,Ericka Gilchrist,259503978,259500004.0,Ocala - Marion,Ocala - Marion,True
1,OM619697,SLD,2618 NW 106 WAY,GAINESVILLE,32606,HILLS OF SANTA FE PHASE 3 AT MEADOWBROOK,"2,580",06234-030-006,"$420,000",4,2,0,2007.0,,Single Family Residence,Fee Simple,"$4,934.00",54,54,72,Cash,08/19/2021,$170.54,$162.79,0.95,"BOSSHARDT REALTY SERVICES, LLC",Melinda Hart,259505792,66066.0,Ocala - Marion,Ocala - Marion,True
1,GC443127,SLD,14815 NW 258TH PL,Alachua,32615,Bland Plantation,"2,276",02823-003-038,"$421,000",3,2,0,1991.0,,Single Family Residence,,"$2,541.00",34,34,4,Cash,05/05/2021,$186.73,$184.97,0.99,"Boukari Realty, Inc.",Jamie N Stevens,259506394,259504926.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC440144,SLD,3672 SW 109th WAY,Gainesville,32608,Oakmont,"1,971",04427-111-476,"$421,157",3,2,0,2021.0,Community,Single Family Residence,,$0.00,111,111,55,Conventional,03/31/2021,$237.85,$213.68,0.9,ICI Select Realty Inc.,Ali H Kargar,253004979,253001996.0,Gainesville-Alachua,Tampa,True
1,GC443626,SLD,3313 SW 121st WAY,Gainesville,32608,Oakmont,"2,158",04427-111-587,"$421,435",3,2,0,2021.0,Community,Single Family Residence,,$0.00,115,115,0,Conventional,08/12/2021,$188.23,$195.29,1.04,ICI Select Realty Inc.,Ali H Kargar,253004979,253001996.0,Gainesville-Alachua,Tampa,True
1,GC440327,SLD,616 SW 145th DR,Newberry,32669,Laureate Village,"2,020",04643-101-042,"$422,000",4,3,0,2021.0,Community,Single Family Residence,,$0.00,174,174,118,Conventional,06/11/2021,$208.91,$208.91,1.0,G W Robinson Realty Inc,Mark Deger,259505366,259504926.0,Gainesville-Alachua,Gainesville-Alachua,True
1,GC444905,SLD,7887 SW 82ND DR,GAINESVILLE,32608,LONGLEAF,"2,452",07098-408-511,"$422,000",4,2,1,2017.0,Community,Single Family Residence,,"$5,395.00",48,48,1,Conventional,07/14/2021,$167.17,$172.1,1.03,BHGRE THOMAS GROUP,Tiffany Thomas,259503896,259506544.0,Gainesville-Alachua,Gainesville-Alachua,True
