prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,actual_age,abs_subdv_cd,sl_price,Total_MISC_Val
20360,0.2,1864,4,SUWANNEE,29,92200,358400,3408
20368,0.3,2031,4,SUWANNEE,25,180401,400300,932
20369,0.26,2180,4,SUWANNEE,24,180401,409500,423
20370,0.26,1928,4,SUWANNEE,25,180401,355500,3332
20379,0.23,1652,4,SUWANNEE,24,180401,326100,2645
20396,0.24,2213,4,SUWANNEE,21,230400,369300,6868
20399,0.29,2153,4,SUWANNEE,22,230400,376200,920
20414,0.23,1952,4,SUWANNEE,21,230400,372200,3280
20415,0.24,2351,4,SUWANNEE,18,230401,429400,10239
20418,0.23,1932,4,SUWANNEE,21,230400,379600,387
20428,0.36,2486,4,SUWANNEE,29,119501,448900,3785
20441,0.19,1958,4,SUWANNEE,20,235200,376600,3460
20453,0.25,2262,4,SUWANNEE,21,235200,409600,3473
20465,0.18,1874,4,SUWANNEE,18,235202,369800,3796
20467,0.25,1774,4,SUWANNEE,17,235202,378200,5043
20476,0.18,1606,4,SUWANNEE,9,235202,368000,2959
20483,0.18,1759,4,SUWANNEE,11,235202,379300,1042
20488,0.18,1833,4,SUWANNEE,7,235202,388700,3690
20490,0.17,2669,4,SUWANNEE,9,235202,564100,6868
20492,0.24,1885,4,SUWANNEE,18,235202,367000,8047
20493,0.25,1706,4,SUWANNEE,12,235202,300700,1578
20495,0.22,3244,4,SUWANNEE,18,235202,553400,3925
20502,0.2,1743,4,SUWANNEE,10,235202,381300,5442
20503,0.23,1865,4,SUWANNEE,18,235202,372100,3286
20507,0.21,2428,4,SUWANNEE,9,235202,496700,5284
20515,0.19,1976,4,SUWANNEE,8,235202,419300,1330
20539,1,3250,4,SUWANNEE,21,159400,711600,4208
20550,0.06,1559,3,SUWANNEE,19,235800,309500,221
20559,0.06,1515,4,SUWANNEE,20,235800,300800,267
20563,0.06,1515,4,SUWANNEE,20,235800,309900,267
20565,0.06,1554,4,SUWANNEE,19,235800,291000,190
20579,0.22,1755,4,SUWANNEE,28,193701,333500,6629
20581,0.24,1757,4,SUWANNEE,28,193701,379200,3240
20587,0.26,2052,4,SUWANNEE,29,193701,455900,18338
20589,0.24,2092,4,SUWANNEE,29,193701,446300,21267
20590,0.2,2177,4,SUWANNEE,21,193701,438000,3391
20592,0.2,2078,4,SUWANNEE,25,193701,396100,2847
20595,0.22,1834,4,SUWANNEE,28,193701,391600,7330
20601,0.35,2087,4,SUWANNEE,29,193701,446400,14480
20605,0.22,1557,4,SUWANNEE,28,193701,358600,20894
20624,0.2,1522,4,SUWANNEE,24,193702,290400,3235
20625,0.2,2183,4,SUWANNEE,24,193702,391100,10505
20634,0.22,1540,4,SUWANNEE,27,193702,305600,2887
20637,0.19,2113,4,SUWANNEE,26,193702,435000,11773
20642,0.2,1904,4,SUWANNEE,22,193702,382500,3235
20647,0.2,1476,4,SUWANNEE,22,193702,340000,496
20650,0.27,2120,4,SUWANNEE,27,193702,395600,9632
20659,0.2,1733,4,SUWANNEE,24,193702,413100,2914
20664,0.34,2163,4,SUWANNEE,24,145400,407800,3623
20672,0.34,2035,4,SUWANNEE,26,145400,487500,11657
20678,0.41,1644,4,SUWANNEE,24,145400,407200,3160
20688,0.45,2309,4,SUWANNEE,20,233000,467500,4216
20692,0.51,2258,4,SUWANNEE,22,233000,548600,31083
20699,0.35,3147,4,SUWANNEE,22,233000,407800,11518
20706,0.12,1400,3,SUWANNEE,20,233500,314000,2956
20707,0.12,1682,3,SUWANNEE,20,233500,305000,765
20709,0.2,1414,3,SUWANNEE,21,233500,292100,3180
20710,0.07,2100,3,SUWANNEE,19,233500,331800,3295
20711,0.07,1743,3,SUWANNEE,19,233500,317500,3922
20714,0.07,2100,3,SUWANNEE,18,233500,314400,3168
20715,0.07,1448,3,SUWANNEE,18,233500,259100,3040
20717,0.07,2100,3,SUWANNEE,19,233500,382800,195
20718,0.07,1618,3,SUWANNEE,19,233500,314400,1392
20720,0.09,1664,3,SUWANNEE,21,233500,252600,1752
20723,0.07,1641,3,SUWANNEE,21,233500,268000,3923
20725,0.07,1825,3,SUWANNEE,21,233500,302900,1280
20727,0.07,1646,3,SUWANNEE,21,233500,278000,208
20731,0.07,2094,3,SUWANNEE,20,235900,340500,2919
20733,0.07,2092,3,SUWANNEE,19,235900,327200,3168
20736,0.07,1756,3,SUWANNEE,19,235900,320400,2154
20738,0.08,2100,3,SUWANNEE,19,235900,385000,365
20760,5,1553,3,SUWANNEE,74,0,614400,527
20771,2.8,6459,5,SUWANNEE,36,173500,1377200,33258
20788,2,4415,5,SUWANNEE,26,173500,1020000,34713
20792,5.18,2733,5,SUWANNEE,7,0,1339800,11774
20798,2,6495,5,SUWANNEE,32,173600,1326300,15853
20811,4.62,3597,3,SUWANNEE,41,0,486400,40682
20820,1.5,3284,5,SUWANNEE,24,181700,866300,33147
20838,0.36,2378,4,SUWANNEE,18,243500,530300,18443
20858,0.39,2904,4,SUWANNEE,12,243500,622000,608
20868,0.41,2761,4,SUWANNEE,17,243500,610500,27915
20874,0.41,2111,4,SUWANNEE,18,243500,465600,4311
20875,0.4,2527,4,SUWANNEE,17,243500,596300,551
20877,0.42,2539,4,SUWANNEE,12,243500,589700,696
20889,0.34,2414,4,SUWANNEE,18,243500,502900,3840
20893,0.35,2574,3,SUWANNEE,12,243500,557400,1608
20894,0.38,2398,4,SUWANNEE,10,243500,615200,15412
20898,1.76,2483,3,SUWANNEE,45,0,187300,16988
20907,5.07,2398,3,SUWANNEE,47,0,717600,3196
20916,1.15,1977,3,SUWANNEE,49,151800,325400,4225
20918,0.58,1646,3,SUWANNEE,50,151800,274800,3440
20919,1.18,1958,3,SUWANNEE,51,151800,378000,3478
20921,1.4,2040,3,SUWANNEE,51,151800,300600,9757
20936,1,4419,5,SUWANNEE,25,85501,1293300,25904
20938,1,2664,4,SUWANNEE,27,85501,611900,7708
20946,1.02,2988,4,SUWANNEE,27,85502,752500,25882
20948,1.02,3033,5,SUWANNEE,28,85502,825800,30692
20960,2,1884,3,SUWANNEE,38,0,381500,5639
20965,1.04,2313,4,SUWANNEE,31,105400,660700,44991
20966,1.04,2582,4,SUWANNEE,33,105400,610300,6494
20976,1.01,2140,4,SUWANNEE,30,105400,527800,25759
20988,1,2317,4,SUWANNEE,33,105500,512000,6741
20996,1,2807,4,SUWANNEE,28,105501,672700,26212
20999,1,2712,4,SUWANNEE,25,105501,659300,3409
21001,1,3071,4,SUWANNEE,30,105501,675700,31790
21011,1.03,3199,5,SUWANNEE,24,105600,852600,29630
21012,1,3352,4,SUWANNEE,27,105600,549500,24735
21038,0.37,2665,4,SUWANNEE,27,199300,654800,8538
21043,0.41,3474,5,SUWANNEE,20,199300,857400,3447
21045,0.28,3704,4,SUWANNEE,27,199300,514500,15089
21049,0.27,3572,4,SUWANNEE,27,199300,624000,7343
21055,0.29,2784,4,SUWANNEE,24,199300,696200,3659
21076,0.28,3356,4,SUWANNEE,26,199301,778200,30029
21078,0.19,1991,4,SUWANNEE,25,199301,540400,1376
21082,0.18,1865,4,SUWANNEE,24,199301,430500,637
21086,0.28,2837,4,SUWANNEE,22,199301,729100,27427
21087,0.31,3234,4,SUWANNEE,22,199301,785800,17677
21089,0.18,1800,4,SUWANNEE,25,199301,539200,1360
21092,0.18,2276,4,SUWANNEE,24,199301,544800,40601
21095,0.32,2627,4,SUWANNEE,24,199301,666500,4016
21096,0.35,4751,4,SUWANNEE,19,199301,844500,1536
21098,0.27,2580,4,SUWANNEE,24,199301,691900,8685
21102,0.37,2495,4,SUWANNEE,23,199301,594300,1399
21103,0.37,2858,4,SUWANNEE,22,199301,773100,1191
21106,0.29,2614,4,SUWANNEE,23,199301,612500,1058
21108,0.4,2876,4,SUWANNEE,20,199301,777300,4661
21111,0.18,2728,4,SUWANNEE,24,199301,578000,3860
21115,0.17,2325,4,SUWANNEE,23,199301,539000,3636
21116,0.32,4197,5,SUWANNEE,17,199301,1038800,15820
21124,0.19,2535,4,SUWANNEE,22,199302,566200,2279
21127,0.3683,1741,5,SUWANNEE,21,199302,636900,2528
21128,0.36,2782,4,SUWANNEE,21,199302,732600,4333
21132,0.19,2343,4,SUWANNEE,23,199302,595500,807
21134,0.16,2158,5,SUWANNEE,21,199302,570400,4400
21140,0.17,1931,5,SUWANNEE,22,199303,573800,22877
21142,0.15,2203,4,SUWANNEE,20,199303,565000,3659
21151,0.2,1712,4,SUWANNEE,22,199303,476900,788
21155,0.17,1788,4,SUWANNEE,22,199303,545200,3051
21156,0.17,2329,4,SUWANNEE,21,199303,685600,3412
21161,0.13,2246,4,SUWANNEE,20,199304,548700,3624
21162,0.16,2366,4,SUWANNEE,21,199304,553700,3200
21167,0.19,2446,4,SUWANNEE,19,199304,617000,10550
21169,0.17,2118,4,SUWANNEE,19,199304,492300,857
21187,0.1,1672,3,SUWANNEE,21,199304,402000,888
21188,0.1,1654,3,SUWANNEE,21,199304,391400,688
21197,0.17,2142,4,SUWANNEE,20,199305,499600,3456
21199,0.17,2692,4,SUWANNEE,20,199305,767200,3436
21203,0.34,4188,5,SUWANNEE,20,199305,905900,6474
21207,0.27,3244,5,SUWANNEE,20,199305,870300,24136
21208,0.2,2206,4,SUWANNEE,20,199305,534900,3024
21212,0.17,2133,4,SUWANNEE,20,199305,534400,3515
21214,0.32,4571,5,SUWANNEE,19,199305,1011100,53488
21221,0.2,1844,4,SUWANNEE,19,199306,490000,3966
21222,0.2,1859,4,SUWANNEE,19,199306,490000,3857
21223,0.19,2086,4,SUWANNEE,19,199306,572000,3618
21224,0.31,2672,4,SUWANNEE,19,199306,678000,5521
21231,0.19,2322,4,SUWANNEE,20,199306,589600,3372
21233,0.19,2437,4,SUWANNEE,20,199306,618000,3528
21246,0.4,2912,4,SUWANNEE,19,199307,689600,5080
21247,0.4,2378,4,SUWANNEE,18,199307,510000,11172
21251,0.18,2347,4,SUWANNEE,19,199307,510300,3944
21260,0.14,2705,4,SUWANNEE,18,199307,579200,1896
21265,0.32,3423,4,SUWANNEE,18,199308,862300,1854
21269,0.22,3026,4,SUWANNEE,18,199308,720700,1417
21272,0.21,2919,5,SUWANNEE,17,199308,704000,4050
21273,0.14,2995,4,SUWANNEE,18,199308,663800,918
21274,0.11,2055,4,SUWANNEE,19,199308,535100,2942
21279,0.4,3826,4,SUWANNEE,18,199308,803600,23449
21281,0.15,2246,4,SUWANNEE,18,199308,654600,3847
21283,0.13,2144,4,SUWANNEE,18,199308,530400,2318
21295,0.17,2336,4,SUWANNEE,17,199309,560800,4100
21301,0.18,2689,4,SUWANNEE,18,199309,720000,27246
21304,0.17,2993,4,SUWANNEE,18,199309,697000,4092
21305,0.17,2350,4,SUWANNEE,18,199309,629100,14693
21306,0.17,1939,4,SUWANNEE,18,199309,500600,4117
21307,0.17,2556,4,SUWANNEE,18,199309,612800,8433
21310,0.21,3238,4,SUWANNEE,17,199309,845300,5677
21320,0.17,2175,4,SUWANNEE,17,199310,517600,4671
21323,0.18,2083,4,SUWANNEE,17,199310,510000,880
21329,0.17,2293,4,SUWANNEE,17,199310,567300,4340
21333,0.17,2013,4,SUWANNEE,17,199310,455500,856
21339,0.48,3730,4,SUWANNEE,15,199312,975200,29043
21350,0.29,3593,5,SUWANNEE,16,199312,892900,4550
21353,0.34,4392,5,SUWANNEE,14,199312,1201200,10492
21354,0.34,3869,5,SUWANNEE,9,199312,1179100,21993
21355,0.28,2622,4,SUWANNEE,9,199312,833900,33344
21356,0.28,2184,4,SUWANNEE,11,199312,623700,1314
21362,0.34,4578,4,SUWANNEE,13,199312,1207200,29085
21366,0.29,3105,5,SUWANNEE,9,199313,845000,1544
21370,0.45,4547,4,SUWANNEE,8,199313,1472600,89493
21371,0.3,3575,5,SUWANNEE,11,199313,1013800,16456
21383,0.5,3706,4,SUWANNEE,12,199313,773100,28507
21587,1.01,1472,3,SUWANNEE,44,213800,251800,7560
21605,1.06,1192,3,SUWANNEE,44,213800,309700,1520
21608,1.01,1207,3,SUWANNEE,44,213800,283200,1800
21614,1.01,1959,3,SUWANNEE,44,213800,347200,10815
21618,1.01,1692,3,SUWANNEE,45,213800,262100,24378
21638,1.07,1755,3,SUWANNEE,44,213700,204800,23701
21650,0.94,1652,3,SUWANNEE,50,213700,279000,3312
21653,0.94,1247,3,SUWANNEE,68,213700,165000,8221
21688,0.83,2884,3,SUWANNEE,50,213700,480800,6560
21700,0.95,1570,3,SUWANNEE,51,213700,349600,4580
21705,0.94,1087,3,SUWANNEE,48,213700,354400,39762
21708,0.94,1446,3,SUWANNEE,51,213700,369700,3685
21711,0.94,1516,3,SUWANNEE,51,213700,301300,2400
21732,0.18,2537,3,SUWANNEE,18,242100,491800,18467
21736,0.18,1952,3,SUWANNEE,9,242100,451100,14799
21740,0.15,2299,3,SUWANNEE,17,242100,479200,7224
21743,0.15,2433,4,SUWANNEE,18,242100,410400,3712
21744,0.15,2201,3,SUWANNEE,17,242100,470900,640
21745,0.16,1880,3,SUWANNEE,12,242100,473700,14767
21747,0.17,2285,3,SUWANNEE,18,242100,431000,898
21752,0.34,2399,4,SUWANNEE,8,242100,621800,1598
21760,0.34,3700,4,SUWANNEE,18,242100,765600,39737
21761,0.34,2842,4,SUWANNEE,18,242100,728100,18662
21765,0.34,3675,5,SUWANNEE,16,242100,935900,44867
21766,0.39,3520,5,SUWANNEE,11,242100,985000,58436
21774,0.2,2322,4,SUWANNEE,18,242100,503800,1114
21778,0.22,2492,4,SUWANNEE,8,242100,681900,48675
21780,0.2,2543,4,SUWANNEE,17,242100,512000,1160
21783,0.29,3308,4,SUWANNEE,17,242100,722500,26430
21784,0.17,1902,3,SUWANNEE,7,242100,422400,5994
21790,0.2,1879,3,SUWANNEE,9,242100,405700,12255
21797,0.16,2463,3,SUWANNEE,18,242100,483800,892
21801,0.16,2102,3,SUWANNEE,8,242100,496600,4389
21809,0.2,2311,4,SUWANNEE,17,242100,464600,19923
21813,0.18,2834,3,SUWANNEE,18,242100,608900,16574
21815,0.18,2683,4,SUWANNEE,15,242100,602700,1140
21818,0.16,2441,3,SUWANNEE,7,242100,601900,13840
21823,0.21,2233,4,SUWANNEE,17,242100,520000,5816
21829,0.23,2677,4,SUWANNEE,18,242100,670000,8417
21831,0.24,2949,4,SUWANNEE,14,242100,629500,1182
21833,0.25,2410,4,SUWANNEE,18,242100,564700,12898
21925,5,2735,3,SUWANNEE,37,58500,645600,36339
21929,1.3,1594,3,SUWANNEE,40,58500,355500,11218
21944,1.02,2224,4,SUWANNEE,40,13500,519300,25899
22034,2.57,2141,3,SUWANNEE,27,121100,480000,2925
22038,3.09,2500,3,SUWANNEE,49,121100,478800,13542
22042,3.39,2471,3,SUWANNEE,42,121100,569300,14924
22044,2.53,2608,4,SUWANNEE,48,121100,505000,11472
22111,2.92,1092,3,SUWANNEE,65,96800,181300,4212
22117,2.92,1296,3,SUWANNEE,65,96800,240900,1443
22145,1.42,2023,3,SUWANNEE,53,0,302200,5406
22146,1.15,1884,3,SUWANNEE,51,0,307100,2393
22228,1.05,1827,3,SUWANNEE,46,116600,346500,13586
22240,1.4,1871,3,SUWANNEE,45,116600,338900,16876
22319,3.38,2095,3,NEWBERRY,56,0,330800,9069
22327,5,1542,3,SUWANNEE,47,0,503400,49059
22350,5.6,3408,3,SUWANNEE,17,0,721600,4748
22374,5,1758,3,SUWANNEE,60,0,331700,6506
22384,5,2795,4,SUWANNEE,7,0,733900,35381
22455,1,1212,2,SUWANNEE,59,0,115200,858
22481,5.21,2176,3,SUWANNEE,32,260300,650700,45214
22483,5,2396,4,SUWANNEE,32,260300,660700,32667
22488,1.62,3514,4,SUWANNEE,25,146901,722500,29103
22489,1.5,2353,4,SUWANNEE,23,146901,664100,13948
22491,1,3345,4,SUWANNEE,23,146901,728900,26556
22495,1,3293,4,SUWANNEE,22,146901,728100,20951
22507,1,3004,4,SUWANNEE,21,146902,668700,24470
22510,1.11,2285,3,SUWANNEE,23,146902,626600,26338
22520,1,1999,3,SUWANNEE,21,146902,472100,27846
22536,1.14,1919,3,SUWANNEE,49,170600,350600,26614
22546,3.4,2085,3,SUWANNEE,33,170600,461500,19177
22574,6.33,6734,5,SUWANNEE,23,88900,1937800,76183
22582,2.01,3594,5,SUWANNEE,31,88900,900900,15765
22584,2.51,3000,4,SUWANNEE,38,88900,613700,17711
22585,2.51,4032,4,SUWANNEE,36,88900,765000,20317
22609,1.15,2827,4,SUWANNEE,22,600,782800,47270
22613,2.09,4597,4,SUWANNEE,22,600,932400,51002
22614,1.01,3055,5,SUWANNEE,22,600,847400,24866
22623,2,3100,4,SUWANNEE,23,600,773800,21964
22627,1.01,4271,4,SUWANNEE,23,600,1005600,55480
22632,1.52,3688,4,SUWANNEE,23,600,659400,12858
22649,1.53,2408,5,SUWANNEE,30,89000,680700,37961
22653,1.34,3081,5,SUWANNEE,30,89000,817700,23747
22662,5.63,8634,5,SUWANNEE,12,89000,2399700,75572
22667,1.01,4425,6,SUWANNEE,17,241100,1122000,37229
22674,1.01,3416,5,SUWANNEE,13,241100,1028700,32849
22675,1.01,3597,6,SUWANNEE,11,241100,1125100,19919
22677,1.05,4847,5,SUWANNEE,7,241100,1509800,46112
22687,1.01,5361,5,SUWANNEE,10,241101,1519000,47131
22694,1.08,4124,5,SUWANNEE,10,241102,1052200,34484
22721,1,2646,4,SUWANNEE,26,11105,602700,24715
22727,1,2802,5,SUWANNEE,27,11105,710800,44476
22741,1.01,2357,4,SUWANNEE,26,11105,545900,30308
22742,1,2679,4,SUWANNEE,26,11105,676700,46622
22775,1.21,1726,3,SUWANNEE,23,189400,435400,20002
22790,1.67,5412,6,SUWANNEE,22,229900,1334200,39794
22793,1.63,5434,6,SUWANNEE,17,229900,1894400,39174
22794,1.63,5857,6,SUWANNEE,15,229900,1905800,86042
22802,1.98,4477,5,SUWANNEE,21,229900,1293800,14783
22807,1.53,6387,5,SUWANNEE,20,229901,1594600,52053
22821,1.33,2190,3,SUWANNEE,53,135900,337900,8728
22824,1.47,2171,3,SUWANNEE,52,135900,343000,12075
22826,1.33,2002,3,SUWANNEE,54,135900,367400,4626
22841,1.3,1949,4,SUWANNEE,34,151200,498600,39750
22899,1.03,2646,4,SUWANNEE,29,151300,499000,24946
22918,1.01,2659,4,SUWANNEE,27,151600,566000,31145
22927,1.1,2314,4,SUWANNEE,28,151600,527100,15355
22928,1.03,2190,4,SUWANNEE,28,151600,491800,5148
22930,1.02,2250,4,SUWANNEE,26,151700,611800,44851
22962,9.7,2142,3,SUWANNEE,52,0,724300,43354
23033,9,2118,4,SUWANNEE,25,0,482000,45949
23064,5,2196,3,SUWANNEE,27,0,410400,13068
23072,5,672,3,SUWANNEE,32,0,188700,691
23079,5.16,2073,4,NEWBERRY,26,199500,586500,40957
23088,5,2429,4,NEWBERRY,25,199600,564200,5605
23099,5.26,2832,4,NEWBERRY,24,199600,428900,52193
23100,5.08,3719,4,NEWBERRY,22,199800,800800,29230
23101,5.02,3476,4,NEWBERRY,24,199800,740800,5325
23112,5,2478,4,NEWBERRY,21,199700,600300,20863
23114,11.14,2261,4,NEWBERRY,21,199700,580700,26666
23118,5.93,2701,4,NEWBERRY,22,199700,697500,14533
23143,1.03,1204,3,SUWANNEE,47,0,216100,4116
23144,1.03,1111,3,SUWANNEE,45,0,280300,3140
23251,6.12,2458,3,SUWANNEE,40,0,460600,12361
23258,1,1541,3,SUWANNEE,49,0,281800,6166
23282,10,1440,3,SUWANNEE,30,0,484400,18944
23290,5.5,1800,3,SUWANNEE,47,0,617600,49217
23293,5.01,2039,3,SUWANNEE,37,0,397800,81877
23340,5,1500,3,SUWANNEE,45,0,333200,5369
23440,16.12,1290,3,SUWANNEE,49,0,362100,7820
23443,1,884,3,SUWANNEE,39,0,139800,1184
23446,2,1723,3,SUWANNEE,29,0,367700,4458
23488,4.4,2554,3,SUWANNEE,28,0,474000,45037
23520,4.07,2021,2,SUWANNEE,45,0,307500,28533
23550,6.98,1456,3,SUWANNEE,22,0,150300,26258
23554,5.15,1512,3,SUWANNEE,25,0,507400,10500
23787,20,2932,3,SUWANNEE,25,0,557200,47698
23806,5.42,1973,3,SUWANNEE,45,0,269500,0
23865,5,4660,5,SUWANNEE,16,237400,855000,7946
23896,2,1168,3,SUWANNEE,17,0,295300,2724
23930,1.01,1547,3,SUWANNEE,45,188800,333800,34153
23932,1.24,1574,3,SUWANNEE,45,188800,345200,4720
23943,1.15,1538,3,SUWANNEE,44,188800,342500,4607
23992,1.02,1189,3,SUWANNEE,40,114200,231000,8897
23993,1.4,1392,3,SUWANNEE,46,114200,185400,7917
24050,1,1656,4,SUWANNEE,28,215800,379400,1995
24054,1,1407,3,SUWANNEE,27,215800,356100,19769
24079,1.01,1040,3,SUWANNEE,51,204100,144600,1123
24120,7.29,2744,3,SUWANNEE,45,204100,519700,9645
24134,5.56,1741,3,SUWANNEE,24,204100,577000,29802
24148,5.45,2759,3,SUWANNEE,50,204100,445500,27195
24185,5.02,2511,3,SUWANNEE,19,204100,565000,47805
24214,5.55,1104,3,SUWANNEE,50,204100,326300,3600
24218,5.56,2123,3,SUWANNEE,19,204100,492300,27763
24223,2.05,1708,3,SUWANNEE,68,204100,239200,16162
24232,1.01,1325,3,SUWANNEE,49,42600,299900,1323
24369,6.01,1860,3,SUWANNEE,27,120800,391400,3469
24383,5,2247,3,SUWANNEE,27,120800,425200,2817
24385,5,2594,4,SUWANNEE,33,120800,625600,4471
24558,1.02,2154,3,ARCHER,58,0,229000,705
24619,2.03,2800,3,SUWANNEE,27,176000,295000,23525
24719,0.57,2052,3,SUWANNEE,84,13100,108300,5015
24777,3.18,1040,3,SUWANNEE,59,0,100700,4292
24780,0.2,1278,3,SUWANNEE,84,0,60800,2234
24833,0.71,752,2,SUWANNEE,68,0,16600,0
24834,1.29,1304,3,SUWANNEE,59,0,16600,100
24835,10,2035,3,SUWANNEE,6,0,510600,1075
24868,0.42,1797,3,ARCHER,104,207200,187200,940
24882,0.34,1236,3,ARCHER,65,207200,169900,192
24900,0.19,520,3,ARCHER,65,5200,119300,1344
24914,0.57,1420,3,ARCHER,74,5200,100100,3499
24995,0.34,1201,3,ARCHER,42,246900,196000,252
24998,0.3,1014,3,ARCHER,42,246900,186700,856
25002,0.25,1248,3,ARCHER,42,246900,205800,458
25015,0.24,1224,3,ARCHER,42,246900,164600,192
25024,0.25,1224,3,ARCHER,42,246900,195200,167
25027,0.82,1642,3,ARCHER,89,0,222300,18035
25039,0.25,1092,2,ARCHER,104,0,58800,640
25105,3.09,1493,3,ARCHER,30,0,149900,24472
25106,0.42,696,2,ARCHER,64,0,37200,2816
25112,0.84,1738,3,ARCHER,124,0,171800,2135
25115,0.24,1526,3,ARCHER,41,5900,294700,2827
25133,1.25,1200,3,ARCHER,68,0,193900,800
25161,1.64,1664,3,ARCHER,51,0,261400,3837
25163,1.06,1752,3,ARCHER,23,0,283300,5117
25165,0.32,1124,3,ARCHER,59,216400,198100,1796
25170,0.22,1152,3,ARCHER,57,216400,143400,221
25186,0.29,520,2,ARCHER,61,253600,84400,484
25209,0.2,1040,3,ARCHER,47,5800,159300,546
25210,0.2,1256,3,ARCHER,47,5800,176600,178
25212,0.2,1056,3,ARCHER,47,5800,158900,2064
25253,0.29,1738,3,ARCHER,16,0,298900,4349
25284,0.53,1474,3,ARCHER,84,6400,127100,6568
25288,0.59,2127,3,ARCHER,15,6400,333800,1370
25290,0.53,1296,3,ARCHER,46,6400,244000,7942
25294,0.28,1268,3,ARCHER,114,6400,167000,120
25305,0.23,1464,3,ARCHER,95,6400,187800,2900
25320,0.27,672,3,ARCHER,69,6400,166300,1927
25325,2.85,3397,4,ARCHER,124,5000,526800,59571
25344,0.21,816,2,ARCHER,22,99300,148400,0
25399,0.22,816,3,ARCHER,27,0,139700,640
25468,6,1948,3,ARCHER,124,0,235200,9535
25490,1,792,3,ARCHER,30,0,158900,1632
25524,0.23,1044,2,SUWANNEE,62,0,85800,0
25612,0.39,1040,3,ARCHER,48,0,180100,401
25624,0.33,960,3,ARCHER,40,253700,179900,805
25631,3.36,1008,3,ARCHER,28,0,210000,2577
25691,0.25,1468,3,SUWANNEE,74,219800,183800,7740
25896,9.23,1316,3,SUWANNEE,40,99000,241600,8087
25918,9.34,1596,3,SUWANNEE,36,99000,445500,30272
26166,5,2436,3,SUWANNEE,33,0,355400,37541
26341,11.96,1056,3,SUWANNEE,17,0,311100,8208
26349,13.14,2695,3,SUWANNEE,34,0,824300,140549
26362,29.8,1996,4,SUWANNEE,44,0,510000,39646
26364,10.02,1384,3,SUWANNEE,47,0,307500,3370
26609,3.54,1740,3,SUWANNEE,86,0,248400,5851
26868,0.83,2524,3,LACROSSE,95,247300,223100,1705
26878,0.4,1109,3,LACROSSE,124,212200,133500,7041
26906,1.34,1780,3,LACROSSE,63,111100,247500,6140
26939,1.15,1180,3,SUWANNEE,124,86500,178800,1179
26942,1.15,1296,3,SUWANNEE,32,86500,184800,4624
26970,5,2891,4,SUWANNEE,30,0,550500,32825
26983,5,1288,3,SUWANNEE,26,0,280500,151
27001,5.01,841,3,SUWANNEE,8,0,222300,1301
27055,10.2,1980,3,SUWANNEE,10,0,555000,352
27063,2.03,744,2,SUWANNEE,69,0,28900,1000
27154,0.62,1744,3,LACROSSE,19,0,279200,5346
27181,2.85,3218,3,SUWANNEE,74,0,346900,16140
27217,0.71,877,3,SUWANNEE,49,0,122300,816
27312,3,1452,3,SUWANNEE,28,0,291900,4944
27372,6.82,2238,4,SUWANNEE,17,0,458000,1344
27423,5.43,760,3,SUWANNEE,45,0,184800,2048
27512,5.73,2056,3,SUWANNEE,58,0,535300,26634
27547,8.99,1858,3,SUWANNEE,30,0,389000,35380
27565,5,3650,4,SUWANNEE,18,400,629400,4264
27568,6.7,1800,3,SUWANNEE,23,400,396700,13282
27649,5.71,1870,3,SUWANNEE,48,0,277200,1400
27868,5.45,1449,3,SUWANNEE,31,0,365400,15666
27871,5.37,2701,4,SUWANNEE,29,0,589400,4843
27900,4.99,1500,3,SUWANNEE,47,170400,517500,76116
27904,8.08,1398,3,SUWANNEE,38,170400,320400,4285
27918,0.5,1490,3,ALACHUA,40,221200,298900,4150
27927,0.5,1300,3,ALACHUA,35,221400,301200,7486
27928,0.62,2670,3,ALACHUA,19,221400,379300,968
27934,0.5,1792,4,ALACHUA,27,221400,329700,12183
27936,0.51,1278,3,ALACHUA,44,221400,241300,1740
27943,0.5,1701,3,ALACHUA,45,221100,266600,3156
27953,0.62,2278,4,ALACHUA,29,221100,418600,1652
27961,0.5,1777,3,ALACHUA,30,221100,302000,4483
27964,0.5,1845,3,ALACHUA,44,221100,280600,11613
27979,0.5,2644,3,ALACHUA,29,221500,470500,6797
28009,1.09,2452,3,ALACHUA,78,0,391100,17666
28011,0.5,1338,3,ALACHUA,45,193100,246500,4032
28013,0.5,1552,3,ALACHUA,46,193100,263400,14418
28022,0.52,1228,3,ALACHUA,46,193100,286000,4250
28098,1,1196,3,SUWANNEE,56,0,207800,0
28104,7,2175,3,SUWANNEE,21,0,331700,0
28125,1.96,1596,3,SUWANNEE,27,174700,266700,5951
28299,0.69,1995,3,ALACHUA,24,0,343000,8316
28320,0.44,3495,4,ALACHUA,44,201200,572400,6775
28328,0.44,2978,5,ALACHUA,30,201200,377600,12301
28330,0.52,3323,5,ALACHUA,28,201200,710500,29075
28333,0.53,2208,4,ALACHUA,37,201200,452500,21619
28340,0.47,3108,5,ALACHUA,23,201200,590200,32096
28344,0.5,2546,4,ALACHUA,45,201200,380400,28735
28345,0.49,2382,4,ALACHUA,26,201200,397300,3965
28353,0.47,2188,4,ALACHUA,45,201200,379100,15620
28357,0.18,2399,3,ALACHUA,45,201200,272400,10130
