OBJECTID,Join_Count,TARGET_FID,Field1,prop_id,centroid_x,centroid_y,quality,actage,lotsize,effage,market_area_cd,FSP_area,FGR_area,FSP,FGR,Total_Area,livarea,SOURCE_ID,quality,actage,lotsize,FGR,livarea,Cluster_ID,Membership Probability
2520,1,2520,2520,5682,-82.63063794,29.78607051,-0.482174075,0.246485605,0.156324303,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1050,-0.975674326,2520,-0.454923686,0.587821661,-0.104898869,0,-1.040048851,B1,0.9
2521,1,2521,2521,5688,-82.63038892,29.78696302,-0.482174075,0.066647651,0.438106497,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1008,-1.029317027,2521,-0.454923686,0.41774143,0.058642114,0,-1.092447863,B1,0.9
2522,1,2522,2522,5691,-82.63235067,29.78805982,-0.482174075,-1.192218026,1.309364084,-1.391927491,0.436254781,-0.424528137,-1.027914836,0,0,1664,-0.191469125,2522,-0.454923686,-0.772820184,0.564303316,0,-0.274025205,B1,0.906
2523,1,2523,2523,5692,-82.631367,29.78628109,-0.482174075,-1.731731887,1.053492897,-2.947832966,0.436254781,-0.424528137,-1.027914836,0,0,1500,-0.4009311,2523,-0.454923686,-1.283060876,0.415800584,0,-0.47863087,B1,0.9
2524,1,2524,2524,5697,-82.62556425,29.78796418,-0.482174075,1.280553839,1.309364084,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1400,-0.528651817,2524,-0.454923686,1.565782987,0.564303316,0,-0.603390421,B1,0.896
2525,1,2525,2525,5709,-82.63123128,29.78983332,-0.482174075,-0.78758263,1.309364084,-0.224998385,0.436254781,-0.424528137,0.498207222,0,1,1886,0.092070866,2525,-0.454923686,-0.390139665,0.564303316,1,0.002940999,B1,0.918
2526,1,2526,2526,5710,-82.63007691,29.78991101,-0.482174075,-1.05733956,1.309364084,-1.002951123,0.436254781,-0.424528137,-1.027914836,0,0,1856,0.053754651,2526,-0.454923686,-0.645260011,0.564303316,0,-0.034486867,B1,0.902
2527,1,2527,2527,5725,-82.65306433,29.78484972,-0.482174075,-0.068230814,0.013813769,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,992,-1.049752341,2527,-0.454923686,0.290181258,-0.187609252,0,-1.112409391,B1,0.9
2528,1,2528,2528,5728,-82.65422377,29.78480528,-0.482174075,-0.023271326,0.383045609,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1352,-0.589957761,2528,-0.454923686,0.332701315,0.02668583,0,-0.663275006,B1,0.9
2529,1,2529,2529,5734,-82.64733718,29.79332555,-0.482174075,-1.05733956,1.309364084,-1.002951123,0.436254781,1.028637453,-1.027914836,1,0,1080,-0.937358111,2529,-0.454923686,-0.645260011,0.564303316,0,-1.002620986,B1,0.908
2530,1,2530,2530,5742,-82.64753266,29.7836322,-0.482174075,0.606161512,7.634888502,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,900,-1.167255401,2530,-0.454923686,0.927982122,4.235516428,0,-1.227188179,B1,0.896
2531,1,2531,2531,5769,-82.60837384,29.77566732,-0.482174075,-0.248068768,0.224340695,-0.224998385,0.436254781,-0.424528137,-1.027914836,0,0,1524,-0.370278128,2531,-0.454923686,0.120101027,-0.065423459,0,-0.448688578,B1,0.876
2532,1,2532,2532,5770,-82.60839516,29.7766676,-0.482174075,-0.78758263,0.360373478,-0.224998385,0.436254781,-0.424528137,-1.027914836,0,0,2509,0.887770932,2532,-0.454923686,-0.390139665,0.01352736,0,0.780193004,B1,0.878
2533,1,2533,2533,5772,-82.60928733,29.77881706,-0.482174075,-0.832542118,1.364424973,-0.354657175,0.436254781,-0.424528137,0.727125531,0,1,1744,-0.089931155,2533,-0.454923686,-0.432659723,0.5962596,1,-0.174841362,B1,0.878
2534,1,2534,2534,5773,-82.61120504,29.77908672,-0.482174075,-0.877501607,1.332036215,-0.484315965,0.436254781,-0.424528137,-1.027914836,0,0,1494,-0.408594343,2534,-0.454923686,-0.47517978,0.577461786,0,-0.486116443,B1,0.886
2535,1,2535,2535,5776,-82.6091735,29.77966719,-0.482174075,-0.967420583,1.309364084,-0.743633544,0.436254781,-0.424528137,-1.027914836,0,0,1500,-0.4009311,2535,-0.454923686,-0.560219896,0.564303316,0,-0.47863087,B1,0.886
2536,1,2536,2536,5777,-82.60918605,29.7805477,1.318524992,-0.967420583,1.309364084,-0.743633544,0.436254781,-0.424528137,0.672621171,0,1,1988,0.222345997,2536,1.299126896,-0.560219896,0.564303316,1,0.130195741,B1,0.886
2537,1,2537,2537,5778,-82.61108158,29.78020829,-0.482174075,-0.922461095,1.322319588,-0.613974754,0.436254781,-0.424528137,0.425534743,0,1,1880,0.084407623,2537,-0.454923686,-0.517699838,0.571822442,1,-0.004544574,B1,0.886
2538,1,2538,2538,5779,-82.61115327,29.78136803,-0.482174075,0.066647651,1.458352371,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1152,-0.845399194,2538,-0.454923686,0.41774143,0.650773261,0,-0.912794109,B1,0.888
2539,1,2539,2539,5781,-82.60932761,29.78327008,-0.482174075,-1.776691376,1.429202489,-3.077491756,0.436254781,-0.424528137,0.730759155,0,1,1839,0.03204213,2539,-0.454923686,-1.325580933,0.633855229,1,-0.05569599,B1,0.89
2540,1,2540,2540,5783,-82.60836194,29.77501846,1.318524992,0.201526116,-0.067158126,0.682613141,0.436254781,-0.424528137,2.049764648,0,1,2509,0.887770932,2540,1.299126896,0.545301603,-0.234603787,1,0.780193004,B1,0.876
2541,1,2541,2541,5786,-82.61342702,29.78492009,-0.482174075,-1.461974956,1.31260296,-2.169880229,0.436254781,-0.424528137,-1.027914836,0,0,1792,-0.027986607,2541,-0.454923686,-1.02794053,0.566183098,0,-0.11433298,B1,0.894
2542,1,2542,2542,5788,-82.61156012,29.77511688,-0.482174075,-1.282137003,0.075352409,-1.65124507,0.436254781,-0.424528137,0.116676707,0,1,1549,-0.338347949,2542,-0.454923686,-0.857860299,-0.151893405,1,-0.41749869,B1,0.878
2543,1,2543,2543,5790,-82.60909843,29.77740481,1.318524992,-0.967420583,0.055919154,-0.743633544,0.436254781,-0.424528137,0.730759155,0,1,1754,-0.07652048,2543,1.299126896,-0.560219896,-0.163172093,1,-0.161741609,B1,0.876
2544,1,2544,2544,5791,-82.6107047,29.77727177,1.318524992,-0.967420583,0.175757558,-1.132609912,0.436254781,-0.424528137,0.574513325,0,1,1625,-0.241280204,2544,1.299126896,-0.560219896,-0.093620181,1,-0.322681431,B1,0.876
2545,1,2545,2545,5792,-82.61030286,29.77595798,1.318524992,-1.012380072,-0.170802151,-0.873292333,0.436254781,1.674488826,0.810698881,1,1,1782,-0.040758679,2545,1.299126896,-0.602739953,-0.294756793,1,-0.126808935,B1,0.876
2546,1,2546,2546,5793,-82.60958957,29.77782082,-0.482174075,-1.102299049,-0.1643244,-1.132609912,0.436254781,-0.424528137,0.810698881,0,1,1785,-0.036927058,2546,-0.454923686,-0.687780069,-0.29099723,1,-0.123066148,B1,0.878
2547,1,2547,2547,5796,-82.61034122,29.77796288,1.318524992,-1.596853422,-0.018574989,-2.558856597,0.436254781,2.445922411,0.810698881,1,1,1812,-0.002442464,2547,1.299126896,-1.155500703,-0.206407066,1,-0.089381069,B1,0.878
2548,1,2548,2548,5805,-82.6103331,29.77563496,1.318524992,-1.686772399,-0.106024636,-2.818174176,0.436254781,-0.424528137,0.498207222,0,1,1758,-0.071411651,2548,1.299126896,-1.240540818,-0.257161164,1,-0.156751227,B1,0.876
2549,1,2549,2549,5807,-82.6115734,29.77576989,1.318524992,-1.596853422,0.036485899,-2.558856597,0.436254781,-0.424528137,-1.027914836,0,0,1671,-0.182528675,2549,1.299126896,-1.155500703,-0.174450782,0,-0.265292037,B1,0.88
2550,1,2550,2550,5808,-82.61024417,29.7751314,-0.482174075,-1.731731887,-0.028291617,-2.947832966,0.436254781,-0.424528137,0.730759155,0,1,1718,-0.122499938,2550,-0.454923686,-1.283060876,-0.21204641,1,-0.206655048,B1,0.876
2551,1,2551,2551,5809,-82.61085885,29.77512461,-0.482174075,-1.506934445,0.088307912,-2.299539018,0.436254781,-0.424528137,-1.027914836,0,0,1893,0.101011317,2551,-0.454923686,-1.070460587,-0.144374279,0,0.011674167,B1,0.874
2552,1,2552,2552,5810,-82.60928815,29.77597363,1.318524992,-1.012380072,-0.047724871,-0.873292333,0.436254781,1.584787247,0.890638608,1,1,1690,-0.158261738,2552,1.299126896,-0.602739953,-0.223325099,1,-0.241587722,B1,0.876
2553,1,2553,2553,5811,-82.60928077,29.77567142,1.318524992,-1.012380072,-0.047724871,-0.873292333,0.436254781,-0.424528137,0.730759155,0,1,1462,-0.449464973,2553,1.299126896,-0.602739953,-0.223325099,1,-0.526039499,B1,0.876
2554,1,2554,2554,5812,-82.60927148,29.77525719,1.318524992,-1.012380072,-0.047724871,-0.873292333,0.436254781,1.297742192,0.730759155,1,1,1462,-0.449464973,2554,1.299126896,-0.602739953,-0.223325099,1,-0.526039499,B1,0.876
2555,1,2555,2555,5813,-82.60926363,29.77494952,1.318524992,-1.012380072,-0.047724871,-0.873292333,0.436254781,-0.424528137,0.890638608,0,1,1788,-0.033095436,2555,1.299126896,-0.602739953,-0.223325099,1,-0.119323362,B1,0.876
2556,1,2556,2556,5816,-82.61050145,29.78524937,1.318524992,-1.05733956,0.013813769,-1.002951123,0.436254781,-0.424528137,0.803431634,0,1,2040,0.28876077,2556,1.299126896,-0.645260011,-0.187609252,1,0.195070708,B1,0.892
2557,1,2557,2557,5819,-82.60853001,29.78454307,-0.482174075,-1.776691376,0.013813769,-3.077491756,0.436254781,-0.424528137,0.730759155,0,1,1840,0.033319337,2557,-0.454923686,-1.325580933,-0.187609252,1,-0.054448395,B1,0.892
2558,1,2558,2558,5820,-82.60917899,29.78453665,1.318524992,-1.192218026,0.013813769,-1.391927491,0.436254781,-0.424528137,0.730759155,0,1,1886,0.092070866,2558,1.299126896,-0.772820184,-0.187609252,1,0.002940999,B1,0.892
2559,1,2559,2559,5821,-82.6098278,29.78453019,1.318524992,-1.147258537,0.013813769,-1.262268702,0.436254781,-0.424528137,1.028716318,0,1,1774,-0.050337733,2559,1.299126896,-0.730300126,-0.187609252,1,-0.136165901,B1,0.892
2560,1,2560,2560,5822,-82.61047662,29.78452371,1.318524992,-1.05733956,0.013813769,-1.002951123,0.436254781,-0.424528137,0.79979801,0,1,1950,0.173812125,2560,1.299126896,-0.645260011,-0.187609252,1,0.082787112,B1,0.892
2561,1,2561,2561,5823,-82.61112543,29.78451724,-0.482174075,-1.731731887,0.013813769,-2.947832966,0.436254781,-0.424528137,0.549077957,0,1,2199,0.49183671,2561,-0.454923686,-1.283060876,-0.187609252,1,0.393438395,B1,0.892
2562,1,2562,2562,5824,-82.61177411,29.7845108,-0.482174075,-1.596853422,0.013813769,-2.558856597,0.436254781,-0.424528137,-0.035935498,0,1,2209,0.504608781,2562,-0.454923686,-1.155500703,-0.187609252,1,0.40591435,B1,0.892
2563,1,2563,2563,5825,-82.60867894,29.78391444,1.318524992,-1.686772399,0.010574893,-2.818174176,0.436254781,-0.424528137,0.062172348,0,1,1795,-0.024154986,2563,1.299126896,-1.240540818,-0.189489033,1,-0.110590193,B1,0.892
2564,1,2564,2564,5826,-82.60965235,29.78390596,1.318524992,-1.05733956,0.010574893,-1.002951123,0.436254781,-0.424528137,0.79979801,0,1,1950,0.173812125,2564,1.299126896,-0.645260011,-0.189489033,1,0.082787112,B1,0.892
2565,1,2565,2565,5827,-82.61062558,29.78389745,1.318524992,-1.282137003,0.010574893,-1.65124507,0.436254781,-0.424528137,0.926974848,0,1,1798,-0.020323364,2565,1.299126896,-0.857860299,-0.189489033,1,-0.106847407,B1,0.892
2566,1,2566,2566,5828,-82.61159868,29.78388894,1.318524992,-1.327096491,0.010574893,-1.78090386,0.436254781,1.858377065,0.730759155,1,1,1920,0.134857307,2566,1.299126896,-0.900380357,-0.189489033,1,0.044735448,B1,0.892
2567,1,2567,2567,5841,-82.60959541,29.77810734,-0.482174075,-1.731731887,-0.1643244,-2.947832966,0.436254781,-0.424528137,0.650819428,0,1,1572,-0.308972184,2567,-0.454923686,-1.283060876,-0.29099723,1,-0.388803993,B1,0.878
2568,1,2568,2568,5849,-82.62093638,29.78474095,-0.482174075,1.100715885,1.030820767,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1274,-0.68957992,2568,-0.454923686,1.395702757,0.402642114,0,-0.760587456,B1,0.896
2569,1,2569,2569,5851,-82.62242169,29.78485044,-0.482174075,1.010796908,-0.015336114,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1426,-0.495444431,2569,-0.454923686,1.310662641,-0.204527284,0,-0.570952938,B1,0.896
2570,1,2570,2570,5860,-82.61759543,29.7756033,-0.482174075,-0.922461095,1.25106432,-0.613974754,0.436254781,-0.424528137,-1.027914836,0,0,1276,-0.687025506,2570,-0.454923686,-0.517699838,0.530467251,0,-0.758092265,B1,0.882
2571,1,2571,2571,5861,-82.61718057,29.77783685,-0.482174075,-1.551893933,1.364424973,-2.429197808,0.436254781,-0.424528137,-1.027914836,0,0,1125,-0.879883788,2571,-0.454923686,-1.112980645,0.5962596,0,-0.946479188,B1,0.882
2572,1,2572,2572,5864,-82.61701214,29.78390301,-0.482174075,0.426323558,2.928801979,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1277,-0.685748299,2572,-0.454923686,0.757901892,1.504194026,0,-0.75684467,B1,0.894
2573,1,2573,2573,5865,-82.62402888,29.77641083,-0.482174075,0.606161512,2.106127529,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2165,0.448411666,2573,-0.454923686,0.927982122,1.026729545,0,0.351020147,B1,0.884
2574,1,2574,2574,5866,-82.6217886,29.77644243,-0.482174075,-0.922461095,2.630825407,-0.613974754,0.436254781,-0.424528137,0.549077957,0,1,1682,-0.168479396,2574,-0.454923686,-0.517699838,1.331254135,1,-0.251568486,B1,0.884
2575,1,2575,2575,5871,-82.61929544,29.78096688,-0.482174075,0.156566628,2.928801979,0.682613141,0.436254781,2.445922411,-1.027914836,1,0,1600,-0.273210383,2575,-0.454923686,0.502781546,1.504194026,0,-0.353871318,B1,0.892
2576,1,2576,2576,5876,-82.61719573,29.7787529,-0.482174075,5.866421661,1.309364084,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2322,0.648933191,2576,-0.454923686,5.902828868,0.564303316,0,0.546892643,B1,0.89
2577,1,2577,2577,5891,-82.59266801,29.7830915,1.318524992,-0.742623141,2.530420257,-0.095339596,0.436254781,1.499570746,0.570879701,1,1,2310,0.632968102,2577,1.299126896,-0.347619607,1.272980911,1,0.531297699,B1,0.894
2578,1,2578,2578,5892,-82.594689,29.78313068,-0.482174075,-0.337987745,2.711797301,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1152,-0.845399194,2578,-0.454923686,0.035060912,1.378248671,0,-0.912794109,B1,0.892
2579,1,2579,2579,5893,-82.59510927,29.7844175,1.318524992,-0.293028257,2.724752805,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2438,0.797089223,2579,1.299126896,0.077580969,1.385767796,0,0.691613723,B1,0.896
2580,1,2580,2580,5894,-82.59482955,29.78145721,-0.482174075,-1.776691376,1.859972969,-3.077491756,0.436254781,-0.424528137,1.424781329,0,1,2532,0.917146697,2580,-0.454923686,-1.325580933,0.883866157,1,0.808887701,B1,0.878
2581,1,2581,2581,5898,-82.59475941,29.77895423,-0.482174075,-0.877501607,1.859972969,-0.484315965,0.436254781,-0.424528137,-1.027914836,0,0,1826,0.015438436,2581,-0.454923686,-0.47517978,0.883866157,0,-0.071914732,B1,0.878
2582,1,2582,2582,5899,-82.59273638,29.77895506,-0.482174075,-1.686772399,1.859972969,-2.818174176,0.436254781,-0.424528137,1.065052558,0,1,1782,-0.040758679,2582,-0.454923686,-1.240540818,0.883866157,1,-0.126808935,B1,0.888
2583,1,2583,2583,5900,-82.59359015,29.78500359,-0.482174075,-0.20310928,0.263207204,-0.095339596,0.436254781,-0.424528137,-1.027914836,0,0,1514,-0.3830502,2583,-0.454923686,0.162621085,-0.042866082,0,-0.461164533,B1,0.896
2584,1,2584,2584,5906,-82.60562382,29.78082225,-0.482174075,-0.607744676,0.013813769,0.293636773,0.436254781,-0.424528137,-0.155845089,0,1,1272,-0.692134334,2584,-0.454923686,-0.220059434,-0.187609252,1,-0.763082647,B1,0.892
2585,1,2585,2585,5907,-82.60676336,29.78282134,-0.482174075,-0.832542118,0.661588927,-0.354657175,0.436254781,2.257549094,0.570879701,1,1,1696,-0.150598495,2585,-0.454923686,-0.432659723,0.188347032,1,-0.234102149,B1,0.892
2586,1,2586,2586,5908,-82.60673929,29.78151255,1.318524992,-0.517825699,0.661588927,0.552954352,0.436254781,-0.424528137,-1.027914836,0,0,2051,0.302810049,2586,1.299126896,-0.135019319,0.188347032,0,0.208794259,B1,0.89
2587,1,2587,2587,5909,-82.6067253,29.78082521,-0.482174075,-0.337987745,0.661588927,-0.873292333,0.436254781,-0.424528137,0.730759155,0,1,2592,0.993779127,2587,-0.454923686,0.035060912,0.188347032,1,0.883743432,B1,0.884
2588,1,2588,2588,5910,-82.60520998,29.78055481,1.318524992,-0.562785187,1.500457756,0.423295562,0.436254781,-0.424528137,1.006914575,0,1,1914,0.127832667,2588,1.299126896,-0.177539377,0.67521042,1,0.037873673,B1,0.882
2589,1,2589,2589,5913,-82.60702665,29.77681746,-0.482174075,1.954946166,-0.060680375,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1064,-0.957793425,2589,-0.454923686,2.203583852,-0.230844224,0,-1.022582514,B1,0.876
2590,1,2590,2590,5915,-82.60703815,29.77738245,-0.482174075,0.291445093,0.295595962,0.682613141,0.436254781,-0.424528137,0.19298281,0,1,1996,0.232563655,2590,-0.454923686,0.630341719,-0.024068268,1,0.140176505,B1,0.88
2591,1,2591,2591,5917,-82.60682915,29.77799574,-0.482174075,-0.562785187,0.175757558,0.423295562,0.436254781,-0.424528137,1.413880457,0,1,1512,-0.385604614,2591,-0.454923686,-0.177539377,-0.093620181,1,-0.463659724,B1,0.88
2592,1,2592,2592,5923,-82.57736928,29.78437987,1.318524992,-1.686772399,1.309364084,-2.818174176,0.436254781,-0.424528137,1.413880457,0,1,3188,1.754994598,2592,1.299126896,-1.240540818,0.564303316,1,1.627310359,B1,0.906
2593,1,2593,2593,5926,-82.58612533,29.77266581,-0.482174075,0.246485605,1.176570177,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1800,-0.01776895,2593,-0.454923686,0.587821661,0.487232278,0,-0.104352216,B1,0.874
2594,1,2594,2594,5928,-82.59100013,29.77155394,-0.482174075,1.685189235,0.499645137,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1562,-0.321744256,2594,-0.454923686,1.948463506,0.094357961,0,-0.401279948,B1,0.876
2595,1,2595,2595,5929,-82.59105448,29.77336686,-0.482174075,0.291445093,2.005722379,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1678,-0.173588224,2595,-0.454923686,0.630341719,0.968456321,0,-0.256558868,B1,0.876
2596,1,2596,2596,5930,-82.59007675,29.77282881,-0.482174075,-0.068230814,2.15147179,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2388,0.733228864,2596,-0.454923686,0.290181258,1.053046485,0,0.629233947,B1,0.876
2597,1,2597,2597,5935,-82.5875006,29.7740704,-0.482174075,0.201526116,1.840539714,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1878,0.081853209,2597,-0.454923686,0.545301603,0.872587469,0,-0.007039765,B1,0.876
2598,1,2598,2598,5949,-82.56810527,29.783271,-0.482174075,-1.596853422,1.341752842,-2.558856597,0.436254781,-0.424528137,1.181328524,0,1,3396,2.020653689,2598,-0.454923686,-1.155500703,0.58310113,1,1.886810226,B1,0.904
2599,1,2599,2599,5950,-82.56894243,29.78327374,-0.482174075,-1.506934445,1.341752842,-2.299539018,0.436254781,-0.424528137,0.810698881,0,1,2647,1.064025521,2599,-0.454923686,-1.070460587,0.58310113,1,0.952361185,B1,0.902
2600,1,2600,2600,5952,-82.5672681,29.78326822,-0.482174075,-0.068230814,1.341752842,-1.002951123,0.436254781,-0.424528137,-1.027914836,0,0,1712,-0.130163181,2600,-0.454923686,0.290181258,0.58310113,0,-0.214140621,B1,0.92
2601,1,2601,2601,5956,-82.56421109,29.77258435,-0.482174075,0.201526116,1.613818409,0.682613141,0.436254781,-0.424528137,0.269288913,0,1,1682,-0.168479396,2601,-0.454923686,0.545301603,0.74100277,1,-0.251568486,B1,0.88
2602,1,2602,2602,5958,-82.56708219,29.78053918,-0.482174075,-0.158149791,2.02839451,0.682613141,0.436254781,-0.424528137,0.803431634,0,1,1407,-0.519711367,2602,-0.454923686,0.205141142,0.981614791,1,-0.594657253,B1,0.892
2603,1,2603,2603,5960,-82.5631902,29.78101828,-0.482174075,0.830958954,1.082642779,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1530,-0.362614885,2603,-0.454923686,1.140582411,0.432718617,0,-0.441203004,B1,0.914
2604,1,2604,2604,5962,-82.56245324,29.78163541,-0.482174075,0.336404582,0.091546788,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1281,-0.68063947,2604,-0.454923686,0.672861776,-0.142494498,0,-0.751854288,B1,0.918
2605,1,2605,2605,5964,-82.56155154,29.77981964,-0.482174075,-1.64181291,1.646207167,-2.688515387,0.436254781,-0.424528137,0.574513325,0,1,1720,-0.119945523,2605,-0.454923686,-1.19802076,0.759800584,1,-0.204159857,B1,0.92
2606,1,2606,2606,5965,-82.56171808,29.7787915,-0.482174075,-0.832542118,1.322319588,-0.354657175,0.436254781,-0.424528137,-1.027914836,0,0,2502,0.878830482,2606,-0.454923686,-0.432659723,0.571822442,0,0.771459836,B1,0.898
2607,1,2607,2607,5967,-82.56069768,29.7805938,-0.482174075,0.336404582,0.013813769,0.682613141,0.436254781,-0.424528137,0.890638608,0,1,2038,0.286206356,2607,-0.454923686,0.672861776,-0.187609252,1,0.192575517,B1,0.908
2608,1,2608,2608,5968,-82.56064152,29.78158336,-0.482174075,0.336404582,0.013813769,0.034319194,0.436254781,-0.424528137,-1.027914836,0,0,1248,-0.722787306,2608,-0.454923686,0.672861776,-0.187609252,0,-0.79302494,B1,0.918
2609,1,2609,2609,5970,-82.56071343,29.77903044,-0.482174075,0.291445093,0.013813769,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1946,0.168703296,2609,-0.454923686,0.630341719,-0.187609252,0,0.07779673,B1,0.894
2610,1,2610,2610,5976,-82.56134347,29.77461065,1.318524992,-1.686772399,1.354708346,-2.818174176,0.436254781,5.154910116,1.562859039,1,1,2802,1.261992632,2610,1.299126896,-1.240540818,0.590620256,1,1.14573849,B1,0.884
2611,1,2611,2611,5981,-82.56225506,29.77261772,-0.482174075,0.336404582,2.025155634,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,2519,0.900543003,2611,-0.454923686,0.672861776,0.97973501,0,0.792668959,B1,0.876
2612,1,2612,2612,5983,-82.56120822,29.77180344,-0.482174075,0.246485605,0.995193133,0.034319194,0.436254781,-0.424528137,1.050518062,0,1,1862,0.061417894,2612,-0.454923686,0.587821661,0.381964518,1,-0.027001294,B1,0.874
2613,1,2613,2613,5984,-82.56113104,29.77336053,-0.482174075,0.201526116,1.319080712,0.682613141,0.436254781,-0.424528137,0.225685426,0,1,1551,-0.335793535,2613,-0.454923686,0.545301603,0.56994266,1,-0.415003499,B1,0.874
2614,1,2614,2614,5988,-82.57097765,29.77760696,1.318524992,-0.607744676,1.322319588,0.293636773,0.436254781,-0.424528137,1.061418934,0,1,1865,0.065249516,2614,1.299126896,-0.220059434,0.571822442,1,-0.023258507,B1,0.882
2615,1,2615,2615,5990,-82.5684526,29.77759985,1.318524992,-0.697663653,1.322319588,-0.613974754,0.436254781,-0.424528137,1.515621927,0,1,1937,0.157208432,2615,1.299126896,-0.30509955,0.571822442,1,0.06656837,B1,0.886
2616,1,2616,2616,5992,-82.56867272,29.77382373,-0.482174075,-0.742623141,1.325558463,-0.743633544,0.436254781,1.028637453,0.894272232,1,1,1713,-0.128885974,2616,-0.454923686,-0.347619607,0.573702223,1,-0.212893025,B1,0.878
2617,1,2617,2617,5993,-82.57093934,29.7760931,1.318524992,-0.78758263,1.325558463,-0.224998385,0.436254781,-0.424528137,1.02144907,0,1,2983,1.493167129,2617,1.299126896,-0.390139665,0.573702223,1,1.371553278,B1,0.882
2618,1,2618,2618,5994,-82.56971485,29.77760246,1.318524992,-0.967420583,1.325558463,-0.743633544,0.436254781,-0.424528137,0.970578335,0,1,2232,0.533984546,2618,1.299126896,-0.560219896,0.573702223,1,0.434609047,B1,0.884
2619,1,2619,2619,5995,-82.57058819,29.77483155,1.318524992,-0.877501607,1.325558463,-0.484315965,0.436254781,-0.424528137,0.970578335,0,1,2933,1.429306771,2619,1.299126896,-0.47517978,0.573702223,1,1.309173502,B1,0.882
2620,1,2620,2620,5996,-82.57089401,29.77230913,-0.482174075,-0.877501607,1.328797339,-0.484315965,0.436254781,-0.424528137,0.730759155,0,1,2176,0.462460945,2620,-0.454923686,-0.47517978,0.575582005,1,0.364743698,B1,0.878
2621,1,2621,2621,5997,-82.56967795,29.77609165,1.318524992,-0.967420583,1.325558463,-0.743633544,0.436254781,-0.424528137,0.977845583,0,1,2453,0.81624733,2621,1.299126896,-0.560219896,0.573702223,1,0.710327655,B1,0.884
2622,1,2622,2622,5998,-82.56906101,29.77227675,1.318524992,-0.877501607,1.325558463,-0.484315965,0.436254781,-0.424528137,1.050518062,0,1,2001,0.238949691,2622,1.299126896,-0.47517978,0.573702223,1,0.146414483,B1,0.878
2623,1,2623,2623,5999,-82.56869686,29.77483249,-0.482174075,-0.877501607,1.325558463,-0.484315965,0.436254781,-0.424528137,0.574513325,0,1,1730,-0.107173452,2623,-0.454923686,-0.47517978,0.573702223,1,-0.191683902,B1,0.878
2624,1,2624,2624,6000,-82.57056182,29.77382326,-0.482174075,-1.327096491,1.325558463,-1.78090386,0.436254781,4.589790164,0.64355218,1,1,1951,0.175089332,2624,-0.454923686,-0.900380357,0.573702223,1,0.084034707,B1,0.878
2625,1,2625,2625,6001,-82.56814733,29.77227871,1.318524992,-1.237177514,1.325558463,-1.521586281,0.436254781,-0.424528137,1.482919312,0,1,2008,0.247890141,2625,1.299126896,-0.815340241,0.573702223,1,0.155147651,B1,0.878
2626,1,2626,2626,6007,-82.57261998,29.77547262,-0.482174075,0.246485605,1.383858228,0.682613141,0.436254781,-0.424528137,-0.010500131,0,1,1284,-0.676807848,2626,-0.454923686,0.587821661,0.607538289,1,-0.748111501,B1,0.878
2627,1,2627,2627,6014,-82.57284024,29.77242527,1.318524992,-0.382947234,1.309364084,0.682613141,0.436254781,-0.424528137,0.650819428,0,1,1676,-0.176142639,2627,1.299126896,-0.007459146,0.564303316,1,-0.259054059,B1,0.874
2628,1,2628,2628,6015,-82.5727039,29.77749437,-0.482174075,0.201526116,0.548228274,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1818,0.005220779,2628,-0.454923686,0.545301603,0.122554683,0,-0.081895496,B1,0.874
2629,1,2629,2629,6016,-82.57212293,29.77337843,-0.482174075,0.201526116,0.098024539,-1.132609912,0.436254781,1.710369458,-1.027914836,1,0,1152,-0.845399194,2629,-0.454923686,0.545301603,-0.138734935,0,-0.912794109,B1,0.874
2630,1,2630,2630,6017,-82.57207039,29.77147191,-0.482174075,0.246485605,0.094785663,0.682613141,0.436254781,-0.424528137,-1.027914836,0,0,1661,-0.195300746,2630,-0.454923686,0.587821661,-0.140614716,0,-0.277767992,B1,0.874
