OID_,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,Total_MISC_Val,effective_year_built,imprv_type_cd,base_area,sum_us_area,total_porch_area,total_garage_area,effective_age,Assessment_Val,landiness,CENTROID_X,CENTROID_Y,geo_id,Market_Cluster_ID,in_subdivision,is_townhouse,is_tiny,percent_good,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,Assessment_Residual,AbsV_Market_Residual,AbsV_Assessment_Residual,sale_ratio
3245,43066,0.200000000000000,1737,1.000000000000000,ST. JOHN'S,298800,3054,2005,100,2674.000000000000000,0.000000000000000,830.000000000000000,0.000000000000000,19,250925.999999999970896,0.258967923660143,-82.436115999999998,29.685766999999998,06230-002-085,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.425009982442893,248950.654832110973075,252004.654832110973075,-46795.345167889026925,-1975.345167888997821,46795.345167889026925,1975.345167888997821,0.843389072396623
3246,43068,0.180000000000000,1734,1.000000000000000,ST. JOHN'S,291300,418,1998,100,1734.000000000000000,0.000000000000000,36.000000000000000,404.000000000000000,26,247187.000000000000000,0.233071131294129,-82.436099999999996,29.686271000000001,06230-002-087,HighSprings_B,True,False,False,0.740000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.412130733521087,245764.916374667780474,246182.916374667780474,-45117.083625332219526,-1422.083625332219526,45117.083625332219526,1422.083625332219526,0.845118147527181
3247,43132,0.280000000000000,1664,1.000000000000000,ST. JOHN'S,356300,22420,2000,100,1664.000000000000000,0.000000000000000,16.000000000000000,456.000000000000000,24,280435.000000000000000,0.362555093124200,-82.424066999999994,29.685479999999998,06230-034-006,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.441939161044186,253201.061363965854980,275621.061363965854980,-80678.938636034145020,-27233.938636034145020,80678.938636034145020,27233.938636034145020,0.773564584237906
3248,43137,0.250000000000000,2034,1.000000000000000,ST. JOHN'S,352500,3552,2000,100,2034.000000000000000,0.000000000000000,260.000000000000000,400.000000000000000,24,296073.000000000000000,0.323709904575179,-82.425394999999995,29.686105000000001,06230-034-011,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.582439318742209,291396.254368172201794,294948.254368172201794,-57551.745631827798206,-4676.745631827798206,57551.745631827798206,4676.745631827798206,0.836732636505453
3249,43141,0.280000000000000,2360,1.000000000000000,ST. JOHN'S,360500,2825,1994,100,2360.000000000000000,0.000000000000000,276.000000000000000,462.000000000000000,30,303600.000000000000000,0.362555093124200,-82.426280000000006,29.686827999999998,06230-034-015,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.597055060944468,295686.503112257516477,298511.503112257516477,-61988.496887742483523,-7913.496887742483523,61988.496887742483523,7913.496887742483523,0.828048552322490
3250,43160,0.250000000000000,1815,1.000000000000000,ST. JOHN'S,334800,3571,2000,100,1815.000000000000000,0.000000000000000,21.000000000000000,460.000000000000000,24,281009.000000000000000,0.323709904575179,-82.423148999999995,29.687929000000000,06230-036-006,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.491501640684472,266066.522393601946533,269637.522393601946533,-65162.477606398053467,-14942.477606398053467,65162.477606398053467,14942.477606398053467,0.805368943827963
3251,43161,0.250000000000000,1920,1.000000000000000,ST. JOHN'S,367400,4250,2000,100,1920.000000000000000,0.000000000000000,240.000000000000000,400.000000000000000,24,308040.000000000000000,0.323709904575179,-82.423142999999996,29.687660999999999,06230-036-007,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.545205956578739,280746.093104021681938,284996.093104021681938,-82403.906895978318062,-27293.906895978318062,82403.906895978318062,27293.906895978318062,0.775710650800277
3252,43168,0.230000000000000,2032,1.000000000000000,ST. JOHN'S,391400,3228,2012,100,816.000000000000000,896.000000000000000,402.000000000000000,462.000000000000000,12,329462.000000000000000,0.297813112209165,-82.423761999999996,29.687252000000001,06230-036-014,HighSprings_B,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.744787535753906,342760.604276421421673,345988.604276421421673,-45411.395723578578327,13298.604276421421673,45411.395723578578327,13298.604276421421673,0.883977016546810
3253,43178,0.200000000000000,1585,1.000000000000000,ST. JOHN'S,331500,3416,2000,100,1585.000000000000000,0.000000000000000,54.000000000000000,580.000000000000000,24,278359.000000000000000,0.258967923660143,-82.423687999999999,29.686571000000001,06230-036-024,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.402869558732812,243499.351615888648666,246915.351615888648666,-84584.648384111351334,-34859.648384111351334,84584.648384111351334,34859.648384111351334,0.744842689640690
3254,43186,0.460000000000000,2592,1.000000000000000,ST. JOHN'S,395900,4047,1995,100,2592.000000000000000,0.000000000000000,24.000000000000000,440.000000000000000,29,332468.000000000000000,0.595626224418329,-82.424437999999995,29.688438000000001,06230-037-001,HighSprings_B,True,False,False,0.710000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.684674922773642,322763.431218860845547,326810.431218860845547,-69089.568781139154453,-9704.568781139154453,69089.568781139154453,9704.568781139154453,0.825487323109020
3255,43195,0.290000000000000,1902,1.000000000000000,ST. JOHN'S,396900,4231,2015,100,2700.000000000000000,1104.000000000000000,108.000000000000000,908.000000000000000,9,333134.000000000000000,0.375503489307208,-82.424961999999994,29.686866999999999,06230-037-010,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.758451660692883,347476.272365409531631,351707.272365409531631,-45192.727634590468369,14342.272365409531631,45192.727634590468369,14342.272365409531631,0.886135732843058
3256,43198,0.230000000000000,1660,1.000000000000000,ST. JOHN'S,350400,4808,2005,100,3320.000000000000000,0.000000000000000,32.000000000000000,960.000000000000000,19,293032.000000000000000,0.297813112209165,-82.424368999999999,29.686288000000001,06230-037-013,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.518127778402427,273246.003027598315384,278054.003027598315384,-72345.996972401684616,-19785.996972401684616,72345.996972401684616,19785.996972401684616,0.793533113663237
3257,43207,0.300000000000000,2392,1.000000000000000,ST. JOHN'S,364000,3045,1994,100,2392.000000000000000,0.000000000000000,30.000000000000000,462.000000000000000,30,306355.000000000000000,0.388451885490215,-82.424384000000003,29.685828999999998,06230-037-022,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.591243135669554,293972.979510282690171,297017.979510282690171,-66982.020489717309829,-12382.020489717309829,66982.020489717309829,12382.020489717309829,0.815983460193084
3258,43231,0.440000000000000,1344,1.000000000000000,ST. JOHN'S,300600,2684,2010,100,1344.000000000000000,0.000000000000000,72.000000000000000,0.000000000000000,14,252825.999999999970896,0.569729432052315,-82.424858999999998,29.682227999999999,06230-060-003,HighSprings_B,True,False,False,0.860000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.362369074922217,233834.545777666760841,236518.545777666760841,-64081.454222333239159,-18991.454222333210055,64081.454222333239159,18991.454222333210055,0.786821509573076
3259,43247,0.330000000000000,1248,1.000000000000000,ST. JOHN'S,244700,2815,1998,100,1248.000000000000000,0.000000000000000,284.000000000000000,0.000000000000000,26,205180.000000000000000,0.427297074039236,-82.422522999999998,29.681031000000001,06230-060-019,HighSprings_B,True,False,False,0.740000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.141194320803450,187436.297650790307671,190251.297650790307671,-54448.702349209692329,-17743.702349209692329,54448.702349209692329,17743.702349209692329,0.777487934821374
3260,43254,0.320000000000000,1300,1.000000000000000,ST. JOHN'S,325500,12462,2007,100,1300.000000000000000,0.000000000000000,108.000000000000000,200.000000000000000,17,264213.000000000000000,0.414348677856229,-82.423841999999993,29.679912000000002,06230-060-026,HighSprings_B,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.391716120271703,240798.585991611442296,253260.585991611442296,-72239.414008388557704,-23414.414008388557704,72239.414008388557704,23414.414008388557704,0.778066316410481
3261,43257,0.320000000000000,1460,1.000000000000000,ST. JOHN'S,276600,2154,2000,100,1460.000000000000000,0.000000000000000,72.000000000000000,0.000000000000000,24,232956.000000000029104,0.414348677856229,-82.424811000000005,29.679922999999999,06230-060-029,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.256003448366863,210239.670783019944793,212393.670783019944793,-64206.329216980055207,-22716.329216980084311,64206.329216980055207,22716.329216980084311,0.767872996323283
3262,43265,0.300000000000000,1188,1.000000000000000,ST. JOHN'S,191600,3590,1994,100,1976.000000000000000,0.000000000000000,536.000000000000000,0.000000000000000,30,159270.000000000000000,0.388451885490215,-82.425110000000004,29.680724999999999,06230-060-037,HighSprings_B,True,False,False,0.700000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.047464333643012,170666.106588989670854,174256.106588989670854,-17343.893411010329146,11396.106588989670854,17343.893411010329146,11396.106588989670854,0.909478635641909
3263,43404,0.170000000000000,1800,1.000000000000000,ST. JOHN'S,291300,880,2001,100,1800.000000000000000,0.000000000000000,359.000000000000000,496.000000000000000,23,246725.000000000000000,0.220122735111122,-82.453210999999996,29.683700000000002,06234-010-008,HighSprings_B,True,False,False,0.770000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.499812681475865,268287.026683839038014,269167.026683839038014,-22132.973316160961986,21562.026683839038014,22132.973316160961986,21562.026683839038014,0.924020002347542
3264,43411,0.180000000000000,1856,1.000000000000000,ST. JOHN'S,370500,1018,2000,100,1856.000000000000000,0.000000000000000,235.000000000000000,529.000000000000000,24,313907.000000000000000,0.233071131294129,-82.453903999999994,29.683306999999999,06234-010-015,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.506372210097126,270052.647603726480156,271070.647603726480156,-99429.352396273519844,-43854.352396273519844,99429.352396273519844,43854.352396273519844,0.731634676393324
3265,43414,0.200000000000000,2322,1.000000000000000,ST. JOHN'S,446200,1360,2006,100,2083.500000000000000,238.000000000000000,352.500000000000000,483.000000000000000,18,377910.000000000000000,0.258967923660143,-82.453979000000004,29.682763000000001,06234-010-018,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.741268393939771,341556.501049352053087,342916.501049352053087,-103283.498950647946913,-36353.498950647946913,103283.498950647946913,36353.498950647946913,0.768526447891869
3266,43420,0.140000000000000,1894,1.000000000000000,ST. JOHN'S,400100,3245,2015,100,1893.500000000000000,0.000000000000000,430.500000000000000,420.000000000000000,9,336839.999999999941792,0.181277546562100,-82.454577000000000,29.681830000000001,06234-010-024,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.701378048336027,328199.865667078003753,331444.865667078003753,-68655.134332921996247,-8640.134332921938039,68655.134332921996247,8640.134332921938039,0.828405062901969
3267,43432,0.130000000000000,1487,1.000000000000000,ST. JOHN'S,353300,2624,2015,100,1487.000000000000000,0.000000000000000,334.000000000000000,400.000000000000000,9,297681.000000000000000,0.168329150379093,-82.452106999999998,29.682780999999999,06234-010-036,HighSprings_B,True,False,False,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.539761597726505,279221.763889650523197,281845.763889650523197,-71454.236110349476803,-18459.236110349476803,71454.236110349476803,18459.236110349476803,0.797751949871640
3268,43435,0.140000000000000,1779,1.000000000000000,ST. JOHN'S,394900,3871,2013,100,1779.000000000000000,0.000000000000000,53.000000000000000,420.000000000000000,11,331794.000000000000000,0.181277546562100,-82.453168000000005,29.683095000000002,06234-010-039,HighSprings_B,True,False,False,0.890000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.618965804696010,302236.712239276326727,306107.712239276326727,-88792.287760723673273,-29557.287760723673273,88792.287760723673273,29557.287760723673273,0.775152474649978
3269,43481,0.030000000000000,947,1.000000000000000,ST. JOHN'S,229500,283,2015,100,947.000000000000000,0.000000000000000,186.000000000000000,322.000000000000000,9,194791.999999999970896,0.038845188549021,-82.452121000000005,29.681294999999999,06234-020-044,HighSprings_B,True,False,True,0.910000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.142323055264965,187647.982905033655697,187930.982905033655697,-41569.017094966344303,-7144.017094966315199,41569.017094966344303,7144.017094966315199,0.818871385207118
3270,43571,0.430000000000000,2670,1.150000000000000,ST. JOHN'S,552600,1427,2020,100,2670.000000000000000,0.000000000000000,48.000000000000000,462.000000000000000,4,468282.999999999941792,0.556781035869308,-82.455393999999998,29.676376999999999,06234-030-003,HighSprings_B,True,False,False,0.960000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.186453391735339,533094.183337377151474,534521.183337377151474,-18078.816662622848526,64811.183337377209682,18078.816662622848526,64811.183337377209682,0.967284081319901
3271,43574,0.610000000000000,2580,1.150000000000000,ST. JOHN'S,432600,2066,2007,100,2580.000000000000000,0.000000000000000,70.000000000000000,572.000000000000000,17,365644.000000000000000,0.789852167163437,-82.455178000000004,29.678224000000000,06234-030-006,HighSprings_B,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,13.035847841839550,458560.650338326347992,460626.650338326347992,28026.650338326347992,92916.650338326347992,28026.650338326347992,92916.650338326347992,1.064786524129280
3272,43600,0.160000000000000,1563,1.000000000000000,ST. JOHN'S,327100,3094,2007,100,1563.000000000000000,0.000000000000000,226.000000000000000,400.000000000000000,17,274941.000000000000000,0.207174338928115,-82.441739999999996,29.674693999999999,06234-110-001,HighSprings_B,True,False,False,0.830000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.480682627559238,263203.460872700845357,266297.460872700845357,-60802.539127299154643,-11737.539127299154643,60802.539127299154643,11737.539127299154643,0.814116358522473
3273,43601,0.170000000000000,1678,1.000000000000000,ST. JOHN'S,310900,781,1999,100,1678.000000000000000,0.000000000000000,304.000000000000000,576.000000000000000,25,263484.000000000000000,0.220122735111122,-82.441716999999997,29.675077000000002,06234-110-002,HighSprings_B,True,False,False,0.750000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.427866156902349,249662.717737981816754,250443.717737981816754,-60456.282262018183246,-13821.282262018183246,60456.282262018183246,13821.282262018183246,0.805544283493026
3274,43613,0.220000000000000,2209,1.000000000000000,ST. JOHN'S,416800,3152,2013,100,1691.000000000000000,518.000000000000000,117.000000000000000,400.000000000000000,11,351128.000000000000000,0.284864716026157,-82.441659000000001,29.677368999999999,06234-110-014,HighSprings_B,True,False,False,0.890000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.793410794693568,359838.570538592175581,362990.570538592175581,-53809.429461407824419,8710.570538592175581,53809.429461407824419,8710.570538592175581,0.870898681714473
3275,43614,0.220000000000000,1913,1.000000000000000,ST. JOHN'S,354400,762,2005,100,1913.000000000000000,0.000000000000000,255.000000000000000,471.000000000000000,19,300478.000000000000000,0.284864716026157,-82.441204999999997,29.677361000000001,06234-110-015,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.608275161616168,299022.817334335821215,299784.817334335821215,-54615.182665664178785,-1455.182665664178785,54615.182665664178785,1455.182665664178785,0.845893954103656
3276,43622,0.170000000000000,1541,1.000000000000000,ST. JOHN'S,324400,5062,2005,100,1541.000000000000000,0.000000000000000,169.000000000000000,440.000000000000000,19,270678.000000000000000,0.220122735111122,-82.441226000000000,29.675894000000000,06234-110-023,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.448379074360780,254836.915978200995596,259898.915978200995596,-64501.084021799004404,-15841.084021799004404,64501.084021799004404,15841.084021799004404,0.801168051720718
3277,43626,0.170000000000000,1684,1.000000000000000,ST. JOHN'S,329700,928,2002,100,1684.000000000000000,0.000000000000000,411.000000000000000,462.000000000000000,22,279317.000000000000000,0.220122735111122,-82.441242000000003,29.675070999999999,06234-110-027,HighSprings_B,True,False,False,0.780000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.471610234184309,260826.374772589013446,261754.374772589013446,-67945.625227410986554,-18490.625227410986554,67945.625227410986554,18490.625227410986554,0.793916817629933
3278,43627,0.170000000000000,1812,1.000000000000000,ST. JOHN'S,391900,4668,2009,100,1591.000000000000000,221.000000000000000,324.000000000000000,453.000000000000000,15,328447.000000000000000,0.220122735111122,-82.440966000000003,29.675104999999999,06234-110-028,HighSprings_B,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.610533785487004,299698.960696822090540,304366.960696822090540,-87533.039303177909460,-28748.039303177909460,87533.039303177909460,28748.039303177909460,0.776644451892886
3279,43662,0.170000000000000,2125,1.000000000000000,ST. JOHN'S,435600,3159,2012,100,1824.500000000000000,300.000000000000000,451.500000000000000,440.000000000000000,12,367101.000000000000000,0.220122735111122,-82.439676000000006,29.675978000000001,06234-120-062,HighSprings_B,True,False,False,0.880000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.752105031144549,345277.952527657966129,348436.952527657966129,-87163.047472342033871,-21823.047472342033871,87163.047472342033871,21823.047472342033871,0.799901176601602
3280,43675,0.220000000000000,2748,1.000000000000000,ST. JOHN'S,481000,2729,2009,100,2440.000000000000000,308.000000000000000,235.000000000000000,462.000000000000000,15,406121.000000000000000,0.284864716026157,-82.439221000000003,29.677654000000000,06234-130-074,HighSprings_B,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.889881805818600,396282.177458234073129,399011.177458234073129,-81988.822541765926871,-9838.822541765926871,81988.822541765926871,9838.822541765926871,0.829545067480736
3281,43687,0.180000000000000,2496,1.000000000000000,ST. JOHN'S,471200,688,2009,100,2495.500000000000000,0.000000000000000,351.500000000000000,440.000000000000000,15,399832.000000000000000,0.233071131294129,-82.442362000000003,29.677797000000002,06234-130-086,HighSprings_B,True,False,False,0.850000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.817495262993988,368610.298376742284745,369298.298376742284745,-101901.701623257715255,-31221.701623257715255,101901.701623257715255,31221.701623257715255,0.783740022021949
3282,43712,0.150000000000000,2055,1.000000000000000,ST. JOHN'S,382000,192,2004,100,4110.000000000000000,0.000000000000000,626.000000000000000,1008.000000000000000,20,324507.999999999941792,0.194225942745107,-82.443831000000003,29.675640000000001,06234-140-110,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.636585841079842,307609.327947239973582,307801.327947239973582,-74198.672052760026418,-16898.672052759968210,74198.672052760026418,16898.672052759968210,0.805762638605340
3283,43717,0.140000000000000,2024,1.000000000000000,ST. JOHN'S,399600,299,2008,100,2024.000000000000000,0.000000000000000,193.000000000000000,483.000000000000000,16,339361.000000000000000,0.181277546562100,-82.443832000000000,29.676561000000000,06234-140-115,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.650816835321704,312018.211512870853767,312317.211512870853767,-87282.788487129146233,-27342.788487129146233,87282.788487129146233,27342.788487129146233,0.781574603385563
3284,43718,0.140000000000000,2044,1.000000000000000,ST. JOHN'S,363600,2904,2004,100,2043.500000000000000,0.000000000000000,185.500000000000000,441.000000000000000,20,306156.000000000000000,0.181277546562100,-82.443832000000000,29.676739000000001,06234-140-116,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.600917971801234,296830.922687637095805,299734.922687637095805,-63865.077312362904195,-9325.077312362904195,63865.077312362904195,9325.077312362904195,0.824353472738276
3285,43738,0.190000000000000,2288,1.000000000000000,ST. JOHN'S,407300,1169,2004,100,2288.000000000000000,0.000000000000000,226.000000000000000,498.000000000000000,20,345036.000000000000000,0.246019527477136,-82.442015999999995,29.675597000000000,06234-140-136,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.697811065076017,327031.267664105049334,328200.267664105049334,-79099.732335894950666,-18004.732335894950666,79099.732335894950666,18004.732335894950666,0.805794912015971
3286,43739,0.230000000000000,2379,1.000000000000000,ST. JOHN'S,421400,3591,2008,100,2019.000000000000000,360.000000000000000,130.000000000000000,380.000000000000000,16,354599.000000000000000,0.297813112209165,-82.442076000000000,29.675418000000001,06234-140-137,HighSprings_B,True,False,False,0.840000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.779429589510606,354842.599878233682830,358433.599878233682830,-62966.400121766317170,243.599878233682830,62966.400121766317170,243.599878233682830,0.850578072800744
3287,43770,0.130000000000000,1403,1.000000000000000,ST. JOHN'S,253300,2238,2005,100,1403.000000000000000,0.000000000000000,0.000000000000000,468.000000000000000,19,213066.999999999970896,0.168329150379093,-82.453903999999994,29.686031000000000,06234-230-008,HighSprings_B,True,False,False,0.810000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.326626562547570,225624.312855210067937,227862.312855210067937,-25437.687144789932063,12557.312855210097041,25437.687144789932063,12557.312855210097041,0.899574863226254
3288,43786,0.110000000000000,1571,1.000000000000000,ST. JOHN'S,286300,840,2000,100,1571.000000000000000,0.000000000000000,0.000000000000000,468.000000000000000,24,242515.000000000000000,0.142432358013079,-82.453744000000000,29.687201999999999,06234-230-024,HighSprings_B,True,False,False,0.760000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.316210729431001,223286.444226373219863,224126.444226373219863,-62173.555773626780137,-19228.555773626780137,62173.555773626780137,19228.555773626780137,0.782837737430574
3289,43788,0.110000000000000,1552,1.000000000000000,ST. JOHN'S,290400,3383,2006,100,1552.000000000000000,0.000000000000000,136.000000000000000,483.000000000000000,18,243457.000000000000000,0.142432358013079,-82.453417000000002,29.687103000000000,06234-230-026,HighSprings_B,True,False,False,0.820000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.436149204678911,251739.274192690121708,255122.274192690121708,-35277.725807309878292,8282.274192690121708,35277.725807309878292,8282.274192690121708,0.878520227936261
3290,43792,0.110000000000000,2242,1.000000000000000,ST. JOHN'S,340100,336,2004,100,1850.000000000000000,392.000000000000000,107.000000000000000,500.000000000000000,20,288749.000000000000000,0.142432358013079,-82.453923000000003,29.686847000000000,06234-230-030,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.640476946492445,308808.600002022983972,309144.600002022983972,-30955.399997977016028,20059.600002022983972,30955.399997977016028,20059.600002022983972,0.908981476042408
3291,43821,0.080000000000000,1974,1.000000000000000,ST. JOHN'S,337700,3360,2004,100,1974.000000000000000,0.000000000000000,36.000000000000000,624.000000000000000,20,283685.000000000000000,0.103587169464057,-82.452121000000005,29.685502000000000,06234-240-029,HighSprings_B,True,False,False,0.800000000000000,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,12.532814015582046,277288.571032678242773,280648.571032678242773,-57051.428967321757227,-6396.428967321757227,57051.428967321757227,6396.428967321757227,0.831058842264371
