,OID_,Join_Count,TARGET_FID,prop_id,legal_acreage,living_area,imprv_det_quality_cd,tax_area_description,sl_price,effective_year_built,imprv_type_cd,base_area,actual_year_built,prop_val_yr,sup_num,CENTROID_X,CENTROID_y,geo_id,sum_us_area,total_porch_area,total_garage_area,effective_age,actual_age,has_canal,has_lake,number_of_baths,MISC_Val,hood_cd,sl_county_ratio_cd,FID_Market_Cluster_Union,FID_Market_Cluster,Market_Cluster_ID,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST. JOHN'S,SUWANNEE,WALDO,Alachua_Main,Archer,Buck_Bay,Carol_Estates,Duck_Pond,EastGNV,EastMidtownEastA,Florida_Park,Gainesvilleish_Region,Golfview,HSBUI_2,Haile_Like,Hawthorne,Hickory_Forest,HighSpringsA,HighSpringsAGNV,HighSpringsAGNVSouth,HighSpringsB,High_Springs,High_Springs_Main,Highland,Jonesville,Kanapaha,Lincoln_Estates,Lugano,Metcalf,MidtownEast_A,MidtownEast_B,MidtownEast_C,Montery,Newnans_Lake,QuailCreek,Rural_North,Rural_South,San_Felasco,Sorrento,Split_Rock,Springtree,SummerCreek,Sweetwater,TC_Forest,Tioga,Tioga_A,Tioga_B,Turkey_Creek,Valwood,Waldo,WaldoRural,Westchester,WildsPlantation,swNewberry_A,swNewberry_B,landiness,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,predicted_Market_Val,Market_Residual,AbsV_Market_Residual,sale_ratio
1326,1327,1,1327,91050,0.21,1232,1.0,GAINESVILLE,151000,1995,100,1232.0,1977,2025,0,-82.33624018,29.63409109,15699-059-030,0,24.0,460,29,47,0,0,2,4153,148400.02,1,26.0,37.0,MidtownEast_A,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7185201821498384,True,0.71,12.511962970785987,271566.6756705584,275719.6756705584,124719.67567055841,124719.67567055841,1.8259581170235657
1328,1329,1,1329,91445,0.25,1156,1.0,GAINESVILLE,98000,1995,100,1156.0,1960,2025,0,-82.31464889999998,29.64067719,15758-006-000,0,48.0,0,29,64,0,0,1,0,145409.01,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8553811692259979,True,0.71,11.856833338374296,141044.86896855186,141044.86896855186,43044.86896855186,43044.86896855186,1.4392333568219577
1422,1423,1,1423,102970,0.51,1912,1.0,HAWTHORNE,135000,1999,100,1912.0,1930,2025,0,-82.09024203,29.59108777,19643-000-000,0,372.0,0,25,94,0,0,2,3300,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.744977585221036,True,0.75,12.250897257142285,209168.88297124332,212468.88297124332,77468.88297124332,77468.88297124332,1.5738435775647655
1424,1425,1,1425,103038,0.31,1008,1.0,HAWTHORNE,52000,1995,100,1008.0,1990,2025,0,-82.09302698,29.59518349,19691-000-000,0,84.0,0,29,34,0,0,1,2943,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0606726498402375,True,0.71,11.761981056047498,128281.33440633975,131224.33440633974,79224.33440633974,79224.33440633974,2.5235448924296104
1432,1433,1,1433,93473,0.23,1212,1.0,ST. JOHN'S,92000,1995,100,1008.0,1963,2025,0,-82.26848083999998,29.63188262,16189-003-010,0,258.0,0,29,61,0,0,1,0,315412.04,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7869506756879182,True,0.71,11.930780245929,151870.01142133586,151870.01142133586,59870.01142133586,59870.01142133586,1.6507609937101724
1433,1434,1,1434,93483,0.15,672,1.0,ST. JOHN'S,75000,1995,100,672.0,1965,2025,0,-82.26847818,29.63012963,16189-003-023,0,15.0,0,29,59,0,0,1,479,315412.04,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5132287015355987,True,0.71,11.55823781575793,104635.46385668467,105114.46385668467,30114.46385668467,30114.46385668467,1.4015261847557956
1435,1436,1,1436,93530,0.46,1176,1.0,ST. JOHN'S,99500,1995,100,1176.0,1966,2025,0,-82.26843157,29.63516739,16193-005-000,0,384.0,0,29,58,0,0,1,1284,315412.01,1,29.0,41.0,Newnans_Lake,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.5739013513758364,False,0.71,11.925536831514272,151075.7780812364,152359.7780812364,52859.77808123641,52859.77808123641,1.5312540510677026
1443,1444,1,1444,94021,0.86,1200,1.0,GAINESVILLE,27500,1995,100,1200.0,1950,2025,0,-82.30941615,29.62913627,16248-001-000,0,156.0,0,29,74,0,0,1,2592,145409.02,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.942511222137433,False,0.71,11.931952756872114,152048.1851065436,154640.1851065436,127140.18510654359,127140.18510654359,5.623279458419767
1473,1474,1,1474,103258,0.6,1934,1.0,HAWTHORNE,120000,1995,100,1024.0,1900,2025,0,-82.08927844,29.59113239,19797-000-000,630,280.0,0,29,124,0,0,2,7236,315626.26,1,11.0,19.0,Hawthorne,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2.052914806142395,False,0.71,12.182598960718002,195359.93579953167,202595.93579953167,82595.93579953167,82595.93579953167,1.6882994649960972
1510,1511,1,1511,86312,0.1,792,1.0,GAINESVILLE,65100,1995,100,792.0,1957,2025,0,-82.30672937999998,29.64797779,12744-031-000,0,0.0,0,29,67,0,0,1,333,145404.05,2,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.3421524676903992,True,0.71,11.564170571062498,105258.08556481641,105591.08556481641,40491.085564816414,40491.085564816414,1.6219828811799757
1593,1594,1,1594,47411,0.3,2759,1.0,GAINESVILLE,209900,1989,100,2759.0,1959,2025,0,-82.37526079,29.66150071,06400-087-000,0,36.0,0,30,65,0,0,2,18145,114335.05,2,27.0,38.0,MidtownEast_B,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.0264574030711975,True,0.7,12.759239387777498,347750.0966716649,365895.0966716649,155995.0966716649,155995.0966716649,1.7431876925758214
1635,1636,1,1636,4289,0.25,1129,1.0,HIGH SPRINGS,60000,1995,100,1129.0,1966,2025,0,-82.59894167,29.81523312,01408-105-000,0,15.0,0,29,58,0,0,1,6642,223100.02,1,89.0,31.0,High_Springs_Main,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8553811692259979,True,0.71,12.019673966234986,165988.52961309956,172630.52961309956,112630.52961309956,112630.52961309956,2.8771754935516594
1647,1648,1,1648,91906,0.25,1594,1.0,GAINESVILLE,124300,1995,100,1594.0,1957,2025,0,-82.30802658,29.63123448,15995-010-000,0,0.0,0,29,67,0,0,1,5719,145409.02,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8553811692259979,True,0.71,12.025952624814709,167033.99353973463,172752.99353973463,48452.99353973463,48452.99353973463,1.389806866771799
1690,1691,1,1691,33929,0.26,1436,1.0,GAINESVILLE,180000,1998,100,1436.0,1995,2025,0,-82.3873239,29.70905539,06020-030-081,0,362.0,462,26,29,0,0,2,22540,164314.13,1,16.0,26.0,San_Felasco,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8895964159950379,True,0.74,12.496809897699832,267482.627076258,290022.627076258,110022.62707625801,110022.62707625801,1.6112368170903222
1741,1742,1,1742,73641,0.15,1457,1.0,GAINESVILLE,150000,2005,100,1457.0,1993,2025,0,-82.35531926999998,29.69108927,07915-011-007,0,98.0,500,19,31,0,0,2,2789,324419.08,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.5132287015355987,True,0.81,12.50070940880474,268527.71489236783,271316.71489236783,121316.71489236783,121316.71489236783,1.8087780992824523
1763,1764,1,1764,38046,0.37,972,1.0,GAINESVILLE,120100,1995,100,972.0,1979,2025,0,-82.35998203,29.69263535,06076-060-016,0,0.0,0,29,45,0,0,2,820,154324.1,1,33.0,45.0,Springtree,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.2659641304544769,True,0.71,12.120632915389983,183621.6951311631,184441.6951311631,64341.69513116311,64341.69513116311,1.5357343474701342
1781,1782,1,1782,75746,0.26,1525,1.0,GAINESVILLE,150500,1995,100,1525.0,1962,2025,0,-82.30979585999998,29.68121287,08203-013-000,0,72.0,0,29,62,0,0,2,1215,324428.02,1,51.0,70.0,Highland,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8895964159950379,True,0.71,12.26574642221645,212298.04144071366,213513.04144071366,63013.041440713656,63013.041440713656,1.4186913052539114
1809,1810,1,1810,4029,0.23,1120,1.0,HIGH SPRINGS,60000,1995,100,1120.0,1961,2025,0,-82.59415769999998,29.82271578,01379-003-000,0,0.0,0,29,63,0,0,2,6816,223100.08,1,89.0,31.0,High_Springs_Main,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7869506756879182,False,0.71,12.001424628904443,162986.82183857384,169802.82183857384,109802.82183857384,109802.82183857384,2.8300470306428975
1820,1821,1,1821,83015,0.19,1534,1.0,GAINESVILLE,125000,1995,100,1534.0,1958,2025,0,-82.29389089999998,29.65943596,10856-045-000,0,100.0,0,29,66,0,0,2,2973,324434.06,1,6.0,13.0,EastGNV,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6500896886117584,True,0.71,12.039808560578708,169364.5143120043,172337.5143120043,47337.51431200429,47337.51431200429,1.3787001144960342
1838,1839,1,1839,29607,0.93,1864,0.1331291,SUWANNEE,25000,1947,100,1756.0,1937,2025,0,-82.41999633,29.7706517,05912-000-000,0,348.0,0,30,87,0,0,1,0,233321.02,1,2.0,8.0,Alachua_Main,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.182017949520713,True,0.7,11.444557004214502,93391.62986684414,93391.62986684414,68391.62986684414,68391.62986684414,3.735665194673766
1842,1843,1,1843,75509,0.21,1248,1.0,GAINESVILLE,66500,1995,100,1053.0,1959,2025,0,-82.31106665,29.67616896,08201-046-000,0,265.0,0,29,65,0,0,2,8211,324428.02,1,51.0,70.0,Highland,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7185201821498384,True,0.71,12.141002226452091,187400.29565477272,195611.29565477272,129111.29565477272,129111.29565477272,2.941523242928913
1860,1861,1,1861,59018,0.27,1685,1.0,ST. JOHN'S,153000,1995,100,1685.0,1981,2025,0,-82.42911255,29.60257185,06857-005-055,0,10.0,504,29,43,0,0,2,5828,125320.05,2,19.0,30.0,Valwood,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.9238116627640779,True,0.71,12.604260079819385,297824.62329682993,303652.62329682993,150652.62329682993,150652.62329682993,1.9846576686067317
1921,1922,1,1922,72638,0.42,848,1.0,ST. JOHN'S,90000,1995,100,848.0,1959,2025,0,-82.26335503,29.72343794,07843-017-000,0,0.0,0,29,65,0,0,1,1840,324412.01,1,39.0,52.0,WaldoRural,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.4370403642996767,True,0.71,11.946921392643022,154341.2582822637,156181.2582822637,66181.2582822637,66181.2582822637,1.7353473142473745
1930,1931,1,1931,18375,0.19,1911,1.1624432,SUWANNEE,239900,1999,100,1911.0,1999,2025,0,-82.4627114,29.68471248,04211-322-073,0,188.0,504,25,25,0,0,2,389,134225.02,1,47.0,62.0,Gainesvilleish_Region,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.6500896886117584,True,0.75,12.708398282589325,330512.01201453817,330901.01201453817,91001.01201453817,91001.01201453817,1.379328937117708
