prop_id,legal_acreage_x,living_area_x,imprv_det_quality_cd,tax_area_description,abs_subdv_cd,sl_price,Total_MISC_Val,effective_age,Assessment_Val,legal_acreage_y,A,B,C,D,E,F,ALACHUA,ARCHER,GAINESVILLE,HAWTHORNE,HIGH_SPRINGS,LACROSSE,MICANOPY,NEWBERRY,ST_JOHNS,SUWANNEE,WALDO,HighSprings_A,HighSprings_B,HighSprings_C,HighSprings_D,HighSprings_E,HighSprings_F,MidtownEast_A,MidtownEast_B,MidtownEast_C,MidtownEast_D,MidtownEast_E,MidtownEast_F,Springtree_A,Springtree_B,Springtree_C,Tioga_A,Tioga_B,WaldoRural_A,WaldoRural_B,WaldoRural_C,swNewberry_A,swNewberry_B,swNewberry_C,in_subdivision,percent_good,predicted_log_Assessment_Val,predicted_Assessment_Val,residual,residualAV,geo_id,MA,Cluster ID,Membership Probability,OBJECTID *,CENTROID_X,CENTROID_Y,property_use_cd,hood_cd,tax_area_id,legal_acreage,living_area_y,actual_age,norm_legal_acreage,norm_living_area,norm_actual_age
21605,1.06,1192,3.0,SUWANNEE,213800.0,309700,1520,24,261725.0,1.06,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.76,12.274682743701133,214203.70712836445,47521.29287163555,47521.29287163555,04334-020-000,swNewberry,C,0.79,11902,-82.477021,29.645876,100,215202.02,1003,1.06,1192,44,-0.138762,-0.977707,1.076516
21700,0.95,1570,3.0,SUWANNEE,213700.0,349600,4580,21,292580.0,0.95,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.79,12.540917524210718,279544.71033671557,13035.289663284435,13035.289663284435,04337-079-000,HighSprings,B,0.99,11988,-82.475986,29.651413,100,215202.02,1003,0.95,1570,51,-0.089262,-0.458279,0.898006
21740,0.15,2299,3.0,SUWANNEE,242100.0,479200,7224,17,400096.0,0.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.83,12.799686633145594,362103.96045125154,37992.039548748464,37992.039548748464,04338-010-010,swNewberry,B,0.95,12020,-82.488915,29.660622,100,215200.03,1003,0.15,2299,17,-0.198046,0.195234,-0.230901
21744,0.15,2201,3.0,SUWANNEE,242100.0,470900,640,17,399625.0,0.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.83,12.76841680443186,350956.2337251744,48668.76627482561,48668.76627482561,04338-010-014,swNewberry,B,0.89,12024,-82.488911,29.661282,100,215200.03,1003,0.15,2201,17,-0.198046,0.091397,-0.230901
21783,0.29,3308,4.0,SUWANNEE,242100.0,722500,26430,17,587695.0,0.29,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,0.83,13.246846969675047,566281.7187567585,21413.28124324151,21413.28124324151,04338-010-053,swNewberry,B,0.98,12062,-82.485601,29.659898,100,215200.03,1003,0.29,3308,17,-0.188925,1.264338,-0.230901
21929,1.3,1594,3.0,SUWANNEE,58500.0,355500,11218,30,290957.0,1.3,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.7,12.399879206384908,242772.29038449537,48184.70961550463,48184.70961550463,04346-016-001,swNewberry,C,0.75,12127,-82.503394,29.639823,100,215200.0,1003,1.3,1594,40,-0.123127,-0.551761,0.882825
21944,1.02,2224,4.0,SUWANNEE,13500.0,519300,25899,8,415506.0,1.02,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.92,13.084450549138284,481398.4329527246,-65892.43295272457,65892.43295272457,04349-010-008,swNewberry,C,0.72,12141,-82.498337,29.639852,100,215203.0,1003,1.02,2224,40,-0.141368,0.115767,0.882825
22042,3.39,2471,3.0,SUWANNEE,121100.0,569300,14924,25,468981.0,3.39,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.75,12.873795213615274,389958.34847300826,79022.65152699174,79022.65152699174,04360-014-000,swNewberry,C,0.94,12162,-82.522571,29.648574,100,215204.01,1003,3.39,2471,42,0.013029,0.37748,0.97967
22145,1.42,2023,3.0,SUWANNEE,0.0,302200,5406,30,251464.0,1.42,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7,12.480112511352992,263053.44708082743,-11589.447080827435,11589.447080827435,04370-003-001,swNewberry,C,0.91,12215,-82.529298,29.65325,100,215200.0,1003,1.42,2023,53,-0.115309,-0.097206,1.512322
22491,1.0,3345,4.0,SUWANNEE,146901.0,728900,26556,18,593009.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.8200000000000001,13.311831388482068,604303.2306764558,-11294.230676455772,11294.230676455772,04414-010-006,Tioga,A,0.96,12414,-82.475747,29.64492,100,215211.01,1003,1.0,3345,23,0.074518,0.059636,0.434933
22495,1.0,3293,4.0,SUWANNEE,146901.0,728100,20951,22,597934.0,1.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.78,13.240053987940161,562448.013272167,35485.98672783305,35485.98672783305,04414-010-010,Tioga,A,0.96,12418,-82.477148,29.644208,100,215211.01,1003,1.0,3293,22,-0.142671,1.248444,0.011213
22546,3.4,2085,3.0,SUWANNEE,170600.0,461500,19177,30,373098.0,3.4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.7,12.7913747692987,359106.67540229805,13991.324597701954,13991.324597701954,04416-004-012,Tioga,B,0.47,12461,-82.481448,29.638536,100,215200.0,1003,3.4,2085,33,1.940229,0.543865,1.108868
22582,2.01,3594,5.0,SUWANNEE,88900.0,900900,15765,30,750000.0,2.01,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.7,13.394994090403303,656707.56406142,93292.43593857996,93292.43593857996,04422-003-016,Tioga,A,0.96,12486,-82.462199,29.641262,100,215212.01,1005,2.01,3594,31,0.859671,0.447019,0.974081
22585,2.51,4032,4.0,SUWANNEE,88900.0,765000,20317,30,629933.0,2.51,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.7,13.32712627146543,613617.0229913275,16315.977008672548,16315.977008672548,04422-003-019,Tioga,A,0.96,12489,-82.461686,29.643035,100,215212.01,1005,2.51,4032,36,1.248361,0.689133,1.311049
22613,2.09,4597,4.0,SUWANNEE,600.0,932400,51002,19,741538.0,2.09,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.81,13.583449617941174,792897.8026239587,-51359.802623958676,51359.802623958676,04422-010-017,Tioga,A,0.97,12508,-82.458944,29.635688,100,215212.03,1005,2.09,4597,22,0.921862,0.011213,0.367539
22623,2.0,3100,4.0,SUWANNEE,600.0,773800,21964,23,635766.0,2.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.77,13.235853196510767,560090.2421980227,75675.75780197734,75675.75780197734,04422-010-027,Tioga,A,0.97,12518,-82.457044,29.637674,100,215212.03,1005,2.0,3100,23,0.851898,0.059636,0.434933
22793,1.63,5434,6.0,SUWANNEE,229900.0,1894400,39174,12,1571066.0,1.63,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.88,14.138131269530597,1380741.5522758523,190324.4477241477,190324.4477241477,04427-010-005,Tioga,B,0.84,12657,-82.457976,29.629014,100,215212.04,1005,1.63,5434,17,0.564267,-0.230901,0.030571
22802,1.98,4477,5.0,SUWANNEE,229900.0,1293800,14783,15,1084947.0,1.98,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.85,13.834039965324369,1018702.1420698172,66244.85793018283,66244.85793018283,04427-010-014,Tioga,B,0.88,12666,-82.459165,29.62766,100,215212.04,1005,1.98,4477,21,0.83635,-0.037209,0.300145
22807,1.53,6387,5.0,SUWANNEE,229901.0,1594600,52053,20,1303357.0,1.53,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.8,13.995337314701054,1197009.9712441806,106347.02875581942,106347.02875581942,04427-020-018,Tioga,B,0.87,12670,-82.461775,29.62782,100,215212.04,1005,1.53,6387,20,0.486529,-0.085632,0.232752
22927,1.1,2314,4.0,SUWANNEE,151600.0,527100,15355,19,432680.0,1.1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.81,13.08754311105331,482889.4918199947,-50209.4918199947,50209.4918199947,04428-030-094,Tioga,B,0.93,12776,-82.478059,29.626942,100,215214.01,1003,1.1,2314,28,0.152256,0.30175,0.7719
22930,1.02,2250,4.0,SUWANNEE,151700.0,611800,44851,12,475178.99999999994,1.02,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.88,13.16176813649774,520095.7126963638,-44916.71269636386,44916.71269636386,04428-031-070,Tioga,B,0.93,12779,-82.481208,29.627908,100,215214.01,1003,1.02,2250,26,0.090066,0.204905,0.637113
23079,5.16,2073,4.0,NEWBERRY,199500.0,586500,40957,7,457568.0,5.16,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.9299999999999999,13.151549867200556,514808.2947799957,-57240.29477999569,57240.29477999569,04446-010-003,swNewberry,C,0.53,12860,-82.532819,29.613158,100,215217.01,1016,5.16,2073,26,0.128339,-0.044228,0.204905
23118,5.93,2701,4.0,NEWBERRY,199700.0,697500,14533,12,578342.0,5.93,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.88,13.285604518662451,588660.2780106206,-10318.27801062062,10318.27801062062,04446-010-042,swNewberry,C,0.51,12898,-82.539448,29.615397,100,215217.01,1016,5.93,2701,22,0.178502,0.62118,0.011213
23143,1.03,1204,3.0,SUWANNEE,0.0,216100,4116,30,179569.0,1.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.7,12.08224211048835,176705.91109917435,2863.088900825649,2863.088900825649,04455-002-002,swNewberry,C,0.5,12911,-82.540563,29.613311,100,215200.0,1003,1.03,1204,47,-0.140717,-0.964992,1.221785
23144,1.03,1111,3.0,SUWANNEE,0.0,280300,3140,19,235115.00000000003,1.03,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.81,12.201195252113926,199026.89635051062,36088.10364948941,36088.10364948941,04455-002-003,swNewberry,C,0.5,12912,-82.540556,29.612722,100,215200.0,1003,1.03,1111,45,-0.140717,-1.063532,1.124939
23258,1.0,1541,3.0,SUWANNEE,0.0,281800,6166,14,233364.00000000003,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.86,12.506206901789152,270008.00934712624,-36644.00934712621,36644.00934712621,04471-004-000,swNewberry,C,0.56,12968,-82.524347,29.59978,100,215200.0,1003,1.0,1541,49,-0.142671,-0.607918,1.31863
23282,10.0,1440,3.0,SUWANNEE,0.0,484400,18944,17,392796.0,10.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.83,12.596516222631545,295527.2188138615,97268.78118613851,97268.78118613851,04476-007-000,swNewberry,C,0.57,12979,-82.513931,29.601267,100,215200.0,1003,10.0,1440,30,0.443648,-0.714934,0.398596
23440,16.12,1290,3.0,SUWANNEE,0.0,362100,7820,24,299965.0,16.12,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.76,12.44864285242015,254904.14523176482,45060.85476823518,45060.85476823518,04514-000-000,swNewberry,C,0.56,13035,-82.522434,29.590218,100,215200.0,1003,16.12,1290,49,0.842345,-0.873869,1.31863
23865,5.0,4660,5.0,SUWANNEE,237400.0,855000,7946,15,718804.0,5.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.85,13.843533219214576,1028418.9894174985,-309614.98941749847,309614.98941749847,04615-010-001,HighSprings,B,0.89,13180,-82.47184,29.586367,100,215236.03,1005,5.0,4660,16,0.355406,3.217362,-0.954008
24054,1.0,1407,3.0,SUWANNEE,215800.0,356100,19769,18,282916.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.8200000000000001,12.5113985771112,271413.44840084517,11502.551599154831,11502.551599154831,04624-100-014,HighSprings,B,0.81,13313,-82.472497,29.564722,100,216201.01,1003,1.0,1407,27,-0.083772,-0.652172,-0.371947
24134,5.56,1741,3.0,SUWANNEE,204100.0,577000,29802,9,460648.0,5.56,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.91,12.925903761571115,410817.2558252124,49830.7441747876,49830.7441747876,04626-002-017,HighSprings,B,0.76,13363,-82.488866,29.566885,100,216202.01,1003,5.56,1741,24,0.416891,-0.25487,-0.530691
24369,6.01,1860,3.0,SUWANNEE,120800.0,391400,3469,16,329221.0,6.01,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.84,12.852316318251285,381671.7855948309,-52450.78559483087,52450.78559483087,04672-010-012,swNewberry,C,0.53,13458,-82.531887,29.558856,100,216205.01,1003,6.01,1860,27,0.183713,-0.269916,0.253328
24385,5.0,2594,4.0,SUWANNEE,120800.0,625600,4471,13,527289.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,0.87,13.252891542226557,569715.0156429535,-42426.015642953455,42426.015642953455,04672-010-028,swNewberry,C,0.5,13464,-82.52473,29.552051,100,216205.01,1003,5.0,2594,33,0.117915,0.507807,0.543865
24900,0.19,520,3.0,ARCHER,5200.0,119300,1344,24,100061.0,0.19,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.76,11.287797145319185,79841.37600107097,20219.623998929033,20219.623998929033,04821-000-000,HighSprings,E,0.99,13662,-82.517217,29.531621,100,216216.01,1007,0.19,520,65,-0.172705,-1.707283,1.638812
24995,0.34,1201,3.0,ARCHER,246900.0,196000,252,16,166348.0,0.34,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.84,12.055787140802979,172092.4550610277,-5744.455061027693,5744.455061027693,04907-001-001,HighSprings,E,0.99,13699,-82.511555,29.530369,100,216216.01,1007,0.34,1201,42,-0.156236,-0.897215,0.421774
25105,3.09,1493,3.0,ARCHER,0.0,149900,24472,30,102942.99999999999,3.09,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7,12.067898435936666,174189.3902429032,-71246.39024290322,71246.39024290322,04936-000-000,HighSprings,E,1.0,13751,-82.516168,29.529338,100,216200.5,1007,3.09,1493,30,0.145699,-0.549872,-0.213202
25106,0.42,696,2.0,ARCHER,0.0,37200,2816,30,28804.0,0.42,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7,10.848451715675441,51454.423573715845,-22650.423573715845,22650.423573715845,04936-001-000,HighSprings,E,0.99,13752,-82.516811,29.52985,100,216216.01,1007,0.42,696,64,-0.147453,-1.497926,1.585898
25112,0.84,1738,3.0,ARCHER,0.0,171800,2135,30,143895.0,0.84,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7,12.07404630593749,175263.58258369984,-31368.58258369984,31368.58258369984,04939-001-000,HighSprings,E,0.99,13756,-82.518527,29.529187,100,216200.5,1007,0.84,1738,124,-0.101339,-0.258438,4.76078
25115,0.24,1526,3.0,ARCHER,5900.0,294700,2827,9,247667.99999999997,0.24,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.91,12.297059333434705,219050.88500599,28617.114994009957,28617.114994009957,04939-001-003,HighSprings,E,1.0,13759,-82.517864,29.528473,100,216216.02,1007,0.24,1526,41,-0.167216,-0.510618,0.368859
25170,0.22,1152,3.0,ARCHER,216400.0,143400,221,30,121669.0,0.22,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.770812989323009,129419.32452147765,-7750.324521477654,7750.324521477654,04962-006-000,HighSprings,E,0.99,13797,-82.520665,29.526635,100,216216.02,1007,0.22,1152,57,-0.169411,-0.955501,1.215495
25210,0.2,1256,3.0,ARCHER,5800.0,176600,178,30,149932.0,0.2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.825324451337671,136669.9878881446,13262.012111855409,13262.012111855409,04969-002-002,HighSprings,E,0.94,13827,-82.517515,29.522917,100,216216.01,1007,0.2,1256,47,-0.171607,-0.831791,0.686348
25294,0.28,1268,3.0,ARCHER,6400.0,167000,120,29,141830.0,0.28,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.71,11.875905873518647,143760.769414378,-1930.76941437801,1930.76941437801,05013-000-000,HighSprings,E,0.97,13858,-82.526097,29.527736,100,216216.01,1007,0.28,1268,114,-0.162824,-0.817516,4.231633
25691,0.25,1468,3.0,SUWANNEE,219800.0,183800,7740,30,148490.0,0.25,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,11.541588468287747,102907.77402495724,45582.22597504276,45582.22597504276,05153-000-000,HighSprings,E,0.91,13996,-82.522972,29.517427,100,216200.0,1003,0.25,1468,74,-0.166118,-0.579611,2.115045
26362,29.8,1996,4.0,SUWANNEE,0.0,510000,39646,30,393854.0,29.8,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.7,12.875178609040779,390498.18838836305,3355.8116116369492,3355.8116116369492,05371-048-000,HighSprings,B,0.75,14201,-82.414153,29.882792,100,232315.0,1003,29.8,1996,44,3.078308,0.04846,0.527603
26364,10.02,1384,3.0,SUWANNEE,0.0,307500,3370,19,258004.99999999997,10.02,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.81,12.568995108489807,287504.8787065949,-29499.87870659496,29499.87870659496,05371-050-000,HighSprings,B,0.76,14202,-82.412077,29.882809,100,232315.0,1003,10.02,1384,47,0.906574,-0.679531,0.686348
26942,1.15,1296,3.0,SUWANNEE,86500.0,184800,4624,22,152456.0,1.15,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.78,12.402923255612892,243512.42712242578,-91056.42712242578,91056.42712242578,05591-006-000,HighSprings,B,0.76,14366,-82.4398,29.858087,100,232329.0,1003,1.15,1296,32,-0.067303,-0.784209,-0.107373
27154,0.62,1744,3.0,LACROSSE,0.0,279200,5346,12,231973.99999999997,0.62,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.88,12.615404851379974,301162.375383545,-69188.37538354503,69188.37538354503,05661-003-000,HighSprings,B,0.77,14425,-82.406079,29.842482,100,232334.0,1014,0.62,1744,19,-0.125494,-0.251301,-0.795264
27312,3.0,1452,3.0,SUWANNEE,0.0,291900,4944,28,243171.0,3.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.72,12.365570921785144,234584.44808002072,8586.551919979276,8586.551919979276,05716-007-000,HighSprings,B,0.81,14488,-82.428025,29.823649,100,233300.4,1003,3.0,1452,28,0.135817,-0.598643,-0.319032
27565,5.0,3650,4.0,SUWANNEE,400.0,629400,4264,12,530726.0,5.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.88,13.134941385555521,506328.721997282,24397.278002717998,24397.278002717998,05775-010-004,Springtree,C,0.95,14596,-82.384532,29.80863,100,233300.0,1003,5.0,3650,18,0.302273,3.378412,-1.429454
27568,6.7,1800,3.0,SUWANNEE,400.0,396700,13282,15,323912.99999999994,6.7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.85,12.474755116264303,261647.93414114785,62265.06585885209,62265.06585885209,05775-010-007,Springtree,C,0.95,14598,-82.381967,29.810933,100,233300.0,1003,6.7,1800,23,0.44577,0.404718,-1.128344
27649,5.71,1870,3.0,SUWANNEE,0.0,277200,1400,30,234220.0,5.71,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7,12.156683252237473,190362.08578640877,43857.914213591226,43857.914213591226,05791-015-000,Springtree,C,1.0,14628,-82.367012,29.807679,100,233300.41,1003,5.71,1870,48,0.362205,0.517236,0.377206
28098,1.0,1196,3.0,SUWANNEE,0.0,207800,0,30,176630.0,1.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0.7,11.698184964426565,120353.07151746124,56276.92848253876,56276.92848253876,05878-002-000,Springtree,C,0.93,14837,-82.372187,29.775036,100,233300.4,1003,1.0,1196,56,-0.035366,-0.566153,0.858982
28340,0.47,3108,5.0,ALACHUA,201200.0,590200,32096,19,469574.0,0.47,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.81,13.241076990533621,563023.693459387,-93449.69345938705,93449.69345938705,05900-005-022,HighSprings,B,0.95,14892,-82.421282,29.762046,100,233328.03,1006,0.47,3108,23,-0.141963,1.371215,-0.583605
28345,0.49,2382,4.0,ALACHUA,201200.0,397300,3965,26,333740.0,0.49,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.74,12.776037077052958,353640.8315971848,-19900.83159718482,19900.83159718482,05900-005-027,HighSprings,B,0.95,14897,-82.421605,29.761549,100,233328.03,1006,0.49,2382,26,-0.139767,0.507618,-0.424861
28357,0.18,2399,3.0,ALACHUA,201200.0,272400,10130,30,221410.0,0.18,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.500873039872761,268571.6579642769,-47161.65796427691,47161.65796427691,05900-005-039,HighSprings,B,0.95,14909,-82.421653,29.759245,100,233328.03,1006,0.18,2399,45,-0.173803,0.52784,0.580518
28429,0.42,2652,4.0,ALACHUA,202603.0,405000,6928,30,337322.0,0.42,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,12.773671134877908,352805.12684328493,-15483.126843284932,15483.126843284932,05900-007-028,HighSprings,B,0.87,14979,-82.411963,29.75073,100,233328.03,1006,0.42,2652,39,-0.147453,0.82879,0.26303
28444,0.78,3404,4.0,ALACHUA,202603.0,557400,26990,30,446800.0,0.78,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.7,13.00177979227042,443201.49706795736,3598.50293204264,3598.50293204264,05900-007-043,HighSprings,B,0.92,14994,-82.418187,29.753455,100,233328.03,1006,0.78,3404,29,-0.107927,1.723315,-0.266117
28445,0.26,1608,4.0,ALACHUA,202603.0,295500,29102,26,222073.0,0.26,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.74,12.443896284344268,253697.0922992871,-31624.09229928709,31624.09229928709,05900-007-044,HighSprings,B,0.89,14995,-82.417255,29.755812,100,233328.03,1006,0.26,1608,44,-0.16502,-0.413077,0.527603
