OBJECTID,Join_Count,TARGET_FID,Field1,prop_id,centroid_x,centroid_y,quality,actage,lotsize,effage,market_area_cd,FSP_area,FGR_area,FSP,FGR,Total_Area,livarea,SOURCE_ID,Cluster_ID,Membership Probability
1226,1,43915,43915,73690,-82.35539602,29.69299311,-0.482174075,0.291445093,-0.251774046,0.552954352,1.686327198,-0.424528137,0.040370604,0,1,953,-1.099563421,1226,C1,0.962
1227,1,43916,43916,73691,-82.355395,29.69319937,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.035935498,0,1,1099,-0.913091174,1227,C1,0.958
1228,1,43917,43917,73692,-82.35539397,29.69340563,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,0.200250058,0,1,1174,-0.817300637,1228,C1,0.958
1229,1,43918,43918,73693,-82.35539295,29.69361188,-0.482174075,0.201526116,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.068638114,0,1,1176,-0.814746222,1229,C1,0.958
1230,1,43919,43919,73694,-82.35539168,29.69386536,-0.482174075,0.201526116,-0.22586304,0.682613141,1.686327198,-0.424528137,-0.155845089,0,1,1060,-0.962902254,1230,C1,0.958
1231,1,43920,43920,73695,-82.35491186,29.69382435,-0.482174075,0.246485605,-0.229101916,0.682613141,1.686327198,0.006039446,-0.155845089,1,1,986,-1.057415584,1231,C1,0.96
1232,1,43921,43921,73696,-82.3546644,29.69382163,-0.482174075,0.246485605,-0.229101916,0.682613141,1.686327198,-0.424528137,0.156646571,0,1,968,-1.080405313,1232,C1,0.96
1233,1,43922,43922,73697,-82.35441558,29.69382106,-0.482174075,0.246485605,-0.229101916,0.682613141,1.686327198,-0.424528137,-0.112241601,0,1,1104,-0.906705139,1233,C1,0.962
1234,1,43923,43923,73698,-82.35416666,29.69382032,-0.482174075,0.246485605,-0.229101916,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1329,-0.619333526,1234,C1,0.968
1235,1,43924,43924,73699,-82.35391935,29.69381804,-0.482174075,0.246485605,-0.22586304,0.682613141,1.686327198,1.297742192,-1.027914836,1,0,1904,0.115060595,1235,C1,0.972
1236,1,43925,43925,73700,-82.35368573,29.69354616,-0.482174075,0.246485605,-0.238818543,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1100,-0.911813967,1236,C1,0.982
1237,1,43926,43926,73701,-82.35368804,29.6933248,-0.482174075,0.246485605,-0.24853517,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1156,-0.840290366,1237,C1,0.982
1238,1,43927,43927,73702,-82.35368911,29.6931187,-0.482174075,0.246485605,-0.24853517,0.682613141,1.686327198,-0.424528137,0.051271476,0,1,1193,-0.793033701,1238,C1,0.96
1239,1,43928,43928,73703,-82.35368927,29.69289741,-0.482174075,0.246485605,-0.238818543,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1899,0.10867456,1239,C1,0.988
1240,1,43929,43929,73704,-82.35392732,29.69268226,-0.482174075,0.201526116,-0.24853517,0.682613141,1.686327198,-0.424528137,-0.068638114,0,1,1176,-0.814746222,1240,C1,0.962
1241,1,43930,43930,73705,-82.35417229,29.69268053,-0.482174075,0.201526116,-0.251774046,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1040,-0.988446397,1241,C1,0.962
1242,1,43931,43931,73706,-82.35442125,29.69268101,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,0.389198503,0,1,1014,-1.021653784,1242,C1,0.962
1243,1,43932,43932,73707,-82.35467005,29.69268168,-0.482174075,0.291445093,-0.251774046,-0.095339596,1.686327198,-0.424528137,0.018568861,0,1,1080,-0.937358111,1243,C1,0.962
1244,1,43933,43933,73708,-82.35491701,29.69268025,-0.482174075,0.201526116,-0.251774046,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1040,-0.988446397,1244,C1,0.962
1245,1,43934,43934,73709,-82.3549202,29.69240733,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1040,-0.988446397,1245,C1,0.962
1246,1,43935,43935,73710,-82.3546714,29.69240665,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,0.018568861,0,1,1080,-0.937358111,1246,C1,0.962
1247,1,43936,43936,73711,-82.35442261,29.69240596,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,0.389198503,0,1,1014,-1.021653784,1247,C1,0.962
1248,1,43937,43937,73712,-82.3541738,29.69240528,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1040,-0.988446397,1248,C1,0.962
1249,1,43938,43938,73713,-82.353925,29.69240459,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,0.160280195,0,1,1043,-0.984614776,1249,C1,0.962
1250,1,43939,43939,73714,-82.35366022,29.69240387,-0.482174075,0.291445093,-0.242057419,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1374,-0.561859203,1250,C1,0.984
1251,1,43940,43940,73715,-82.35415085,29.69309113,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,0.018568861,0,1,1040,-0.988446397,1251,C1,0.962
1252,1,43941,43941,73716,-82.35440446,29.6930898,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.08317261,0,1,1136,-0.865834509,1252,C1,0.962
1253,1,43942,43942,73717,-82.35465641,29.69309048,-0.482174075,0.291445093,-0.251774046,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1120,-0.886269824,1253,C1,0.962
1254,1,43943,43943,73718,-82.35490957,29.69309315,-0.482174075,0.201526116,-0.251774046,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1392,-0.538869474,1254,C1,0.962
1255,1,43944,43944,73719,-82.35490828,29.69335652,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,0.294724281,0,1,988,-1.05486117,1255,C1,0.96
1256,1,43945,43945,73720,-82.35465509,29.69335793,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.035935498,0,1,1128,-0.876052167,1256,C1,0.962
1257,1,43946,43946,73721,-82.35440313,29.69335733,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,0.294724281,0,1,988,-1.05486117,1257,C1,0.962
1258,1,43947,43947,73722,-82.35414949,29.69335473,-0.482174075,0.246485605,-0.251774046,0.682613141,1.686327198,-0.424528137,0.280189785,0,1,1215,-0.764935143,1258,C1,0.96
1259,1,43948,43948,73723,-82.35283779,29.69564107,-0.482174075,-0.158149791,-0.251774046,0.682613141,1.686327198,-0.424528137,0.047637852,0,1,1483,-0.422643622,1259,C1,0.948
1260,1,43949,43949,73724,-82.35333474,29.69564159,-0.482174075,-0.068230814,-0.251774046,0.034319194,1.686327198,-0.424528137,0.018568861,0,1,1210,-0.771321179,1260,C1,0.95
1261,1,43950,43950,73725,-82.35333267,29.69543646,-0.482174075,-0.023271326,-0.251774046,0.682613141,1.686327198,-0.424528137,0.378297632,0,1,1443,-0.473731909,1261,C1,0.95
1262,1,43951,43951,73726,-82.35333319,29.69523012,-0.482174075,-0.113190303,-0.251774046,0.682613141,1.686327198,-0.424528137,0.116676707,0,1,1290,-0.669144605,1262,C1,0.95
1263,1,43952,43952,73727,-82.35333372,29.69502377,-0.482174075,-0.068230814,-0.251774046,-0.484315965,1.686327198,-0.424528137,-0.08317261,0,1,1248,-0.722787306,1263,C1,0.95
1264,1,43953,43953,73728,-82.35333426,29.69481742,-0.482174075,-0.113190303,-0.251774046,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1175,-0.81602343,1264,C1,0.95
1265,1,43954,43954,73729,-82.35334904,29.69458188,-0.482174075,-0.158149791,-0.238818543,0.682613141,1.686327198,-0.424528137,-0.112241601,0,1,1246,-0.725341721,1265,C1,0.95
1266,1,43955,43955,73730,-82.35365855,29.69453792,-0.482174075,-0.20310928,-0.24853517,-0.224998385,1.686327198,1.279801876,0.559978829,1,1,1420,-0.503107674,1266,C1,0.95
1267,1,43956,43956,73731,-82.35413618,29.69455242,-0.482174075,-0.113190303,-0.245296295,0.682613141,1.686327198,-0.424528137,0.018568861,0,1,1150,-0.847953609,1267,C1,0.95
1268,1,43957,43957,73732,-82.35440542,29.69460605,-0.482174075,-0.158149791,-0.238818543,0.682613141,1.686327198,-0.424528137,0.687155667,0,1,1164,-0.830072708,1268,C1,0.95
1269,1,43958,43958,73733,-82.35464162,29.69460637,-0.482174075,-0.113190303,-0.238818543,0.682613141,1.686327198,-0.424528137,0.890638608,0,1,1368,-0.569522446,1269,C1,0.95
1270,1,43959,43959,73734,-82.3549112,29.69455335,-0.482174075,-0.248068768,-0.245296295,0.682613141,1.686327198,-0.424528137,0.19298281,0,1,1235,-0.739391,1270,C1,0.95
1271,1,43960,43960,73735,-82.35538963,29.69436663,-0.482174075,-0.248068768,-0.251774046,0.682613141,1.686327198,-0.424528137,0.171181067,0,1,1289,-0.670421813,1271,C1,0.95
1272,1,43961,43961,73736,-82.35493989,29.69415018,-0.482174075,-0.248068768,-0.251774046,0.682613141,1.686327198,-0.424528137,0.171181067,0,1,1289,-0.670421813,1272,C1,0.95
1273,1,43962,43962,73737,-82.35469767,29.69415206,-0.482174075,-1.596853422,-0.255012922,-2.558856597,1.686327198,-0.424528137,0.727125531,0,1,1536,-0.354951642,1273,C1,0.952
1274,1,43963,43963,73738,-82.35446148,29.69415187,-0.482174075,-1.596853422,-0.255012922,-2.558856597,1.686327198,-0.424528137,0.574513325,0,1,1566,-0.316635427,1274,C1,0.952
1275,1,43964,43964,73739,-82.35422528,29.69415171,-0.482174075,-1.596853422,-0.255012922,-2.558856597,1.686327198,-0.424528137,0.727125531,0,1,1532,-0.360060471,1275,C1,0.952
1276,1,43965,43965,73740,-82.35398908,29.69415155,-0.482174075,-0.20310928,-0.255012922,0.682613141,1.686327198,-0.424528137,0.10940946,0,1,1219,-0.759826314,1276,C1,0.95
1277,1,43966,43966,73741,-82.35375289,29.69415138,-0.482174075,-0.20310928,-0.255012922,0.682613141,1.686327198,-0.424528137,0.062172348,0,1,1556,-0.329407499,1277,C1,0.95
1278,1,43967,43967,73742,-82.35351669,29.69415121,-0.482174075,-0.113190303,-0.255012922,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1548,-0.339625156,1278,C1,0.976
1279,1,43968,43968,73743,-82.35327776,29.69416069,-0.482174075,-0.248068768,-0.24853517,0.552954352,1.686327198,1.190100297,0.570879701,1,1,1216,-0.763657936,1279,C1,0.95
1280,1,43969,43969,73744,-82.35287775,29.69440268,-0.482174075,-0.248068768,-0.238818543,0.682613141,1.686327198,-0.424528137,-0.112241601,0,1,1260,-0.70746082,1280,C1,0.95
1281,1,43970,43970,73745,-82.35284739,29.69460898,-0.482174075,-0.113190303,-0.24853517,0.682613141,1.686327198,-0.424528137,0.294724281,0,1,1150,-0.847953609,1281,C1,0.95
1282,1,43971,43971,73746,-82.35284377,29.69481659,-0.482174075,-0.158149791,-0.24853517,0.682613141,1.686327198,-0.424528137,0.047637852,0,1,1249,-0.721510099,1282,C1,0.95
1283,1,43972,43972,73747,-82.3528429,29.69502304,-0.482174075,-0.113190303,-0.24853517,0.682613141,1.686327198,-0.424528137,0.570879701,0,1,1612,-0.257883897,1283,C1,0.95
1284,1,43973,43973,73748,-82.35284203,29.6952295,-0.482174075,-0.023271326,-0.24853517,0.682613141,1.686327198,-0.424528137,-0.010500131,0,1,1232,-0.743222621,1284,C1,0.95
1285,1,43974,43974,73749,-82.35284115,29.69543597,-0.482174075,-0.023271326,-0.24853517,0.682613141,1.686327198,-0.424528137,-0.112241601,0,1,1848,0.043536994,1285,C1,0.95
1286,1,43975,43975,73750,-82.35365971,29.69475334,-0.482174075,-0.293028257,-0.251774046,0.682613141,1.686327198,-0.424528137,0.64355218,0,1,1256,-0.712569649,1286,C1,0.95
1287,1,43976,43976,73751,-82.35365825,29.69496789,-0.482174075,-0.293028257,-0.251774046,0.423295562,1.686327198,-0.424528137,0.421901119,0,1,1340,-0.605284247,1287,C1,0.95
1288,1,43977,43977,73752,-82.35365769,29.6951823,-0.482174075,-0.248068768,-0.251774046,0.682613141,1.686327198,0.059860393,0.490939974,1,1,1321,-0.629551183,1288,C1,0.95
1289,1,43978,43978,73753,-82.35365713,29.69539672,-0.482174075,-0.293028257,-0.251774046,0.682613141,1.686327198,-0.424528137,0.421901119,0,1,1340,-0.605284247,1289,C1,0.95
1290,1,43979,43979,73754,-82.35367901,29.69563444,-0.482174075,-0.293028257,-0.235579667,0.682613141,1.686327198,-0.424528137,0.803431634,0,1,1521,-0.37410975,1290,C1,0.95
1291,1,43980,43980,73755,-82.35432237,29.69564408,-0.482174075,-0.293028257,-0.219385288,-0.095339596,1.686327198,1.190100297,1.513805115,1,1,1260,-0.706822217,1291,C1,0.95
1292,1,43981,43981,73756,-82.35415395,29.69539358,-0.482174075,-0.293028257,-0.24853517,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1238,-0.735559378,1292,C1,0.95
1293,1,43982,43982,73757,-82.35443033,29.69540369,-0.482174075,-0.293028257,-0.255012922,-0.743633544,1.686327198,-0.424528137,0.185715562,0,1,1395,-0.535037853,1293,C1,0.95
1294,1,43983,43983,73758,-82.35467881,29.69551488,-0.482174075,-0.293028257,-0.216146412,0.682613141,1.686327198,-0.424528137,0.425534743,0,1,1418,-0.505662088,1294,C1,0.95
1295,1,43984,43984,73759,-82.35494534,29.69553993,-0.482174075,-0.248068768,-0.193474282,0.034319194,1.686327198,-0.424528137,0.142112075,0,1,1316,-0.635937219,1295,C1,0.95
1296,1,43985,43985,73760,-82.35528374,29.69551237,-0.482174075,-0.248068768,-0.141652269,-1.002951123,1.686327198,-0.424528137,0.480039102,0,1,1343,-0.601452626,1296,C1,0.95
1297,1,43986,43986,73761,-82.35538819,29.69523282,-0.482174075,-0.293028257,-0.222624164,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1238,-0.735559378,1297,C1,0.95
1298,1,43987,43987,73762,-82.3553863,29.69498609,-0.482174075,-0.248068768,-0.251774046,0.682613141,1.686327198,-0.424528137,0.243853546,0,1,1248,-0.722787306,1298,C1,0.95
1299,1,43988,43988,73763,-82.35538805,29.69477928,-0.482174075,-0.248068768,-0.251774046,0.682613141,1.686327198,-0.424528137,0.301991529,0,1,1183,-0.805805772,1299,C1,0.95
1300,1,43989,43989,73764,-82.35538885,29.69457294,-0.482174075,-0.293028257,-0.251774046,0.682613141,1.686327198,1.638608195,0.389198503,1,1,1158,-0.837735951,1300,C1,0.95
1301,1,43990,43990,73765,-82.35491271,29.69478553,-0.482174075,-0.293028257,-0.251774046,0.682613141,1.686327198,-0.424528137,0.516375342,0,1,1242,-0.730450549,1301,C1,0.95
1302,1,43991,43991,73766,-82.35490425,29.69501336,-0.482174075,-0.248068768,-0.24853517,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1234,-0.740668207,1302,C1,0.95
1303,1,43992,43992,73767,-82.3546407,29.69496391,-0.482174075,-0.293028257,-0.238818543,-0.095339596,1.686327198,1.369503456,0.243853546,1,1,1302,-0.653818119,1303,C1,0.95
1304,1,43993,43993,73768,-82.35440449,29.69496355,-0.482174075,-0.293028257,-0.238818543,0.682613141,1.686327198,-0.424528137,0.498207222,0,1,1367,-0.570799653,1304,C1,0.95
1305,1,43994,43994,73769,-82.35413336,29.69501647,-0.482174075,-0.248068768,-0.245296295,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1286,-0.674253434,1305,C1,0.95
1306,1,43995,43995,73770,-82.3541325,29.69478466,-0.482174075,-0.248068768,-0.251774046,0.682613141,1.686327198,-0.424528137,0.09124134,0,1,1274,-0.68957992,1306,C1,0.95
1307,1,43996,43996,73771,-82.35203555,29.6938751,-0.482174075,0.471283047,-0.219385288,-0.095339596,1.686327198,-0.424528137,-1.027914836,0,0,1224,-0.753440278,1307,C1,0.97
1308,1,43997,43997,73772,-82.35199766,29.69356479,-0.482174075,0.516242535,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2189,0.479064638,1308,C1,0.982
1309,1,43998,43998,73773,-82.35200484,29.69328157,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1627,-0.23872579,1309,C1,0.984
1310,1,43999,43999,73774,-82.3520064,29.69299807,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1413,-0.512048124,1310,C1,0.984
1311,1,44000,44000,73775,-82.35200798,29.69271457,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1311,C1,0.982
1312,1,44001,44001,73776,-82.35200955,29.69243107,-0.482174075,0.920877931,-0.235579667,-2.169880229,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1312,C1,0.982
1313,1,44002,44002,73777,-82.35170406,29.69243028,-0.482174075,0.561202024,-0.235579667,-0.095339596,1.686327198,-0.424528137,-1.027914836,0,0,1253,-0.716401271,1313,C1,0.98
1314,1,44003,44003,73778,-82.3520122,29.6919551,-0.482174075,0.516242535,-0.235579667,-0.743633544,1.686327198,-0.424528137,0.280189785,0,1,1584,-0.293645698,1314,C1,0.982
1315,1,44004,44004,73779,-82.35253814,29.69195633,-0.482174075,0.561202024,-0.235579667,0.682613141,1.686327198,-0.424528137,0.207517306,0,1,1996,0.232563655,1315,C1,0.986
1316,1,44005,44005,73780,-82.3525355,29.69243243,-0.482174075,0.920877931,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1498,-0.403485515,1316,C1,0.99
1317,1,44006,44006,73781,-82.35253394,29.69271593,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1317,C1,0.982
1318,1,44007,44007,73782,-82.35253236,29.69299943,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1318,C1,0.982
1319,1,44008,44008,73783,-82.35253078,29.69328293,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,2.347250674,-1.027914836,1,0,1118,-0.888824238,1319,C1,0.982
1320,1,44009,44009,73784,-82.35251197,29.69373781,-0.482174075,1.055756397,-0.144891145,-1.391927491,1.686327198,-0.424528137,-1.027914836,0,0,2182,0.470124188,1320,C1,0.982
1321,1,44010,44010,73785,-82.35285009,29.69373871,-0.482174075,0.920877931,-0.144891145,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1321,C1,0.982
1322,1,44011,44011,73786,-82.35283627,29.69328372,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1292,-0.666590191,1322,C1,0.984
1323,1,44012,44012,73787,-82.35283785,29.69300022,-0.482174075,0.920877931,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1416,-0.508216502,1323,C1,0.986
1324,1,44013,44013,73788,-82.35283943,29.69271673,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,1.728309774,-1.027914836,1,0,1280,-0.681916677,1324,C1,0.986
1325,1,44014,44014,73789,-82.35284099,29.69243322,-0.482174075,0.920877931,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1538,-0.352397228,1325,C1,0.99
1326,1,44015,44015,73790,-82.35284365,29.69195708,-0.482174075,1.010796908,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1326,C1,0.994
1327,1,44016,44016,73791,-82.35284521,29.69167366,-0.482174075,1.100715885,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1040,-0.988446397,1327,C1,0.994
1328,1,44017,44017,73792,-82.35284678,29.69139024,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1271,-0.693411542,1328,C1,0.996
1329,1,44018,44018,73793,-82.35284834,29.69110681,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1290,-0.669144605,1329,C1,0.996
1330,1,44019,44019,73794,-82.35284991,29.69082338,-0.482174075,1.100715885,-0.235579667,-1.391927491,1.686327198,-0.424528137,-1.027914836,0,0,1396,-0.533760646,1330,C1,0.998
1331,1,44020,44020,73795,-82.35285148,29.69053995,-0.482174075,1.100715885,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1292,-0.666590191,1331,C1,0.998
1332,1,44021,44021,73796,-82.35285305,29.69025652,-0.482174075,1.055756397,-0.235579667,-2.299539018,1.686327198,-0.424528137,-1.027914836,0,0,1412,-0.513325331,1332,C1,1
1333,1,44022,44022,73797,-82.35285462,29.6899731,-0.482174075,1.055756397,-0.235579667,-0.484315965,1.686327198,-0.424528137,-1.027914836,0,0,1594,-0.280873626,1333,C1,0.998
1334,1,44023,44023,73798,-82.35285619,29.68968967,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1469,-0.440524522,1334,C1,0.998
1335,1,44024,44024,73799,-82.35285776,29.68940624,-0.482174075,1.055756397,-0.235579667,-1.391927491,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1335,C1,0.994
1336,1,44025,44025,73800,-82.35285932,29.68912281,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1412,-0.513325331,1336,C1,0.992
1337,1,44026,44026,73801,-82.35286101,29.68881406,-0.482174075,0.516242535,-0.222624164,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1584,-0.293645698,1337,C1,0.994
1338,1,44027,44027,73802,-82.35338696,29.68881347,-0.482174075,0.516242535,-0.222624164,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1236,-0.738113792,1338,C1,0.984
1339,1,44028,44028,73803,-82.35338526,29.68912281,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1427,-0.494167223,1339,C1,0.992
1340,1,44029,44029,73804,-82.35338369,29.68940637,-0.482174075,1.055756397,-0.235579667,0.552954352,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1340,C1,0.994
1341,1,44030,44030,73805,-82.35338212,29.68968993,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1427,-0.494167223,1341,C1,0.998
1342,1,44031,44031,73806,-82.35338056,29.68997348,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,3.073833468,-1.027914836,1,0,1427,-0.494167223,1342,C1,0.998
1343,1,44032,44032,73807,-82.35337899,29.69025705,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1343,C1,0.998
1344,1,44033,44033,73808,-82.35337741,29.69054061,-0.482174075,1.055756397,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1118,-0.888824238,1344,C1,0.998
1345,1,44034,44034,73809,-82.35337585,29.69082417,-0.482174075,1.100715885,-0.235579667,-1.391927491,1.686327198,-0.424528137,-1.027914836,0,0,1296,-0.661481362,1345,C1,0.998
1346,1,44035,44035,73810,-82.35337429,29.69110773,-0.482174075,1.100715885,-0.235579667,0.552954352,1.686327198,-0.424528137,-1.027914836,0,0,1040,-0.988446397,1346,C1,0.996
1347,1,44036,44036,73811,-82.35337272,29.69139129,-0.482174075,1.100715885,-0.235579667,0.682613141,1.686327198,1.055547927,-1.027914836,1,0,1390,-0.541423889,1347,C1,0.998
1348,1,44037,44037,73812,-82.35337116,29.69167486,-0.482174075,1.055756397,-0.235579667,-0.743633544,1.686327198,-0.424528137,-1.027914836,0,0,1427,-0.494167223,1348,C1,0.998
1349,1,44038,44038,73813,-82.35336958,29.69195842,-0.482174075,1.010796908,-0.235579667,0.682613141,1.686327198,1.369503456,-1.027914836,1,0,1318,-0.633382805,1349,C1,0.99
1350,1,44039,44039,73814,-82.35336655,29.69250545,-0.482174075,1.010796908,-0.199952034,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1573,-0.307694977,1350,C1,0.99
1351,1,44040,44040,73815,-82.35336419,29.6929307,-0.482174075,1.055756397,-0.199952034,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1352,-0.589957761,1351,C1,0.986
1352,1,44041,44041,73816,-82.35336223,29.69328507,-0.482174075,0.516242535,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1706,-0.137826424,1352,C1,0.982
1353,1,44042,44042,73817,-82.35336624,29.69356834,-0.482174075,0.516242535,-0.235579667,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1286,-0.674253434,1353,C1,0.982
1354,1,44043,44043,73818,-82.35332499,29.69387835,-0.482174075,0.471283047,-0.219385288,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,1179,-0.810914601,1354,C1,0.982
1355,1,44044,44044,73819,-82.34448025,29.69239773,-0.482174075,0.875918443,-0.222624164,0.682613141,1.686327198,-0.424528137,-1.027914836,0,0,2608,1.014214441,1355,C1,0.77
1356,1,44045,44045,73820,-82.34343379,29.69334437,-0.482174075,0.111607139,-0.096567118,0.682613141,1.686327198,-0.424528137,-0.068638114,0,1,1416,-0.508216502,1356,C1,0.73
1357,1,44046,44046,73821,-82.34361485,29.693376,-0.482174075,0.021688162,-0.255012922,0.682613141,1.686327198,-0.424528137,0.200250058,0,1,1092,-0.922031625,1357,C1,0.74
1358,1,44047,44047,73822,-82.34358367,29.69359801,-0.482174075,0.111607139,-0.235579667,0.682613141,1.686327198,-0.424528137,1.820846339,0,1,1428,-0.492890016,1358,C1,0.728
1359,1,44048,44048,73823,-82.34359112,29.69385776,-0.482174075,0.111607139,-0.212907537,-0.095339596,1.686327198,-0.424528137,-0.112241601,0,1,1428,-0.492890016,1359,C1,0.728
1360,1,44049,44049,73824,-82.34389074,29.6938996,-0.482174075,0.111607139,-0.238818543,0.552954352,1.686327198,-0.424528137,-0.068638114,0,1,1459,-0.453296594,1360,C1,0.728
1361,1,44050,44050,73825,-82.34415746,29.69388379,-0.482174075,0.156566628,-0.24853517,0.682613141,1.686327198,-0.424528137,0.105775836,0,1,1118,-0.888824238,1361,C1,0.736
1362,1,44051,44051,73826,-82.3443968,29.69388525,-0.482174075,0.021688162,-0.24853517,0.682613141,1.686327198,-0.424528137,0.138478451,0,1,1476,-0.431584072,1362,C1,0.754
1363,1,44052,44052,73827,-82.3446345,29.69388526,-0.482174075,0.156566628,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.010500131,0,1,1232,-0.743222621,1363,C1,0.76
1364,1,44053,44053,73828,-82.34486648,29.69388906,-0.482174075,0.021688162,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.155845089,0,1,1408,-0.51843416,1364,C1,0.762
1365,1,44054,44054,73829,-82.34507074,29.69382018,-0.482174075,0.111607139,-0.229101916,0.682613141,1.686327198,-0.424528137,0.014935237,0,1,1229,-0.747054243,1365,C1,0.766
1366,1,44055,44055,73830,-82.34507064,29.69352412,-0.482174075,-0.967420583,-0.251774046,-0.743633544,1.686327198,-0.424528137,-1.027914836,0,0,1471,-0.437970108,1366,C1,0.762
1367,1,44056,44056,73831,-82.34506093,29.69328733,-0.482174075,0.156566628,-0.255012922,0.682613141,1.686327198,-0.424528137,0.007667989,0,1,1316,-0.635937219,1367,C1,0.764
1368,1,44057,44057,73832,-82.34507742,29.69304966,-0.482174075,0.156566628,-0.251774046,0.682613141,1.686327198,-0.424528137,-0.112241601,0,1,1389,-0.542701096,1368,C1,0.764
