#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,GC508476,SLD,6431 NW 33RD TER,GAINESVILLE,32653,NORTHWOOD OAKS,"1,688",06014-013-047,"$289,000 ",3,2,0,1979,Private,Single Family Residence,Fee Simple,"$4,160.00 ",67,67,67,VA,1/6/2023,$174.47 ,$171.21 ,0.98,"LEXIS REAL ESTATE GROUP, INC.",Jose Vega,259504016,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC514083,SLD,6093 NW 117TH PL,ALACHUA,32615,CREEKSIDE VILLAS,"1,292",05900-040-034,"$289,400 ",3,2,0,2014,,Single Family Residence,Fee Simple,"$2,582.00 ",11,11,11,Cash,7/21/2023,$223.99 ,$223.99 ,1,STEWART REALTY & MANAGEMENT LLC,Angela Stewart,259504417,259505610,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC516724,SLD,3905 SW 18TH ST,GAINESVILLE,32608,IDYLWILD ADD,"2,210",07250-069-000,"$289,500 ",3,2,0,1958,Private,Single Family Residence,Fee Simple,"$3,517.27 ",6,6,6,Conventional,11/8/2023,$131.00 ,$131 ,1,BOSSHARDT REALTY SERVICES LLC,Henry Rabell,259503136,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515729,SLD,15084 NW 147TH DR,ALACHUA,32615,SANTA FE STATION PH 1,"1,619",03605-010-019,"$289,900 ",2,2,0,2003,,Single Family Residence,Fee Simple,"$4,918.00 ",50,50,50,FHA,10/27/2023,$179.06 ,$179.06 ,1,SAN FELASCO REAL ESTATE SERVICES INC,Donna Gocek,259500870,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515274,SLD,7321 NW 21ST WAY,GAINESVILLE,32653,HIDDEN LAKE,"1,515",07814-010-036,"$289,900 ",3,2,0,1988,,Single Family Residence,Fee Simple,"$3,243.00 ",3,3,7,Conventional,9/7/2023,$184.75 ,$191.35 ,1.04,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Raven Knowles,259506089,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC512441,SLD,5729 NW 23RD AVE,GAINESVILLE,32605,PINE WOODS,"1,761",06353-150-015,"$289,900 ",3,2,0,1973,,Single Family Residence,Fee Simple,"$2,064.00 ",15,15,15,Cash,5/10/2023,$164.62 ,$164.62 ,1,PEPINE REALTY,Erin Gregoire,259505438,25950341,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,U8217566,SLD,16674 NW 192ND TER,HIGH SPRINGS,32643,OAK RIDGE AT HIGH SPRINGS PHASE II,"1,454",03034-020-087,"$290,000 ",3,2,0,2016,,Single Family Residence,Fee Simple,"$3,564.83 ",4,4,4,Conventional,11/30/2023,$199.45 ,$199.45 ,1,SEIDE REALTY,Kathleen Seide,259503810,259500792,Pinellas Suncoast,Pinellas Suncoast,TRUE
1,OM663849,SLD,12307 NW 9TH LN,NEWBERRY,32669,PATIO HOMES OF WEST END,"1,502",04314-302-039,"$290,000 ",3,2,0,1989,Community,Single Family Residence,Fee Simple,"$4,365.00 ",104,104,104,FHA,12/29/2023,$199.73 ,$193.08 ,0.97,"REAL BROKER, LLC",Kristy Parziale,259506661,259505695,Ocala - Marion,Orlando Regional,TRUE
1,GC515186,SLD,3809 NW 47TH TER,GAINESVILLE,32606,AUTUMN WOODS,"1,022",06112-010-036,"$290,000 ",2,2,0,1985,,Single Family Residence,Fee Simple,"$2,835.06 ",23,23,29,Conventional,10/3/2023,$287.67 ,$283.76 ,0.99,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Gabriel Shapiro,259507083,271501056,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515101,SLD,13800 NW 9TH RD,NEWBERRY,32669,TARA GREENS PB 36 PG 58,"1,664",04291-010-060,"$290,000 ",3,2,1,2021,,Single Family Residence,Fee Simple,"$5,271.00 ",92,92,92,FHA,12/1/2023,$179.69 ,$174.28 ,0.97,DALTON WADE INC,Valencia Wells,259505259,260031661,Gainesville-Alachua,Pinellas Suncoast,TRUE
1,GC514513,SLD,14594 NW 25TH AVE,NEWBERRY,32669,BELMONT CLUSTER DEV PH 2,"1,507",04227-020-108,"$290,000 ",3,2,0,2007,Community,Single Family Residence,Fee Simple,"$3,527.00 ",67,67,72,Cash,10/6/2023,$212.34 ,$192.44 ,0.91,GOLDEN RULE REAL ESTATE AND PROPERTY MANAGEMENT,Melanie Scott,259505946,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513613,SLD,3147 NW 52ND PL,GAINESVILLE,32605,NORTHWOOD,"1,400",06083-004-029,"$290,000 ",3,2,0,1967,,Single Family Residence,Fee Simple,"$4,446.42 ",11,11,11,Conventional,7/7/2023,$210.71 ,$207.14 ,0.98,PAIS REALTY,David Pais,259502019,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513560,SLD,3401 NW 5TH ST,GAINESVILLE,32609,PINE HAVEN,"1,308",08341-000-000,"$290,000 ",3,2,1,1946,,Single Family Residence,Fee Simple,"$3,215.64 ",6,6,6,Conventional,7/6/2023,$228.59 ,$221.71 ,0.97,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Damian Hunter,259507002,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC512134,SLD,1822 SW 74TH TER,GAINESVILLE,32607,PINE GLADE,"1,338",06678-010-003,"$290,000 ",3,2,0,1983,,Single Family Residence,Fee Simple,"$2,118.00 ",20,20,20,Conventional,5/26/2023,$227.95 ,$216.74 ,0.95,THORNTON & CO. REALTY INC.,Tonya Thornton,270523081,279618799,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511220,SLD,5406 SW 76TH TER,GAINESVILLE,32608,VALWOOD,"1,392",06857-002-075,"$290,000 ",3,2,0,1979,,Single Family Residence,Fee Simple,"$2,246.02 ",3,3,3,Cash,4/10/2023,$204.74 ,$208.33 ,1.02,PEPINE REALTY,Mark Gajda,259505420,260033702,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510446,SLD,3929 SW 21ST ST,GAINESVILLE,32608,NAPIER GRANT,"1,874",07249-005-000,"$290,000 ",3,2,0,1959,,Single Family Residence,Fee Simple,"$2,141.36 ",160,87,88,Cash,4/27/2023,$160.03 ,$154.75 ,0.97,"CAMPUS TO COAST REALTY, INC",Jennifer Lee,259503897,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510241,SLD,3005 NW 41ST AVE,GAINESVILLE,32605,SPRINGTREE,"1,632",06082-071-000,"$290,000 ",3,2,0,1976,Private,Single Family Residence,Fee Simple,"$1,692.44 ",13,13,14,FHA,2/22/2023,$183.82 ,$177.70 ,0.97,ARISTA REALTY,Mike Hastings,259503533,261010944,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509955,SLD,23064 NW 11TH RD,NEWBERRY,32669,NEWBERRY OAKS PH 7,"2,766",01901-070-093,"$290,000 ",4,2,1,2007,,Single Family Residence,Fee Simple,"$3,839.00 ",41,41,46,FHA,2/27/2023,$112.08 ,$104.84 ,0.94,PAIS REALTY,Tina Walker,259505233,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,OM659139,SLD,1851 SW 246TH DR,NEWBERRY,32669,COUNTRYWAY OF NEWBERRY PH II,"1,289",02544-020-084,"$291,000 ",2,2,0,2018,Community,Single Family Residence,Fee Simple,"$2,994.41 ",3,3,3,VA,7/12/2023,$231.96 ,$225.76 ,0.97,BRICKS & MORTAR REAL ESTATE,Jennifer Kovach,271516048,55055,Ocala - Marion,Ocala - Marion,TRUE
1,GC512258,SLD,1121 NE 21ST AVE,GAINESVILLE,32609,CAROL ESTATES,"1,104",10605-003-000,"$291,000 ",3,2,0,1957,,Single Family Residence,Fee Simple,$859.82 ,3,3,3,Cash,4/13/2023,$253.62 ,$263.59 ,1.04,REALTY HUB,Alex Belan,249524574,259504926,Gainesville-Alachua,Orlando Regional,TRUE
1,GC511848,SLD,563 NW 31ST AVE,GAINESVILLE,32609,HAVEN ESTATES,"1,849",08422-001-000,"$291,000 ",4,2,0,1963,,Single Family Residence,Fee Simple,"$2,988.00 ",2,2,2,Conventional,4/21/2023,$156.30 ,$157.38 ,1.01,SUSKIN REALTY INC,Samuel Suskin,259504892,281541270,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,U8191394,SLD,1243 NW 120TH WAY,GAINESVILLE,32606,SOUTH POINTE PH 1,"1,554",04321-301-018,"$291,000 ",3,2,0,2005,,Single Family Residence,Fee Simple,"$3,948.47 ",21,21,21,Conventional,5/9/2023,$186.55 ,$187.26 ,1,ENGEL & VOLKERS BELLEAIR,Melissa Hoglund,260053247,259504874,Pinellas Suncoast,Pinellas Suncoast,TRUE
1,GC503211,SLD,910 HEARTWOOD RD,GAINESVILLE,32641,HEARTWOOD,"1,609",16102-010-025,"$291,984 ",3,2,0,2022,,Single Family Residence,Fee Simple,$0.00 ,0,0,5,Cash,9/15/2023,$184.32 ,$181.47 ,0.98,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509942,SLD,7737 NW 20TH DR,GAINESVILLE,32609,BUCK BAY REP,"1,500",07814-100-066,"$292,000 ",3,2,0,2010,,Single Family Residence,Fee Simple,"$4,158.12 ",23,5,32,Conventional,1/20/2023,$197.14 ,$194.67 ,0.99,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,270523109,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC517229,SLD,20063 NW 249TH ST,HIGH SPRINGS,32643,SPANISH GATES,"1,418",00206-040-060,"$292,500 ",3,2,0,2012,,Single Family Residence,Fee Simple,"$2,653.71 ",13,13,14,Conventional,12/13/2023,$218.62 ,$206.28 ,0.94,G. BUZBEE REALTY,Kristyn Bagby,259505286,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511695,SLD,25696 NW 10TH AVE,NEWBERRY,32669,NEWTOWN 1894 PH 2,"1,685",01894-102-073,"$292,500 ",3,2,0,2006,,Single Family Residence,Fee Simple,"$5,603.69 ",42,42,65,Cash,6/12/2023,$183.38 ,$173.59 ,0.95,GOLDEN RULE REAL ESTATE AND PROPERTY MANAGEMENT,April Strickland,259504980,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3412785,SLD,5610 NW 33RD ST,GAINESVILLE,32653,NORTHWOOD OAKS,"1,603",06014-010-054,"$292,500 ",3,2,0,1974,Private,Single Family Residence,Fee Simple,"$1,762.28 ",1,1,1,Cash,1/13/2023,$184.03 ,$182.47 ,0.99,MCBRIDE KELLY & ASSOCIATES,Jorge Braham,261562085,260031661,Tampa,Tampa,TRUE
1,GC511566,SLD,10102 NW 25TH PL,GAINESVILLE,32606,HILLS OF SANTA FE,"1,516",06236-005-000,"$293,000 ",3,2,0,1980,,Single Family Residence,Fee Simple,"$3,359.16 ",22,22,22,Cash,4/17/2023,$207.72 ,$193.27 ,0.93,RE/MAX PROFESSIONALS,Jay Rist,259503537,260503544,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511451,SLD,20388 NW 249TH WAY,HIGH SPRINGS,32643,ASHTON RIDGE,"1,421",00207-010-016,"$293,000 ",3,2,0,2017,,Single Family Residence,Fee Simple,"$2,889.00 ",20,20,54,Cash,5/5/2023,$211.05 ,$206.19 ,0.98,BHGRE THOMAS GROUP,Ken Mears,259505023,259506650,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3394960,SLD,2209 NW 246TH TER,NEWBERRY,32669,AVALON WOODS,"1,619",01874-100-096,"$293,000 ",3,2,0,2022,,Single Family Residence,Fee Simple,$0.00 ,148,148,148,Cash,1/27/2023,$183.44 ,$180.98 ,0.99,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259505361,Tampa,Tampa,TRUE
1,J964089,SLD,1739 SW 244TH WAY,NEWBERRY,32669,COUNTRYWAY OF NEWBERRY PH V,"1,411",02544-050-205,"$293,332 ",3,2,0,2023,,Single Family Residence,Fee Simple,$900.00 ,0,0,0,Cash,7/18/2023,$207.89 ,$207.89 ,1,STELLAR NON-MEMBER OFFICE,Stellar Non-Member Agent,123456789,259500046,For Future Use,Other,TRUE
1,GC512186,SLD,5126 SW 86TH TER,GAINESVILLE,32608,HAILE PLANTATION,"1,320",06860-030-009,"$293,500 ",3,2,0,1983,,Single Family Residence,Fee Simple,"$3,013.29 ",2,2,2,FHA,5/5/2023,$223.48 ,$222.35 ,0.99,BOSSHARDT REALTY SERVICES LLC,Denise Rosenberg,259506898,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513225,SLD,5205 SW 94TH ST,GAINESVILLE,32608,HP/INDIGO SQUARE6-II,"1,293",06860-062-004,"$294,000 ",2,2,0,1990,,Single Family Residence,Fee Simple,"$2,461.00 ",2,2,2,Cash,6/15/2023,$227.38 ,$227.38 ,1,ENGEL & VOLKERS GAINESVILLE,Susan Baird,259500893,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509796,SLD,11106 NW 60TH TER,ALACHUA,32615,TURKEY CREEK,"1,401",05918-136-000,"$294,000 ",3,2,0,2000,,Single Family Residence,Fee Simple,"$2,895.62 ",44,44,44,FHA,2/28/2023,$210.49 ,$209.85 ,1,BOSSHARDT REALTY SERVICES LLC,Kristine Wendig,259505453,259500023,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC516786,SLD,4141 NW 21ST TER,GAINESVILLE,32605,HAZEL HEIGHTS SUB,"1,584",07917-009-000,"$295,000 ",3,2,0,1972,,Single Family Residence,Fee Simple,"$4,808.00 ",9,9,9,Cash,12/5/2023,$189.39 ,$186.24 ,0.98,EXP REALTY LLC,Walt Key,839015591,261010896,Gainesville-Alachua,Sarasota - Manatee,TRUE
1,GC515878,SLD,204 NE 10TH AVE,GAINESVILLE,32601,MINOR SUB,"1,240",09910-002-000,"$295,000 ",2,1,0,1928,,Single Family Residence,Fee Simple,"$1,924.87 ",3,3,3,Cash,10/24/2023,$246.77 ,$237.90 ,0.96,BOSSHARDT REALTY SERVICES LLC,Jill Dumas,259506726,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515440,SLD,3412 NW 47TH PL,GAINESVILLE,32605,NORTHWOOD,"1,424",06066-041-000,"$295,000 ",3,2,0,1967,,Single Family Residence,Fee Simple,"$2,785.11 ",4,4,6,Conventional,9/29/2023,$207.16 ,$207.16 ,1,THURMOND REALTY LLC,Tiffany Moen,259506064,259500035,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,A4575927,SLD,7752 NW 21ST TER,GAINESVILLE,32609,BUCK BAY REP,"1,576",07814-100-116,"$295,000 ",3,2,1,2016,,Single Family Residence,Fee Simple,"$1,893.18 ",2,2,2,Conventional,8/14/2023,$183.85 ,$187.18 ,1.02,FLATFEE.COM,Cliff Glansen,278017259,259500004,Sarasota - Manatee,Sarasota - Manatee,TRUE
1,GC514033,SLD,5915 NW 32ND ST,GAINESVILLE,32653,NORTHWOOD OAKS,"2,244",06014-011-012,"$295,000 ",4,3,0,1975,,Single Family Residence,Fee Simple,$284.89 ,5,5,8,Cash,6/23/2023,$133.56 ,$131.46 ,0.98,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259504921,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513381,SLD,7005 SE 169TH AVE,MICANOPY,32667,EVINSTON,640,18332-002-000,"$295,000 ",2,1,0,1993,,Single Family Residence,Fee Simple,"$1,441.00 ",1,1,1,Cash,6/2/2023,$507.81 ,$460.94 ,0.91,TRIPPE REALTY MANAGEMENT INC,Danielle Roberson,259506946,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC512471,SLD,16017 NW 120TH PL,ALACHUA,32615,PILOT FOREST,"1,413",03980-010-033,"$295,000 ",3,2,0,1995,Private,Single Family Residence,Fee Simple,"$1,965.41 ",6,6,7,FHA,5/26/2023,$226.40 ,$208.78 ,0.92,BOSSHARDT REALTY SERVICES LLC,Teresa Hoffman,277001316,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC512076,SLD,502 NW 2ND AVE,GAINESVILLE,32601,BRUSH ADD TO GVILLE,900,14526-000-000,"$295,000 ",3,1,0,1946,,Single Family Residence,Fee Simple,"$2,065.86 ",6,6,6,Conventional,4/27/2023,$327.78 ,$327.78 ,1,"RESOURCE REALTY, LLC",Eric Buigas,259505229,260033462,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511077,SLD,6164 NW 118 PL,ALACHUA,32615,CREEKSIDE VILLAS,"1,420",05900-040-003,"$295,000 ",3,2,0,2007,,Single Family Residence,Fee Simple,"$4,408.00 ",53,53,53,Conventional,5/2/2023,$210.56 ,$207.75 ,0.99,ENGEL & VOLKERS GAINESVILLE,Kimberly Mitchell,278037926,259505158,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC511059,SLD,4327 NW 29TH ST,GAINESVILLE,32605,SPRINGTREE,"1,501",06082-010-074,"$295,000 ",3,2,0,1978,,Single Family Residence,Fee Simple,"$3,459.42 ",3,3,3,Conventional,3/11/2023,$185.88 ,$196.54 ,1.06,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Kathleen Weinert,259506218,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510784,SLD,1040 NW 123RD WAY,NEWBERRY,32669,PATIO HOMES OF WESTEND PH 2B,"1,718",04314-302-014,"$295,000 ",3,2,0,1992,Community,Single Family Residence,Fee Simple,"$3,288.36 ",17,17,22,Conventional,3/31/2023,$174.04 ,$171.71 ,0.99,"GLANZER REALTY, LLC",Hillary Santos,259505381,259506003,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510571,SLD,615 NE 8TH TER,GAINESVILLE,32601,HIGHLAND PINES UNIT 1 REP,"1,568",12436-014-000,"$295,000 ",3,2,0,1957,,Single Family Residence,Fee Simple,"$2,379.41 ",18,18,23,Cash,3/15/2023,$194.52 ,$188.14 ,0.97,RABELL REALTY GROUP LLC,Kristen Rabell,259504030,259504964,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510350,SLD,2990 SE 24TH PL,GAINESVILLE,32641,LAKEVIEW ESTATES,"2,352",16206-034-000,"$295,000 ",4,2,2,1975,,Single Family Residence,Fee Simple,"$3,487.00 ",148,148,160,Conventional,7/24/2023,$130.74 ,$125.43 ,0.96,MILLER REAL ESTATE,Natalie Thomas,259503920,259505670,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC510191,SLD,3950 SW 1ST AVE,GAINESVILLE,32607,ANGLEWOOD,"1,792",06528-014-000,"$295,000 ",4,2,0,1966,,Single Family Residence,Fee Simple,"$4,580.00 ",0,0,5,Conventional,1/31/2023,$164.62 ,$164.62 ,1,BOSSHARDT REALTY SERVICES LLC,Missie Schneider,259503060,25950341,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509334,SLD,4510 NW 32ND PL,GAINESVILLE,32606,BENWOOD ESTATE,"1,560",06143-001-005,"$295,000 ",3,2,0,1973,Private,Single Family Residence,Fee Simple,"$1,747.52 ",51,51,52,Conventional,2/24/2023,$205.13 ,$189.10 ,0.92,FIRST CHOICE REALTY OF NORTH F,Dawn Johnson,259503557,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC508480,SLD,6174 NW 118TH PL,ALACHUA,32615,CREEKSIDE VILLAS AT TURKEY CREEK,"1,426",05900-040-002,"$295,000 ",3,2,0,2007,,Single Family Residence,Fee Simple,"$3,481.00 ",59,59,68,Conventional,1/13/2023,$210.31 ,$206.87 ,0.98,PEPINE REALTY,Betsy Pepine,259503892,259500035,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC517601,SLD,24890 NW 202ND LN,HIGH SPRINGS,32643,ASHTON RIDGE,"1,606",00207-010-048,"$295,500 ",3,2,0,2018,,Single Family Residence,Fee Simple,"$2,793.86 ",134,1,2,Cash,12/22/2023,$185.87 ,$184 ,0.99,BHGRE THOMAS GROUP,Holly Moebus,259506072,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3398032,SLD,17562 NW 172ND AVE,ALACHUA,32615,BRIARWOOD,"1,619",03044-100-051,"$296,990 ",3,2,0,2022,,Single Family Residence,Fee Simple,$0.00 ,170,170,170,VA,3/22/2023,$183.44 ,$183.44 ,1,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259500060,Tampa,Tampa,TRUE
1,T3378944,SLD,17243 NW 175TH DR,ALACHUA,32615,BRIARWOOD,"1,619",03044-100-045,"$296,990 ",3,2,0,2022,,Single Family Residence,Fee Simple,$0.00 ,179,179,179,VA,1/25/2023,$185.29 ,$183.44 ,0.99,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259500046,Tampa,Tampa,TRUE
1,GC515898,SLD,804 NW 29TH PL,GAINESVILLE,32609,SUN CREST,"1,230",08763-004-000,"$297,000 ",3,2,0,2005,,Single Family Residence,Fee Simple,$218.87 ,28,28,28,Conventional,10/30/2023,$243.09 ,$241.46 ,0.99,BHGRE THOMAS GROUP,Kristen Thompson,259504942,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC514940,SLD,1114 NW 8TH ST,GAINESVILLE,32601,DACOSTAS ADD TO GV,"1,248",09607-000-000,"$297,000 ",3,1,0,1949,Private,Single Family Residence,Fee Simple,"$1,663.00 ",6,6,6,Conventional,8/28/2023,$229.97 ,$237.98 ,1.03,RE/MAX PROFESSIONALS,Jennifer Figueroa,259506024,259506015,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC514585,SLD,13710 NW 137TH PL,ALACHUA,32615,HUNTER WOODS,"1,359",03931-010-010,"$297,000 ",3,2,0,1996,,Single Family Residence,Fee Simple,"$2,808.54 ",25,25,40,VA,9/14/2023,$217.00 ,$218.54 ,1.01,FLORIDA HOMES REALTY & MORTGAGE PROPERTY MANAGEMEN,Debra Revennaugh,259506476,259500046,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513306,SLD,4334 NW 32ND ST,GAINESVILLE,32605,NORTHWOOD SOUTH,"1,528",06081-006-023,"$297,000 ",3,2,0,1970,,Single Family Residence,Fee Simple,"$2,195.71 ",2,2,12,Conventional,6/20/2023,$194.37 ,$194.37 ,1,EXP REALTY LLC,Bubba Dose,259507584,25950341,Gainesville-Alachua,Sarasota - Manatee,TRUE
1,GC509986,SLD,3326 NW 46TH AVE,GAINESVILLE,32605,NORTHWOOD,"1,324",06083-013-029,"$297,000 ",3,2,0,1972,Private,Single Family Residence,Fee Simple,"$3,939.00 ",3,3,5,Conventional,1/23/2023,$215.26 ,$224.32 ,1.04,WATSON REALTY CORP,Jason Leverette,259506043,259504837,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC512486,SLD,3125 NW 46TH AVE,GAINESVILLE,32605,NORTHWOOD,"1,445",06083-013-041,"$297,350 ",3,2,0,1972,,Single Family Residence,Fee Simple,"$1,322.95 ",1,1,1,Cash,5/26/2023,$186.16 ,$205.78 ,1.11,"COLDWELL BANKER M.M. PARRISH, REALTORS",Cindy Birk,259503772,259504874,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515144,SLD,2102 NW 76TH PL,GAINESVILLE,32609,BUCK BAY REP,"1,481",07814-100-025,"$297,450 ",4,2,0,2017,,Single Family Residence,Fee Simple,"$4,302.36 ",35,35,35,Conventional,9/29/2023,$202.57 ,$200.84 ,0.99,BOSSHARDT REALTY SERVICES LLC,Missie Schneider,259503060,259506544,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,OM647109,SLD,3913 SW 97TH ST,GAINESVILLE,32608,HAILE PLANTATION UNIT 33 PH 1 REP,"1,836",06860-331-036,"$297,500 ",3,2,0,1998,,Single Family Residence,Fee Simple,"$4,120.72 ",55,55,61,Cash,1/17/2023,$190.58 ,$162.04 ,0.85,IDEAL PROPERTIES OF FLORIDA,Carolyn Hammack,271514403,259505695,Ocala - Marion,Ocala - Marion,TRUE
1,GC513038,SLD,2070 SW 42ND LN,GAINESVILLE,32608,SEVILLE,"1,402",07188-100-004,"$298,000 ",3,3,0,2000,,Single Family Residence,Fee Simple,"$3,156.18 ",0,0,3,Cash,5/19/2023,$212.55 ,$212.55 ,1,"COLDWELL BANKER M.M. PARRISH, REALTORS",Brent Riley,259500462,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3464530,SLD,1279 NW 248TH DR,NEWBERRY,32669,AVALON WOODS,"1,886",01874-100-362,"$298,990 ",3,2,1,2023,,Single Family Residence,Fee Simple,$0.00 ,109,109,109,FHA,12/27/2023,$161.71 ,$158.53 ,0.98,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,55055,Tampa,Tampa,TRUE
1,T3398567,SLD,2235 NW 246TH TER,NEWBERRY,32669,AVALON WOODS,"1,619",01874-100-098,"$298,990 ",3,2,0,2022,,Single Family Residence,Fee Simple,$0.00 ,105,105,105,FHA,2/24/2023,$187.76 ,$184.68 ,0.98,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,259506269,Tampa,Tampa,TRUE
1,GC517406,SLD,4914 NW 28TH PL,GAINESVILLE,32606,BUCKRIDGE,"1,259",06155-001-013,"$299,000 ",3,2,0,1993,,Single Family Residence,Fee Simple,"$4,641.64 ",4,4,4,Conventional,12/15/2023,$237.49 ,$237.49 ,1,BOSSHARDT REALTY SERVICES LLC,Ken Cornell,259503253,259504874,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515910,SLD,25622 SW 2ND AVE,NEWBERRY,32669,ORIGINAL NEWBERRY,"1,686",02238-001-000,"$299,000 ",3,2,0,2006,,Single Family Residence,Fee Simple,"$2,303.10 ",99,14,15,Conventional,10/24/2023,$177.94 ,$177.34 ,1,MATCHMAKER REALTY OF ALACHUA COUNTY,Becky Smallwood,259505012,285510266,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC515048,SLD,610 NW 34TH DR,GAINESVILLE,32607,WOODLAND TERRACE,"1,660",06482-046-000,"$299,000 ",4,2,0,1957,,Single Family Residence,Fee Simple,"$4,206.00 ",3,3,20,Conventional,10/13/2023,$198.19 ,$180.12 ,0.91,FLORIDA HOMES REALTY & MORTGAGE LLC,Jackie Erney,259503849,259504837,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC514963,SLD,3221 NW 45TH AVE,GAINESVILLE,32605,NORTHWOOD,"1,315",06083-010-080,"$299,000 ",3,2,0,1972,,Single Family Residence,Fee Simple,"$1,774.12 ",3,3,3,Cash,8/21/2023,$227.38 ,$227.38 ,1,"CAMPUS TO COAST REALTY, INC",Joyce Dorval,259500749,259500060,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC513377,SLD,1803 NW 38TH TER,GAINESVILLE,32605,SUNNYBROOK ESTATES,"1,315",06399-005-000,"$299,000 ",3,2,0,1959,,Single Family Residence,Fee Simple,"$2,345.00 ",0,0,31,Cash,6/15/2023,$227.38 ,$227.38 ,1,RE/MAX PROFESSIONALS,Danika Oliverio,259505867,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
