#,ML Number,Status,Address,City,Zip,Legal Subdivision Name,Heated Area,Tax ID,Current Price,Beds,Full Baths,Half Baths,Year Built,Pool,Property Style,Ownership,Tax,CDOM,ADOM,Days to Contract,Sold Terms,Close Date,LP / SqFt,SP/SqFt,SP / LP,List Office,List Agent,List Agent ID,Selling Office ID,LSC List Side,List Office Primary Board ID,cleaning
1,GC504850,SLD,4422 NW 21ST DR,GAINESVILLE,32605,TIMBERBROOKE,"1,210",07916-042-002,"$280,000 ",3,2,0,1985,,Single Family Residence,Fee Simple,"$1,366.74 ",6,6,7,Conventional,6/3/2022,$230.58 ,$231.40 ,1,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Paul Curlings,259505857,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504757,SLD,4311 SW 44TH ST,GAINESVILLE,32608,RICELANDS SUB,"1,344",06956-006-000,"$280,000 ",3,2,1,1964,,Single Family Residence,Fee Simple,"$1,907.97 ",17,17,17,Conventional,6/6/2022,$204.61 ,$208.33 ,1.02,RIZE REALTY GROUP LLC,Zoma De Las Estrellas,259506610,55055,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503969,SLD,4322 SW 186TH ST,NEWBERRY,32669,RURAL,"1,111",04455-002-003,"$280,000 ",3,1,0,1979,Private,Single Family Residence,Fee Simple,$970.73 ,4,4,4,Cash,6/8/2022,$211.43 ,$252.03 ,1.19,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Whitney Johnson Perkins,259504068,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503580,SLD,20309 NW 248TH DR,HIGH SPRINGS,32643,ASHTON RIDGE,"1,368",00207-010-001,"$280,000 ",3,2,0,2011,Private,Single Family Residence,Fee Simple,"$1,866.00 ",24,3,3,Conventional,4/28/2022,$197.30 ,$204.68 ,1.04,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jordane Harden,259505396,259505372,Gainesville-Alachua,Gainesville-Alachua,FALSE
1,GC503095,SLD,13906 NW 145TH AVE,ALACHUA,32615,CLARKES 1ST ADD TO ALACHUA,"1,250",03390-000-000,"$280,000 ",3,2,0,2019,,Single Family Residence,Fee Simple,"$2,246.00 ",12,12,17,Conventional,4/15/2022,$228.00 ,$224 ,0.98,"FLETCHER REALTY SERVICES, INC.",Rebecca Burns,259505029,259504964,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502974,SLD,4706 NW 28TH ST,GAINESVILLE,32605,NORTHWOOD,"1,446",06083-010-005,"$280,000 ",3,2,0,1972,,Single Family Residence,Fee Simple,"$2,140.83 ",5,5,5,Cash,3/31/2022,$179.81 ,$193.64 ,1.08,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502900,SLD,19423 NW 164TH RD,HIGH SPRINGS,32643,OAK RIDGE AT HIGH SPGS PH 1,"1,609",03034-010-018,"$280,000 ",3,2,0,2007,,Single Family Residence,Fee Simple,"$2,701.04 ",0,0,2,Conventional,3/31/2022,$170.91 ,$174.02 ,1.02,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,"Krystal Vela, PA",259505953,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502110,SLD,14710 SE 47TH AVE,HAWTHORNE,32640,JOHN MILNE ADD,"1,463",18046-008-000,"$280,000 ",3,2,1,1992,,Single Family Residence,Fee Simple,"$1,774.00 ",8,8,12,FHA,5/3/2022,$201.64 ,$191.39 ,0.95,FLORIDA HOMES REALTY & MORTGAGE LLC,Roderick Fair,259504316,25950341,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3348789,SLD,3705 NW 8TH AVE,GAINESVILLE,32605,COY THOMAS NE 1/4,"1,910",06487-021-000,"$280,000 ",4,2,0,1967,,Single Family Residence,Fee Simple,"$1,883.06 ",9,9,9,Conventional,3/11/2022,$149.21 ,$146.60 ,0.98,FLAT FEE MLS REALTY,Stephen Hachey,263389117,259500060,Tampa,Tampa,TRUE
1,GC501629,SLD,5022 SW 94TH ST,GAINESVILLE,32608,HAILE PLANTATION UNIT 6 PH II,"1,420",06860-062-026,"$280,000 ",3,2,0,1991,,Single Family Residence,Fee Simple,"$3,310.00 ",8,8,15,Cash,2/23/2022,$207.75 ,$197.18 ,0.95,"COLDWELL BANKER M.M. PARRISH, REALTORS",Howard Gordon PA,259503352,259504964,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,OM628662,SLD,3906 NW 21ST TER,GAINESVILLE,32605,HAZEL HEIGHTS ADD,"1,777",07918-015-000,"$280,000 ",3,2,0,1962,Private,Single Family Residence,Fee Simple,"$1,891.45 ",11,11,11,Conventional,3/15/2022,$163.14 ,$157.57 ,0.97,NEXTHOME SOUTH POINTE,Wayne Henry-Green,259505432,259506544,Ocala - Marion,Pinellas Suncoast,TRUE
1,GC500036,SLD,3545 NE 1 WAY,GAINESVILLE,32609,VILLAS @ 39TH CONDOMINIUMS,"1,462",08247-089-000,"$280,000 ",3,2,0,2021,,Single Family Residence,Condominium,$549.10 ,192,192,247,Conventional,8/12/2022,$201.78 ,$191.52 ,0.95,FLORIDA HOMES REALTY & MORTGAGE LLC,Jocelyne Grandjean-Brown,259503673,259500004,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3336634,SLD,13671 NW 9TH RD,NEWBERRY,32669,TARA GREENS,"1,686",04291-010-030,"$280,490 ",3,2,1,2022,,Single Family Residence,Fee Simple,"$1,445.72 ",9,9,9,Conventional,2/23/2022,$163.70 ,$166.36 ,1.02,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,55055,Tampa,Tampa,TRUE
1,T3336628,SLD,13677 NW 9TH RD,NEWBERRY,32669,TARA GREENS,"1,686",04291-010-029,"$280,490 ",3,2,1,2022,,Single Family Residence,Fee Simple,"$1,445.72 ",11,11,11,Conventional,2/23/2022,$163.70 ,$166.36 ,1.02,D R HORTON REALTY LLC,Anne Peterson Eger,271513108,55055,Tampa,Tampa,TRUE
1,GC504788,SLD,4625 NW 21ST TER,GAINESVILLE,32605,RAINBOWS END REP OF BAYBERRY III,"1,867",07902-030-022,"$281,000 ",3,2,0,1991,,Single Family Residence,Fee Simple,"$2,051.00 ",33,33,94,Conventional,9/15/2022,$160.15 ,$150.51 ,0.94,WATSON REALTY CORP,Paul Ferraro,259506616,259500054,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504189,SLD,4715 NW 40TH ST,GAINESVILLE,32606,NORTHWOOD WEST,"1,423",06071-020-039,"$281,000 ",3,2,0,1973,,Single Family Residence,Fee Simple,"$4,162.00 ",13,13,28,Conventional,7/22/2022,$196.70 ,$197.47 ,1,"BOUKARI REALTY, INC","Ben Boukari, Jr.",259505161,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503329,SLD,25110 SW 7TH LN,NEWBERRY,32669,OAK VIEW VILLAGE PH II,"1,310",01990-020-002,"$282,000 ",3,2,0,2019,,Single Family Residence,Fee Simple,"$3,756.00 ",4,4,4,Conventional,5/5/2022,$213.74 ,$215.27 ,1.01,BOSSHARDT REALTY SERVICES LLC,Harry Valencia,259505878,275510980,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502496,SLD,3515 NW 8TH AVE,GAINESVILLE,32605,WESTSIDE ESTATE,"2,324",06488-006-000,"$282,000 ",5,2,0,1963,,Single Family Residence,Fee Simple,"$4,090.50 ",11,11,12,Conventional,3/24/2022,$128.66 ,$121.34 ,0.94,BOSSHARDT REALTY SERVICES LLC,Genile Morris,259505044,259506269,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC505477,SLD,4319 NW 202ND ST,NEWBERRY,32669,FALL-PORT ACRES,"1,092",04153-010-004,"$283,000 ",3,2,0,1980,,Single Family Residence,Fee Simple,"$2,258.00 ",17,17,17,FHA,7/29/2022,$255.49 ,$259.16 ,1.01,SHOWCASE PROPERTIES OF CENTRAL,Ryan Swanson,271515296,270538338,Gainesville-Alachua,Ocala - Marion,TRUE
1,GC504867,SLD,10418 NW 35TH PL,GAINESVILLE,32606,HILLS OF SANTA FE PH 4,"1,600",06234-240-065,"$283,000 ",2,2,0,1999,,Single Family Residence,Fee Simple,"$2,626.00 ",69,69,69,Cash,8/12/2022,$193.75 ,$176.88 ,0.91,REALNET FLORIDA REAL ESTATE,Joseph Sweeney,259505929,259500004,Gainesville-Alachua,Tampa,TRUE
1,OM638341,SLD,420 NW 27TH TER,GAINESVILLE,32607,HISBICUS PARK,"1,298",06449-044-000,"$283,000 ",3,3,0,1976,,Single Family Residence,Fee Simple,"$3,863.00 ",9,9,77,Cash,9/9/2022,$227.27 ,$218.03 ,0.96,"BOSSHARDT REALTY SERVICES, LLC",Fonda Butkiewicz,271511225,259504837,Ocala - Marion,Gainesville-Alachua,TRUE
1,GC508066,SLD,4405 NW 22ND ST,GAINESVILLE,32605,TIMBERBROOKE,"1,321",07916-043-030,"$284,000 ",3,2,0,1989,,Single Family Residence,Fee Simple,"$2,267.86 ",5,5,6,Conventional,9/29/2022,$212.72 ,$214.99 ,1.01,BOSSHARDT REALTY SERVICES LLC,Ciara Hudleston,259505711,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,T3349422,SLD,3626 NW 34TH TER,GAINESVILLE,32605,WESEMAN SUB,"1,438",06104-010-019,"$284,000 ",4,2,0,1967,,Single Family Residence,Fee Simple,"$2,102.65 ",29,29,31,Conventional,3/14/2022,$200.97 ,$197.50 ,0.98,HOMECOIN.COM,Jonathan Minerick,182021307,261010944,Tampa,Tampa,TRUE
1,GC501784,SLD,906 NW 254TH DR,NEWBERRY,32669,NEWTOWN 1894 PH 3,"1,626",01894-103-142,"$284,000 ",3,2,0,2009,,Single Family Residence,Fee Simple,"$2,789.00 ",1,1,1,Conventional,2/28/2022,$168.51 ,$174.66 ,1.04,PEPINE REALTY,Katie Dale,259505394,259504874,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503656,SLD,25303 SW 17TH AVE,NEWBERRY,32669,COUNTRY WAY,"1,567",02534-005-004,"$284,500 ",3,2,0,1996,,Single Family Residence,Fee Simple,"$1,649.00 ",4,4,4,Conventional,5/31/2022,$185.07 ,$181.56 ,0.98,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Whitney Johnson Perkins,259504068,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503298,SLD,3911 NW 23RD DR,GAINESVILLE,32605,CHERRYTREE PH I,"1,386",06076-221-008,"$284,900 ",3,2,0,1991,,Single Family Residence,Fee Simple,"$4,078.55 ",11,11,25,Conventional,5/20/2022,$205.56 ,$205.56 ,1,GOLDEN RULE REAL ESTATE AND PROPERTY MANAGEMENT,April Strickland,259504980,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,C7459327,SLD,20158 NW 247TH ST,HIGH SPRINGS,32643,LAUREL POINTE,"1,607",00206-040-069,"$284,990 ",4,2,0,2022,,Single Family Residence,Fee Simple,$446.00 ,166,166,166,FHA,12/20/2022,$178.59 ,$177.34 ,0.99,WJH BROKERAGE FL LLC,Jamie Chung Whitfield,282023342,259504964,Port Charlotte,Port Charlotte,TRUE
1,GC509114,SLD,12144 NW 162ND DR,ALACHUA,32615,SAVANNAH STATION PH 1,"1,398",03980-020-014,"$285,000 ",3,2,0,2016,,Single Family Residence,Fee Simple,"$2,753.26 ",31,20,20,Cash,11/28/2022,$212.09 ,$203.86 ,0.96,BOSSHARDT REALTY SERVICES LLC,Genile Morris,259505044,271516041,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC509079,SLD,4230 NW 21 ST,GAINESVILLE,32605,WOOD RIDGE,"1,638",07915-002-019,"$285,000 ",3,2,0,1978,,Single Family Residence,Fee Simple,"$2,321.25 ",28,28,29,Conventional,12/29/2022,$173.99 ,$173.99 ,1,FLORIDA HOMES REALTY & MORTGAGE LLC,Cynthia Pasznik,259505369,259506269,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC508304,SLD,3227 NW 24TH AVE,GAINESVILLE,32605,LEEWOOD,"1,852",06095-010-010,"$285,000 ",3,2,0,1978,,Single Family Residence,Fee Simple,"$2,368.81 ",0,0,58,Conventional,11/10/2022,$159.29 ,$153.89 ,0.97,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Craig Wilburn,259503108,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507565,SLD,112 NW 29TH ST,GAINESVILLE,32607,BLACK ACRES,"2,040",06462-041-000,"$285,000 ",4,2,0,1965,,Single Family Residence,Fee Simple,"$4,498.00 ",3,3,7,Cash,8/30/2022,$147.01 ,$139.71 ,0.95,"COLDWELL BANKER M.M. PARRISH, REALTORS",Sandra Moorhouse,259503387,259506003,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507459,SLD,1514 NE 14TH ST,GAINESVILLE,32601,HIGHLAND COURT #6,"1,236",10575-003-000,"$285,000 ",3,2,0,1958,,Single Family Residence,Fee Simple,"$2,535.00 ",4,4,4,Conventional,9/26/2022,$221.68 ,$230.58 ,1.04,WATSON REALTY CORP,Lauren Traviesa,259505959,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507422,SLD,6014 NW 52ND TER,GAINESVILLE,32653,DEER RUN II,"1,344",06023-020-029,"$285,000 ",3,2,0,1980,,Single Family Residence,Fee Simple,"$2,370.00 ",22,22,35,Conventional,10/17/2022,$212.05 ,$212.05 ,1,BHGRE THOMAS GROUP,Sarah Altbuch,259505199,264000445,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,O6045980,SLD,20354 NW 254TH WAY,HIGH SPRINGS,32643,RIVERGLEN,"1,436",00181-100-014,"$285,000 ",3,2,0,2001,,Single Family Residence,Fee Simple,"$3,694.00 ",19,19,19,Conventional,10/4/2022,$198.47 ,$198.47 ,1,ABBA REALTY SVC INC,Stephen Ivy,259503066,259500046,Orlando Regional,Orlando Regional,TRUE
1,GC507037,SLD,5719 NW 23RD AVE,GAINESVILLE,32606,PINE WOODS,"1,724",06353-150-014,"$285,000 ",3,2,0,1970,,Single Family Residence,Fee Simple,"$1,787.00 ",50,50,57,Conventional,10/10/2022,$173.72 ,$165.31 ,0.95,RE/MAX PROFESSIONALS,Milo Ahlstrom,259503730,259506544,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506441,SLD,25248 SW 22ND AVE,NEWBERRY,32669,REPLAT SYLVANIA TERRACE,"1,663",02534-022-013,"$285,000 ",3,2,0,2006,,Single Family Residence,Fee Simple,"$4,600.00 ",3,3,4,Cash,8/9/2022,$174.20 ,$171.38 ,0.98,SHOWCASE PROPERTIES OF CENTRAL,Ryan Swanson,271515296,265578435,Gainesville-Alachua,Ocala - Marion,TRUE
1,A4540009,SLD,1606 NW 41ST ST,GAINESVILLE,32605,PALM VIEW ESTATES ADD 2,"1,466",06392-002-017,"$285,000 ",4,2,0,1973,,Single Family Residence,Fee Simple,"$2,914.22 ",58,58,65,Conventional,10/12/2022,$197.68 ,$194.41 ,0.98,FLATFEE.COM,Cliff Glansen,278017259,259500060,Sarasota - Manatee,Sarasota - Manatee,TRUE
1,GC506189,SLD,25393 NW 9TH RD,NEWBERRY,32669,NEWTOWN 1894 PH 1,"1,559",01894-101-011,"$285,000 ",3,2,0,2006,,Single Family Residence,Fee Simple,"$3,921.00 ",35,35,61,Cash,12/13/2022,$185.95 ,$182.81 ,0.98,UNIVERSITY REALTY,Cinthya Gaxiola,259505321,259504837,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506119,SLD,16673 NW 192ND TER,HIGH SPRINGS,32643,OAK RIDGE AT HIGH SPGS PH II,"1,552",03034-020-090,"$285,000 ",3,2,0,2016,,Single Family Residence,Fee Simple,"$2,578.00 ",46,46,82,FHA,10/7/2022,$190.08 ,$183.63 ,0.97,"BOUKARI REALTY, INC",Koren Boukari,259506374,259500046,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506079,SLD,3109 NW 35TH TER,GAINESVILLE,32605,NONE,"1,420",06102-008-000,"$285,000 ",3,2,0,1977,,Single Family Residence,Fee Simple,"$3,388.00 ",14,14,16,Cash,8/26/2022,$211.27 ,$200.70 ,0.95,BHHS FLORIDA REALTY,Bonnie Kraft,259500363,259504964,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC505464,SLD,7751 SW 47TH LN,GAINESVILLE,32608,HAILE PLANTATION UNIT 10 PH I,"1,756",06860-101-017,"$285,000 ",3,3,0,1987,,Single Family Residence,Fee Simple,"$2,358.86 ",16,16,29,Cash,7/8/2022,$179.38 ,$162.30 ,0.9,BHHS FLORIDA REALTY,Mae Alden,259500512,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC505068,SLD,4006 NW 21ST DR,GAINESVILLE,32605,HAZEL HEIGHTS SUB,"1,296",07917-042-000,"$285,000 ",3,2,0,1959,,Single Family Residence,Fee Simple,"$3,475.00 ",2,2,2,Conventional,6/21/2022,$219.91 ,$219.91 ,1,SUSKIN REALTY INC,Marc Suskin,259500193,259500792,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504771,SLD,3502 NW 34TH TER,GAINESVILLE,32605,WESEMAN SUB,"1,456",06104-010-016,"$285,000 ",3,2,0,1966,,Single Family Residence,Fee Simple,"$3,121.25 ",35,35,37,Cash,8/8/2022,$199.11 ,$195.74 ,0.98,PAIS REALTY,David Pais,259502019,259504044,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504467,SLD,1201 NW 34TH TER,GAINESVILLE,32605,LIBBY HEIGHTS,"2,398",06400-039-000,"$285,000 ",4,1,1,1959,,Single Family Residence,Fee Simple,"$2,529.83 ",16,16,34,Cash,6/14/2022,$125.10 ,$118.85 ,0.95,BHHS FLORIDA REALTY,Vaughn Littrup,259500409,264000987,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504388,SLD,6011 NW 111TH PL,ALACHUA,32615,DRY CREEK ALACHUA,"1,456",05918-134-000,"$285,000 ",3,2,0,2002,Community,Single Family Residence,Fee Simple,"$2,171.00 ",3,3,3,Conventional,6/2/2022,$182.00 ,$195.74 ,1.08,FOCUS REAL ESTATE GROUP,Chrissy Severance,259506210,259500035,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC504141,SLD,4812 NW 33RD PL,GAINESVILLE,32606,KIMBERLY WOODS,"1,394",06124-002-035,"$285,000 ",3,2,0,1987,,Single Family Residence,Fee Simple,"$3,069.41 ",3,3,3,Conventional,5/31/2022,$204.45 ,$204.45 ,1,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Andrew Poe,259505311,264000445,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503402,SLD,310 NW 8TH ST,GAINESVILLE,32601,BROWNS ADDN-W L HILL E1/2,"1,241",13744-000-000,"$285,000 ",2,2,0,1930,,Single Family Residence,Fee Simple,"$1,952.75 ",62,62,76,Conventional,7/25/2022,$240.93 ,$229.65 ,0.95,PORTAL REALTY,Jordan Fennell,259504917,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC503097,SLD,215 SE 9TH ST,GAINESVILLE,32601,GAINESVILLE MCDOWALLS ADD,950,12227-001-000,"$285,000 ",2,1,0,1935,,Single Family Residence,Fee Simple,"$1,458.58 ",19,19,40,Conventional,5/23/2022,$314.74 ,$300 ,0.95,SAGE REAL ESTATE,Michelle Hazen,259504971,259504783,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502410,SLD,2423 NW 68TH TER,GAINESVILLE,32606,HICKORY WOODS,"1,643",06224-039-000,"$285,000 ",3,2,0,1974,,Single Family Residence,Fee Simple,"$2,865.00 ",2,2,18,Conventional,4/4/2022,$167.38 ,$173.46 ,1.04,PEPINE REALTY,Andy Mauldin,259505759,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502215,SLD,3928 NW 20TH TER,GAINESVILLE,32605,PARADISE SUB CONTD,"1,040",07916-019-000,"$285,000 ",3,2,0,1959,Private,Single Family Residence,Fee Simple,$919.62 ,2,2,9,Conventional,4/22/2022,$274.04 ,$274.04 ,1,BOSSHARDT REALTY SERVICES LLC,Abby Basci,259506215,259506269,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,O5998147,SLD,11509 NW 61ST TER,ALACHUA,32615,DRY CREEK ALACHUA,"1,460",05917-045-000,"$285,000 ",3,2,0,1978,Community,Single Family Residence,Fee Simple,"$3,491.00 ",6,6,6,FHA,3/21/2022,$188.20 ,$195.21 ,1.04,BEYCOME OF FLORIDA LLC,Steven Koleno,364512302,259506003,Orlando Regional,Orlando Regional,TRUE
1,GC501959,SLD,10518 NW 148TH PL,ALACHUA,32615,WOODLAND OAKS,"1,777",05853-003-009,"$285,000 ",3,2,0,1994,,Single Family Residence,Fee Simple,"$3,778.60 ",0,0,6,Conventional,1/18/2022,$160.38 ,$160.38 ,1,BHGRE THOMAS GROUP,Holly Moebus,259506072,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501682,SLD,2618 NW 69TH TER,GAINESVILLE,32606,BARRINGTON PLACE,"1,502",06228-020-018,"$285,000 ",3,2,0,1993,,Single Family Residence,Fee Simple,"$2,226.62 ",3,3,3,Conventional,2/25/2022,$179.69 ,$189.75 ,1.06,MOMENTUM REALTY - GAINESVILLE,K.C. Harder,259506085,259506003,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC500715,SLD,5025 NW 81ST AVE,GAINESVILLE,32653,WESCHESTER CLUSTER PH 1,"1,649",06009-010-188,"$285,000 ",3,2,0,2009,Community,Single Family Residence,Fee Simple,"$2,741.00 ",3,3,4,Conventional,1/13/2022,$172.83 ,$172.83 ,1,ANSON PROPERTIES LLC,Stephanie Anson,261084579,259500037,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC447779,SLD,3400 NW 34TH TER,GAINESVILLE,32605,WESEMAN,"1,560",06104-010-013,"$285,000 ",4,2,0,1967,,Single Family Residence,,"$4,199.94 ",130,130,140,Conventional,2/17/2022,$185.83 ,$182.69 ,0.98,BOSSHARDT REALTY SERVICES LLC,Rainbow Young,259505231,261014286,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC446655,SLD,827 SE 2nd AVE,Gainesville,32601,Robertson,"1,128",11822-000-000,"$285,000 ",3,2,0,1939,,Single Family Residence,,"$3,065.80 ",118,118,118,Conventional,3/4/2022,$265.07 ,$252.66 ,0.95,SAGE REAL ESTATE,Michelle Hazen,259504971,259504926,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC446632,SLD,302 NW 4th AVE,Gainesville,32601,Brush Addn,"1,024",14293-001-000,"$285,000 ",3,1,1,1930,,Single Family Residence,,"$2,751.59 ",220,220,224,Conventional,4/25/2022,$282.23 ,$278.32 ,0.99,Sage Real Estate,Michelle Hazen,259504971,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502567,SLD,8205 57 PL,GAINESVILLE,32608,VALWOOD,"1,381",06857-006-070,"$285,500 ",3,2,0,1989,,Single Family Residence,Fee Simple,"$1,926.29 ",8,8,27,Conventional,5/2/2022,$206.73 ,$206.73 ,1,ENGEL & VOLKERS GAINESVILLE,Kimberly Mitchell,278037926,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC505831,SLD,5703 HAMPTON ST,MELROSE,32666,"MELROSE, GOODSONS ADDITION","1,200",18731-004-000,"$286,000 ",2,2,0,1952,,Single Family Residence,Fee Simple,"$1,060.00 ",66,66,66,Cash,8/17/2022,$249.17 ,$238.33 ,0.96,CENTURY 21 LAKESIDE REALTY,John Laxson,259506452,259504804,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC446524,SLD,1015 NW 34TH TER,Gainesville,32605,Libby Heights(430),"2,268",06400-052-000,"$286,000 ",4,2,0,1963,,Single Family Residence,,"$4,155.00 ",130,130,198,Conventional,3/4/2022,$125.66 ,$126.10 ,1,Golden Rule Real Estate and Property Management,April Strickland,259504980,259503210,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC502399,SLD,3919 NW 17 AVE,GAINESVILLE,32605,PALM VIEW ESTATES ADDN 3,"1,740",06392-003-035,"$286,500 ",3,2,0,1975,,Single Family Residence,Fee Simple,"$1,666.10 ",14,14,34,Conventional,4/20/2022,$163.79 ,$164.66 ,1.01,VANBEEK REALTY LLC,Julie VanBeek,259503542,261015010,Gainesville-Alachua,Ocala - Marion,TRUE
1,GC501365,SLD,6010 NW 115TH PL,ALACHUA,32615,DRY CREEK ALACHUA,"1,483",05917-050-000,"$286,590 ",3,2,0,1981,Community,Single Family Residence,Fee Simple,"$2,663.50 ",3,3,3,Conventional,2/25/2022,$185.43 ,$193.25 ,1.04,FLORIDA HOMES REALTY & MORTGAGE LLC,Victor Borrero,259506539,259504044,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506709,SLD,522 NW 101 ST,GAINESVILLE,32607,HAMILTON HEIGHTS,"1,389",06657-005-033,"$287,000 ",3,2,0,1978,,Single Family Residence,Fee Simple,"$2,957.00 ",10,10,11,Conventional,8/8/2022,$215.26 ,$206.62 ,0.96,PEPINE REALTY,Fred Pearson,259503996,259504874,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506425,SLD,619 NW 7TH AVE,GAINESVILLE,32601,BROWNS ADDN-H P JACKSON,"1,729",13549-000-000,"$287,000 ",5,4,0,1930,,Single Family Residence,Fee Simple,"$2,951.74 ",16,16,39,Conventional,8/26/2022,$173.45 ,$165.99 ,0.96,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Jonathan Mills,259505225,259505695,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC507049,SLD,2009 NE 17TH TER,GAINESVILLE,32609,CAROL ESTATES EAST,"1,634",10625-100-000,"$287,450 ",4,2,0,1963,,Single Family Residence,Fee Simple,"$2,595.00 ",2,2,2,Conventional,8/22/2022,$177.42 ,$175.92 ,0.99,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Andrew Poe,259505311,270523880,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506186,SLD,16476 SW 137TH AVE,ARCHER,32618,ARCHER OAKS,"1,526",04939-001-003,"$287,500 ",3,2,0,1983,,Single Family Residence,Fee Simple,$945.71 ,76,76,76,FHA,11/10/2022,$186.76 ,$188.40 ,1.01,KELLER WILLIAMS GAINESVILLE REALTY PARTNERS,Paul Curlings,259505857,260015246,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC506078,SLD,959 NW 254TH DR,NEWBERRY,32669,NEWTOWN 1894 PH 2,"1,628",01894-102-111,"$287,500 ",3,2,0,2006,,Single Family Residence,Fee Simple,"$3,042.73 ",41,41,41,Conventional,9/23/2022,$184.28 ,$176.60 ,0.96,PEPINE REALTY,Taylor George,259506853,261012452,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,GC501732,SLD,827 NW 122ND TER,NEWBERRY,32669,PATIO HOMES OF WEST END,"1,578",04314-302-074,"$287,500 ",3,2,0,2003,Community,Single Family Residence,Fee Simple,"$4,911.39 ",11,11,56,Conventional,4/12/2022,$176.81 ,$182.19 ,1.03,MATCHMAKER REALTY/ ALACHUA CNTY,Gia Arvin,259503472,259500035,Gainesville-Alachua,Gainesville-Alachua,TRUE
1,O5999595,SLD,4411 NW 18TH PL,GAINESVILLE,32605,,"2,571",06381-017-000,"$287,850 ",3,2,0,1965,,Single Family Residence,Fee Simple,"$6,291.17 ",-2,-2,201,Cash,9/14/2022,$111.96 ,$111.96 ,1,CHARLES RUTENBERG REALTY ORLANDO,Tim Malone,278046582,50096,Orlando Regional,Orlando Regional,TRUE
